Lflavo2a000001P1 lcl|NW_015149102.1_prot_XP_015187713.1_18870
Lflavo2a008752P1 lcl|NW_015149016.1_prot_XP_015180365.1_12373
Lflavo2a008753P1 lcl|NW_015149016.1_prot_XP_015180302.1_12364
Lflavo2a008755P1 lcl|NW_015148990.1_prot_XP_015174536.1_7126
Lflavo2a008757P1 lcl|NW_015149040.1_prot_XP_015183314.1_14930
Lflavo2a008759P8 lcl|NW_015149040.1_prot_XP_015183327.1_14938
Lflavo2a008760P2 lcl|NW_015148987.1_prot_XP_015173930.1_6521
Lflavo2a008760P5 lcl|NW_015148987.1_prot_XP_015173934.1_6519
Lflavo2a008761P1 lcl|NW_015148978.1_prot_XP_015171627.1_4264
Lflavo2a008764P1 lcl|NW_015148990.1_prot_XP_015174609.1_7122
Lflavo2a008765P1 lcl|NW_015149040.1_prot_XP_015183377.1_14932
Lflavo2a008767P1 lcl|NW_015148977.1_prot_XP_015171066.1_3946
Lflavo2a008770P1 lcl|NW_015149016.1_prot_XP_015180553.1_12374
Lflavo2a008771P1 lcl|NW_015148997.1_prot_XP_015176244.1_8638
Lflavo2a008772P3 lcl|NW_015149040.1_prot_XP_015183343.1_14949
Lflavo2a008773P1 lcl|NW_015148997.1_prot_XP_015176335.1_8639
Lflavo2a008774P1 lcl|NW_015148990.1_prot_XP_015174888.1_7127
Lflavo2a008775P1 lcl|NW_015148977.1_prot_XP_015171021.1_3948
Lflavo2a008785P1 lcl|NW_015148985.1_prot_XP_015173402.1_6094
Lflavo2a008788P1 lcl|NW_015148982.1_prot_XP_015172983.1_5518
Lflavo2a008789P1 lcl|NW_015148982.1_prot_XP_015172647.1_5527
Lflavo2a008790P2 lcl|NW_015148982.1_prot_XP_015173022.1_5530
Lflavo2a008791P1 lcl|NW_015148982.1_prot_XP_015173021.1_5529
Lflavo2a008792P1 lcl|NW_015148982.1_prot_XP_015172646.1_5526
Lflavo2a008794P1 lcl|NW_015148986.1_prot_XP_015173708.1_6340
Lflavo2a008798P1 lcl|NW_015149010.1_prot_XP_015178963.1_10891
Lflavo2a008799P1 lcl|NW_015149018.1_prot_XP_015180789.1_12664
Lflavo2a008801P1 lcl|NW_015148986.1_prot_XP_015173713.1_6342
Lflavo2a008803P1 lcl|NW_015149028.1_prot_XP_015182136.1_13851
Lflavo2a008804P1 lcl|NW_015149034.1_prot_XP_015182608.1_14262
Lflavo2a008808P2 lcl|NW_015148973.1_prot_XP_015189512.1_2319
Lflavo2a008808P3 lcl|NW_015148973.1_prot_XP_015189494.1_2320
Lflavo2a008809P1 lcl|NW_015149131.1_prot_XP_015188624.1_19696
Lflavo2a008809P2 lcl|NW_015149131.1_prot_XP_015188622.1_19695
Lflavo2a008811P1 lcl|NW_015149015.1_prot_XP_015179998.1_11992
Lflavo2a008812P1 lcl|NW_015149039.1_prot_XP_015183214.1_14855
Lflavo2a008814P1 lcl|NW_015148991.1_prot_XP_015175098.1_7363
Lflavo2a008815P1 lcl|NW_015149079.1_prot_XP_015186439.1_17711
Lflavo2a008816P1 lcl|NW_015149034.1_prot_XP_015182628.1_14264
Lflavo2a008816P2 lcl|NW_015149080.1_prot_XP_015186501.1_17736
Lflavo2a008817P1 lcl|NW_015149055.1_prot_XP_015184758.1_16184
Lflavo2a008819P1 lcl|NW_015149011.1_prot_XP_015179249.1_11141
Lflavo2a008821P1 lcl|NW_015149131.1_prot_XP_015188628.1_19698
Lflavo2a008822P1 lcl|NW_015148984.1_prot_XP_015173375.1_5972
Lflavo2a008823P1 lcl|NW_015149031.1_prot_XP_015182416.1_14123
Lflavo2a008825P1 lcl|NW_015148973.1_prot_XP_015190357.1_2305
Lflavo2a008827P1 lcl|NW_015148977.1_prot_XP_015171019.1_3911
Lflavo2a008828P1 lcl|NW_015149023.1_prot_XP_015181517.1_13147
Lflavo2a008829P1 lcl|NW_015149031.1_prot_XP_015182425.1_14124
Lflavo2a008830P1 lcl|NW_015149028.1_prot_XP_015182134.1_13849
Lflavo2a008831P1 lcl|NW_015149010.1_prot_XP_015178959.1_10892
Lflavo2a008832P1 lcl|NW_015149011.1_prot_XP_015179248.1_11140
Lflavo2a008836P1 lcl|NW_015148977.1_prot_XP_015171243.1_3908
Lflavo2a008837P1 lcl|NW_015149017.1_prot_XP_015180664.1_12460
Lflavo2a008838P1 lcl|NW_015149034.1_prot_XP_015182626.1_14263
Lflavo2a008841P1 lcl|NW_015149015.1_prot_XP_015180191.1_11991
Lflavo2a008842P1 lcl|NW_015148973.1_prot_XP_015190358.1_2309
Lflavo2a008843P1 lcl|NW_015148991.1_prot_XP_015175097.1_7362
Lflavo2a008847P1 lcl|NW_015149018.1_prot_XP_015180794.1_12661
Lflavo2a008848P1 lcl|NW_015148973.1_prot_XP_015189487.1_2311
Lflavo2a008848P2 lcl|NW_015148973.1_prot_XP_015189448.1_2318
Lflavo2a008849P1 lcl|NW_015148973.1_prot_XP_015190350.1_2310
Lflavo2a008850P1 lcl|NW_015149079.1_prot_XP_015186438.1_17710
Lflavo2a008851P1 lcl|NW_015149052.1_prot_XP_015184564.1_15943
Lflavo2a008853P1 lcl|NW_015149015.1_prot_XP_015180193.1_11989
Lflavo2a008855P1 lcl|NW_015148994.1_prot_XP_015175710.1_8058
Lflavo2a008856P1 lcl|NW_015149010.1_prot_XP_015178960.1_10888
Lflavo2a008857P1 lcl|NW_015149028.1_prot_XP_015182108.1_13847
Lflavo2a008858P1 lcl|NW_015148990.1_prot_XP_015174871.1_7270
Lflavo2a008859P1 lcl|NW_015148990.1_prot_XP_015174539.1_7272
Lflavo2a008860P1 lcl|NW_015148991.1_prot_XP_015175105.1_7367
Lflavo2a008861P1 lcl|NW_015149015.1_prot_XP_015179981.1_11993
Lflavo2a008865P1 lcl|NW_015148983.1_prot_XP_015173126.1_5686
Lflavo2a008866P1 lcl|NW_015149067.1_prot_XP_015185677.1_16966
Lflavo2a008867P1 lcl|NW_015148990.1_prot_XP_015174801.1_7274
Lflavo2a008868P18 lcl|NW_015148978.1_prot_XP_015171618.1_4492
Lflavo2a008868P19 lcl|NW_015148978.1_prot_XP_015171619.1_4491
Lflavo2a008868P20 lcl|NW_015148978.1_prot_XP_015171616.1_4493
Lflavo2a008868P4 lcl|NW_015148978.1_prot_XP_015171617.1_4490
Lflavo2a008869P2 lcl|NW_015148971.1_prot_XP_015177890.1_982
Lflavo2a008871P1 lcl|NW_015149034.1_prot_XP_015182609.1_14261
Lflavo2a008872P1 lcl|NW_015148991.1_prot_XP_015175095.1_7361
Lflavo2a008877P1 lcl|NW_015149028.1_prot_XP_015182140.1_13853
Lflavo2a008878P1 lcl|NW_015148990.1_prot_XP_015174786.1_7267
Lflavo2a008880P1 lcl|NW_015148991.1_prot_XP_015175128.1_7360
Lflavo2a008881P1 lcl|NW_015148990.1_prot_XP_015174792.1_7266
Lflavo2a008884P1 lcl|NW_015148973.1_prot_XP_015190326.1_2436
Lflavo2a008886P1 lcl|NW_015149024.1_prot_XP_015181662.1_13420
Lflavo2a008888P1 lcl|NW_015149015.1_prot_XP_015179983.1_11995
Lflavo2a008889P1 lcl|NW_015149018.1_prot_XP_015180802.1_12673
Lflavo2a008893P1 lcl|NW_015149055.1_prot_XP_015184756.1_16185
Lflavo2a008895P1 lcl|NW_015148978.1_prot_XP_015171678.1_4489
Lflavo2a008897P1 lcl|NW_015148973.1_prot_XP_015190022.1_2166
Lflavo2a008898P1 lcl|NW_015148998.1_prot_XP_015176608.1_8726
Lflavo2a008899P1 lcl|NW_015148973.1_prot_XP_015187750.1_2437
Lflavo2a008900P1 lcl|NW_015149052.1_prot_XP_015184574.1_15957
Lflavo2a008901P1 lcl|NW_015148973.1_prot_XP_015190318.1_2435
Lflavo2a008902P1 lcl|NW_015149052.1_prot_XP_015184581.1_15948
Lflavo2a008906P1 lcl|NW_015148970.1_prot_XP_015191278.1_600
Lflavo2a008908P2 lcl|NW_015149041.1_prot_XP_015183436.1_15052
Lflavo2a008910P1 lcl|NW_015149041.1_prot_XP_015183401.1_15078
Lflavo2a008911P1 lcl|NW_015148988.1_prot_XP_015174146.1_6726
Lflavo2a008912P1 lcl|NW_015149041.1_prot_XP_015183420.1_15081
Lflavo2a008914P1 lcl|NW_015149041.1_prot_XP_015183422.1_15065
Lflavo2a008915P1 lcl|NW_015148992.1_prot_XP_015175355.1_7727
Lflavo2a008916P1 lcl|NW_015149041.1_prot_XP_015183393.1_15072
Lflavo2a008918P1 lcl|NW_015148990.1_prot_XP_015174763.1_7171
Lflavo2a008919P2 lcl|NW_015148992.1_prot_XP_015175361.1_7736
Lflavo2a008919P3 lcl|NW_015148992.1_prot_XP_015175356.1_7728
Lflavo2a008919P4 lcl|NW_015148992.1_prot_XP_015175357.1_7734
Lflavo2a008919P7 lcl|NW_015148992.1_prot_XP_015175366.1_7735
Lflavo2a008919P8 lcl|NW_015148992.1_prot_XP_015175359.1_7730
Lflavo2a008919P9 lcl|NW_015148992.1_prot_XP_015175360.1_7733
Lflavo2a008920P1 lcl|NW_015149041.1_prot_XP_015183392.1_15071
Lflavo2a008922P1 lcl|NW_015149041.1_prot_XP_015183400.1_15058
Lflavo2a008923P1 lcl|NW_015149041.1_prot_XP_015183416.1_15089
Lflavo2a008924P1 lcl|NW_015148988.1_prot_XP_015174427.1_6724
Lflavo2a008925P1 lcl|NW_015149041.1_prot_XP_015183411.1_15056
Lflavo2a008926P1 lcl|NW_015149041.1_prot_XP_015183421.1_15069
Lflavo2a008930P1 lcl|NW_015149041.1_prot_XP_015183396.1_15074
Lflavo2a008931P1 lcl|NW_015149015.1_prot_XP_015180180.1_12058
Lflavo2a008933P1 lcl|NW_015149041.1_prot_XP_015183427.1_15059
Lflavo2a008935P1 lcl|NW_015148973.1_prot_XP_015190351.1_2303
Lflavo2a008935P2 lcl|NW_015148973.1_prot_XP_015190352.1_2304
Lflavo2a008936P1 lcl|NW_015149031.1_prot_XP_015182385.1_14125
Lflavo2a008937P2 lcl|NW_015148973.1_prot_XP_015190189.1_2295
Lflavo2a008939P1 lcl|NW_015149031.1_prot_XP_015182389.1_14128
Lflavo2a008940P1 lcl|NW_015149028.1_prot_XP_015182082.1_13859
Lflavo2a008941P1 lcl|NW_015149010.1_prot_XP_015178989.1_11037
Lflavo2a008943P1 lcl|NW_015149044.1_prot_XP_015183793.1_15263
Lflavo2a008944P1 lcl|NW_015148972.1_prot_XP_015186981.1_1338
Lflavo2a008945P1 lcl|NW_015148970.1_prot_XP_015173579.1_621
Lflavo2a008946P3 lcl|NW_015148971.1_prot_XP_015177525.1_854
Lflavo2a008947P1 lcl|NW_015149028.1_prot_XP_015182079.1_13857
Lflavo2a008949P1 lcl|NW_015148970.1_prot_XP_015174602.1_622
Lflavo2a008951P1 lcl|NW_015149015.1_prot_XP_015180110.1_12017
Lflavo2a008952P3 lcl|NW_015149024.1_prot_XP_015181602.1_13308
Lflavo2a008953P1 lcl|NW_015148974.1_prot_XP_015190644.1_2918
Lflavo2a008954P1 lcl|NW_015149001.1_prot_XP_015177155.1_9364
Lflavo2a008955P5 lcl|NW_015148973.1_prot_XP_015190195.1_2300
Lflavo2a008955P6 lcl|NW_015148973.1_prot_XP_015190193.1_2298
Lflavo2a008957P1 lcl|NW_015149015.1_prot_XP_015180112.1_12016
Lflavo2a008958P1 lcl|NW_015149001.1_prot_XP_015177131.1_9386
Lflavo2a008961P1 lcl|NW_015149010.1_prot_XP_015178978.1_11036
Lflavo2a008963P1 lcl|NW_015149010.1_prot_XP_015178977.1_11035
Lflavo2a008964P3 lcl|NW_015149010.1_prot_XP_015178996.1_11020
Lflavo2a008966P1 lcl|NW_015148973.1_prot_XP_015190199.1_2297
Lflavo2a008967P2 lcl|NW_015148977.1_prot_XP_015171242.1_3912
Lflavo2a008970P1 lcl|NW_015148972.1_prot_XP_015182985.1_1346
Lflavo2a008970P3 lcl|NW_015148972.1_prot_XP_015182994.1_1348
Lflavo2a008970P4 lcl|NW_015148972.1_prot_XP_015182976.1_1347
Lflavo2a008970P6 lcl|NW_015148972.1_prot_XP_015183003.1_1350
Lflavo2a008972P1 lcl|NW_015149015.1_prot_XP_015180113.1_12015
Lflavo2a008973P1 lcl|NW_015149031.1_prot_XP_015182387.1_14127
Lflavo2a008974P1 lcl|NW_015148974.1_prot_XP_015190544.1_2913
Lflavo2a008977P1 lcl|NW_015148977.1_prot_XP_015171370.1_3913
Lflavo2a008979P1 lcl|NW_015148973.1_prot_XP_015190192.1_2302
Lflavo2a008980P1 lcl|NW_015149015.1_prot_XP_015180111.1_12018
Lflavo2a008981P2 lcl|NW_015149006.1_prot_XP_015177951.1_10110
Lflavo2a008982P1 lcl|NW_015149158.1_prot_XP_015189133.1_20154
Lflavo2a008999P1 lcl|NW_015149173.1_prot_XP_015189378.1_20349
Lflavo2a009000P1 lcl|NW_015149072.1_prot_XP_015186017.1_17340
Lflavo2a009001P1 lcl|NW_015148987.1_prot_XP_015174037.1_6417
Lflavo2a009005P1 lcl|NW_015149146.1_prot_XP_015188943.1_19959
Lflavo2a009006P1 lcl|NW_015149044.1_prot_XP_015183714.1_15348
Lflavo2a009008P1 lcl|NW_015148973.1_prot_XP_015188906.1_2612
Lflavo2a009009P1 lcl|NW_015149110.1_prot_XP_015187916.1_19073
Lflavo2a009010P1 lcl|NW_015149110.1_prot_XP_015187918.1_19084
Lflavo2a009011P1 lcl|NW_015148973.1_prot_XP_015189270.1_2582
Lflavo2a009012P1 lcl|NW_015149021.1_prot_XP_015181166.1_12941
Lflavo2a009013P1 lcl|NW_015149146.1_prot_XP_015188940.1_19962
Lflavo2a009014P1 lcl|NW_015149021.1_prot_XP_015181107.1_12938
Lflavo2a009015P1 lcl|NW_015149110.1_prot_XP_015187940.1_19072
Lflavo2a009016P1 lcl|NW_015149044.1_prot_XP_015183711.1_15340
Lflavo2a009019P2 lcl|NW_015148987.1_prot_XP_015174077.1_6624
Lflavo2a009020P1 lcl|NW_015149146.1_prot_XP_015188938.1_19958
Lflavo2a009021P1 lcl|NW_015149021.1_prot_XP_015181110.1_12943
Lflavo2a009023P1 lcl|NW_015148973.1_prot_XP_015189022.1_2613
Lflavo2a009024P1 lcl|NW_015148973.1_prot_XP_015189260.1_2583
Lflavo2a009026P1 lcl|NW_015149125.1_prot_XP_015188467.1_19539
Lflavo2a009026P2 lcl|NW_015149125.1_prot_XP_015188469.1_19541
Lflavo2a009027P1 lcl|NW_015148973.1_prot_XP_015188829.1_2615
Lflavo2a009030P1 lcl|NW_015148986.1_prot_XP_015173779.1_6234
Lflavo2a009031P1 lcl|NW_015149055.1_prot_XP_015184821.1_16171
Lflavo2a009032P1 lcl|NW_015149146.1_prot_XP_015188931.1_19952
Lflavo2a009033P1 lcl|NW_015149021.1_prot_XP_015181173.1_12942
Lflavo2a009034P1 lcl|NW_015149110.1_prot_XP_015187941.1_19074
Lflavo2a009035P1 lcl|NW_015148973.1_prot_XP_015188850.1_2611
Lflavo2a009036P1 lcl|NW_015149002.1_prot_XP_015177229.1_9462
Lflavo2a009038P1 lcl|NW_015149002.1_prot_XP_015177218.1_9459
Lflavo2a009039P1 lcl|NW_015149055.1_prot_XP_015184835.1_16164
Lflavo2a009040P1 lcl|NW_015149021.1_prot_XP_015181115.1_12945
Lflavo2a009041P1 lcl|NW_015148973.1_prot_XP_015189034.1_2614
Lflavo2a009041P2 lcl|NW_015149154.1_prot_XP_015189044.1_20054
Lflavo2a009042P2 lcl|NW_015149055.1_prot_XP_015184779.1_16169
Lflavo2a009043P1 lcl|NW_015148973.1_prot_XP_015188895.1_2616
Lflavo2a009044P1 lcl|NW_015148986.1_prot_XP_015173778.1_6233
Lflavo2a009045P1 lcl|NW_015149146.1_prot_XP_015188930.1_19964
Lflavo2a009046P1 lcl|NW_015149165.1_prot_XP_015189287.1_20270
Lflavo2a009047P1 lcl|NW_015149021.1_prot_XP_015181109.1_12940
Lflavo2a009050P1 lcl|NW_015149055.1_prot_XP_015184814.1_16172
Lflavo2a009051P1 lcl|NW_015149055.1_prot_XP_015184780.1_16168
Lflavo2a009053P1 lcl|NW_015148970.1_prot_XP_015190943.1_411
Lflavo2a009054P1 lcl|NW_015149021.1_prot_XP_015181116.1_12947
Lflavo2a009055P1 lcl|NW_015148973.1_prot_XP_015188920.1_2601
Lflavo2a009057P1 lcl|NW_015149044.1_prot_XP_015183707.1_15342
Lflavo2a009058P1 lcl|NW_015149125.1_prot_XP_015188482.1_19535
Lflavo2a009060P1 lcl|NW_015148973.1_prot_XP_015188945.1_2602
Lflavo2a009061P1 lcl|NW_015149021.1_prot_XP_015181104.1_12936
Lflavo2a009062P1 lcl|NW_015149146.1_prot_XP_015188935.1_19955
Lflavo2a009063P2 lcl|NW_015149021.1_prot_XP_015181102.1_12935
Lflavo2a009065P1 lcl|NW_015149011.1_prot_XP_015179089.1_11287
Lflavo2a009066P1 lcl|NW_015149002.1_prot_XP_015177203.1_9455
Lflavo2a009070P1 lcl|NW_015148993.1_prot_XP_015175514.1_7900
Lflavo2a009072P1 lcl|NW_015148979.1_prot_XP_015172026.1_4718
Lflavo2a009073P1 lcl|NW_015148979.1_prot_XP_015172025.1_4717
Lflavo2a009075P1 lcl|NW_015148993.1_prot_XP_015175511.1_7895
Lflavo2a009075P2 lcl|NW_015148993.1_prot_XP_015175513.1_7898
Lflavo2a009076P1 lcl|NW_015149002.1_prot_XP_015177262.1_9453
Lflavo2a009077P1 lcl|NW_015148979.1_prot_XP_015172021.1_4712
Lflavo2a009078P1 lcl|NW_015148979.1_prot_XP_015171773.1_4709
Lflavo2a009079P1 lcl|NW_015149034.1_prot_XP_015182567.1_14331
Lflavo2a009080P1 lcl|NW_015148979.1_prot_XP_015171817.1_4705
Lflavo2a009081P1 lcl|NW_015148979.1_prot_XP_015172072.1_4711
Lflavo2a009082P1 lcl|NW_015149011.1_prot_XP_015179149.1_11135
Lflavo2a009083P1 lcl|NW_015148979.1_prot_XP_015171808.1_4704
Lflavo2a009085P1 lcl|NW_015148972.1_prot_XP_015187381.1_1599
Lflavo2a009086P1 lcl|NW_015148977.1_prot_XP_015171155.1_4085
Lflavo2a009086P2 lcl|NW_015148977.1_prot_XP_015171157.1_4087
Lflavo2a009090P1 lcl|NW_015149011.1_prot_XP_015179086.1_11285
Lflavo2a009092P1 lcl|NW_015148979.1_prot_XP_015172070.1_4710
Lflavo2a009093P1 lcl|NW_015149002.1_prot_XP_015177266.1_9454
Lflavo2a009096P1 lcl|NW_015149002.1_prot_XP_015177265.1_9450
Lflavo2a009100P1 lcl|NW_015149011.1_prot_XP_015179178.1_11187
Lflavo2a009101P1 lcl|NW_015149004.1_prot_XP_015177577.1_9801
Lflavo2a009102P1 lcl|NW_015148979.1_prot_XP_015172002.1_4706
Lflavo2a009105P1 lcl|NW_015148973.1_prot_XP_015189766.1_2580
Lflavo2a009106P1 lcl|NW_015149003.1_prot_XP_015177472.1_9637
Lflavo2a009107P1 lcl|NW_015149093.1_prot_XP_015187306.1_18457
Lflavo2a009108P1 lcl|NW_015149003.1_prot_XP_015177466.1_9635
Lflavo2a009109P1 lcl|NW_015149061.1_prot_XP_015185211.1_16574
Lflavo2a009110P1 lcl|NW_015149081.1_prot_XP_015186604.1_17826
Lflavo2a009111P1 lcl|NW_015149012.1_prot_XP_015179384.1_11343
Lflavo2a009112P1 lcl|NW_015149018.1_prot_XP_015180871.1_12702
Lflavo2a009113P1 lcl|NW_015148973.1_prot_XP_015189773.1_2581
Lflavo2a009114P1 lcl|NW_015149034.1_prot_XP_015182547.1_14338
Lflavo2a009115P2 lcl|NW_015149012.1_prot_XP_015179337.1_11346
Lflavo2a009117P1 lcl|NW_015149010.1_prot_XP_015178744.1_10975
Lflavo2a009119P1 lcl|NW_015148983.1_prot_XP_015173091.1_5674
Lflavo2a009120P1 lcl|NW_015149048.1_prot_XP_015184142.1_15641
Lflavo2a009121P1 lcl|NW_015149061.1_prot_XP_015185208.1_16575
Lflavo2a009122P1 lcl|NW_015149048.1_prot_XP_015184141.1_15640
Lflavo2a009125P1 lcl|NW_015149134.1_prot_XP_015188705.1_19751
Lflavo2a009126P2 lcl|NW_015149061.1_prot_XP_015185206.1_16576
Lflavo2a009128P1 lcl|NW_015148979.1_prot_XP_015171772.1_4677
Lflavo2a009129P1 lcl|NW_015148994.1_prot_XP_015175711.1_8057
Lflavo2a009130P1 lcl|NW_015149048.1_prot_XP_015184122.1_15642
Lflavo2a009131P1 lcl|NW_015148999.1_prot_XP_015176684.1_9191
Lflavo2a009132P1 lcl|NW_015149061.1_prot_XP_015185209.1_16572
Lflavo2a009133P1 lcl|NW_015149061.1_prot_XP_015185253.1_16579
Lflavo2a009134P1 lcl|NW_015148978.1_prot_XP_015171484.1_4394
Lflavo2a009136P1 lcl|NW_015149081.1_prot_XP_015186598.1_17827
Lflavo2a009137P1 lcl|NW_015148978.1_prot_XP_015171467.1_4322
Lflavo2a009140P1 lcl|NW_015149010.1_prot_XP_015178866.1_10977
Lflavo2a009141P1 lcl|NW_015149000.1_prot_XP_015177053.1_9314
Lflavo2a009145P1 lcl|NW_015149003.1_prot_XP_015177463.1_9629
Lflavo2a009147P2 lcl|NW_015149081.1_prot_XP_015186611.1_17829
Lflavo2a009148P3 lcl|NW_015149081.1_prot_XP_015186597.1_17828
Lflavo2a009149P1 lcl|NW_015149099.1_prot_XP_015187592.1_18699
Lflavo2a009150P1 lcl|NW_015149018.1_prot_XP_015180872.1_12703
Lflavo2a009153P1 lcl|NW_015149026.1_prot_XP_015181829.1_13663
Lflavo2a009166P1 lcl|NW_015149026.1_prot_XP_015181814.1_13728
Lflavo2a009167P1 lcl|NW_015148971.1_prot_XP_015175982.1_877
Lflavo2a009175P1 lcl|NW_015149026.1_prot_XP_015181804.1_13724
Lflavo2a009183P1 lcl|NW_015148971.1_prot_XP_015180434.1_880
Lflavo2a009184P1 lcl|NW_015149026.1_prot_XP_015181807.1_13727
Lflavo2a009185P1 lcl|NW_015149026.1_prot_XP_015181820.1_13730
Lflavo2a009190P1 lcl|NW_015149034.1_prot_XP_015182646.1_14275
Lflavo2a009192P1 lcl|NW_015149014.1_prot_XP_015179858.1_11879
Lflavo2a009193P15 lcl|NW_015148975.1_prot_XP_015191209.1_3218
Lflavo2a009193P19 lcl|NW_015148975.1_prot_XP_015191206.1_3216
Lflavo2a009195P1 lcl|NW_015148979.1_prot_XP_015172073.1_4816
Lflavo2a009196P1 lcl|NW_015149070.1_prot_XP_015185966.1_17270
Lflavo2a009197P1 lcl|NW_015148971.1_prot_XP_015174957.1_1093
Lflavo2a009198P1 lcl|NW_015149014.1_prot_XP_015179849.1_11875
Lflavo2a009199P1 lcl|NW_015148975.1_prot_XP_015190995.1_3160
Lflavo2a009200P1 lcl|NW_015148975.1_prot_XP_015191204.1_3209
Lflavo2a009201P1 lcl|NW_015148975.1_prot_XP_015191447.1_3165
Lflavo2a009202P1 lcl|NW_015148971.1_prot_XP_015177701.1_1094
Lflavo2a009203P1 lcl|NW_015148975.1_prot_XP_015191446.1_3164
Lflavo2a009204P1 lcl|NW_015149084.1_prot_XP_015186738.1_18046
Lflavo2a009205P5 lcl|NW_015149013.1_prot_XP_015179543.1_11540
Lflavo2a009206P2 lcl|NW_015149034.1_prot_XP_015182639.1_14270
Lflavo2a009207P1 lcl|NW_015149014.1_prot_XP_015179863.1_11884
Lflavo2a009208P4 lcl|NW_015149041.1_prot_XP_015183495.1_14993
Lflavo2a009210P1 lcl|NW_015149004.1_prot_XP_015177610.1_9761
Lflavo2a009212P1 lcl|NW_015149014.1_prot_XP_015179853.1_11878
Lflavo2a009213P1 lcl|NW_015149034.1_prot_XP_015182542.1_14276
Lflavo2a009214P1 lcl|NW_015148975.1_prot_XP_015191445.1_3163
Lflavo2a009215P1 lcl|NW_015149058.1_prot_XP_015185020.1_16467
Lflavo2a009216P1 lcl|NW_015148971.1_prot_XP_015174946.1_1092
Lflavo2a009217P1 lcl|NW_015149070.1_prot_XP_015185969.1_17271
Lflavo2a009220P1 lcl|NW_015148975.1_prot_XP_015191216.1_3220
Lflavo2a009222P1 lcl|NW_015148975.1_prot_XP_015191344.1_3262
Lflavo2a009224P1 lcl|NW_015148979.1_prot_XP_015172074.1_4815
Lflavo2a009225P1 lcl|NW_015148975.1_prot_XP_015191213.1_3210
Lflavo2a009226P1 lcl|NW_015148971.1_prot_XP_015179263.1_1091
Lflavo2a009227P1 lcl|NW_015148971.1_prot_XP_015179240.1_1089
Lflavo2a009228P1 lcl|NW_015149004.1_prot_XP_015177656.1_9754
Lflavo2a009230P1 lcl|NW_015149034.1_prot_XP_015182657.1_14283
Lflavo2a009231P1 lcl|NW_015149084.1_prot_XP_015186734.1_18041
Lflavo2a009232P1 lcl|NW_015149004.1_prot_XP_015177607.1_9758
Lflavo2a009233P1 lcl|NW_015148975.1_prot_XP_015191202.1_3207
Lflavo2a009234P1 lcl|NW_015149014.1_prot_XP_015179854.1_11880
Lflavo2a009235P1 lcl|NW_015148975.1_prot_XP_015191343.1_3263
Lflavo2a009236P1 lcl|NW_015149013.1_prot_XP_015179535.1_11546
Lflavo2a009237P1 lcl|NW_015149070.1_prot_XP_015185982.1_17269
Lflavo2a009238P1 lcl|NW_015149034.1_prot_XP_015182643.1_14272
Lflavo2a009239P1 lcl|NW_015149014.1_prot_XP_015179860.1_11886
Lflavo2a009240P1 lcl|NW_015149084.1_prot_XP_015186730.1_18054
Lflavo2a009243P1 lcl|NW_015149034.1_prot_XP_015182648.1_14279
Lflavo2a009244P1 lcl|NW_015148975.1_prot_XP_015191218.1_3213
Lflavo2a009245P1 lcl|NW_015149058.1_prot_XP_015185019.1_16466
Lflavo2a009246P1 lcl|NW_015149058.1_prot_XP_015185017.1_16463
Lflavo2a009247P1 lcl|NW_015148975.1_prot_XP_015190976.1_3159
Lflavo2a009249P1 lcl|NW_015149004.1_prot_XP_015177609.1_9759
Lflavo2a009250P1 lcl|NW_015149034.1_prot_XP_015182637.1_14277
Lflavo2a009251P1 lcl|NW_015149004.1_prot_XP_015177517.1_9755
Lflavo2a009252P1 lcl|NW_015148971.1_prot_XP_015177712.1_1095
Lflavo2a009253P1 lcl|NW_015148988.1_prot_XP_015174288.1_6858
Lflavo2a009254P2 lcl|NW_015149070.1_prot_XP_015185968.1_17272
Lflavo2a009255P1 lcl|NW_015149034.1_prot_XP_015182641.1_14269
Lflavo2a009256P1 lcl|NW_015149084.1_prot_XP_015186733.1_18039
Lflavo2a009257P1 lcl|NW_015148975.1_prot_XP_015191533.1_3261
Lflavo2a009259P1 lcl|NW_015149019.1_prot_XP_015180949.1_12751
Lflavo2a009260P1 lcl|NW_015149019.1_prot_XP_015180926.1_12757
Lflavo2a009261P1 lcl|NW_015149019.1_prot_XP_015180937.1_12755
Lflavo2a009262P1 lcl|NW_015149019.1_prot_XP_015180936.1_12754
Lflavo2a009263P1 lcl|NW_015149019.1_prot_XP_015180946.1_12749
Lflavo2a009264P1 lcl|NW_015149019.1_prot_XP_015180923.1_12747
Lflavo2a009299P1 lcl|NW_015148999.1_prot_XP_015176755.1_9140
Lflavo2a009300P1 lcl|NW_015149015.1_prot_XP_015180061.1_11957
Lflavo2a009301P1 lcl|NW_015148999.1_prot_XP_015176840.1_9122
Lflavo2a009304P1 lcl|NW_015148971.1_prot_XP_015179058.1_784
Lflavo2a009305P1 lcl|NW_015148972.1_prot_XP_015187508.1_1758
Lflavo2a009306P2 lcl|NW_015148972.1_prot_XP_015186404.1_1805
Lflavo2a009307P2 lcl|NW_015148971.1_prot_XP_015177313.1_798
Lflavo2a009309P2 lcl|NW_015148978.1_prot_XP_015171743.1_4279
Lflavo2a009310P1 lcl|NW_015148999.1_prot_XP_015176838.1_9120
Lflavo2a009312P1 lcl|NW_015148982.1_prot_XP_015172851.1_5488
