Lflavo2a000001P1 NP_001014747.1
Lflavo2a008842P1 NP_648064.1
Lflavo2a008843P1 NP_648846.2
Lflavo2a008845P1 NP_001259879.1
Lflavo2a008848P2 NP_523985.1
Lflavo2a008849P1 NP_001262301.1
Lflavo2a008850P1 NP_648372.1
Lflavo2a008851P1 NP_001261551.1
Lflavo2a008853P1 NP_001285662.1
Lflavo2a008855P1 NP_001096987.2
Lflavo2a008856P1 NP_001286334.1
Lflavo2a008857P1 NP_511068.2
Lflavo2a008859P1 NP_001284867.1
Lflavo2a008860P1 NP_523419.1
Lflavo2a008865P1 NP_651459.2
Lflavo2a008866P1 NP_650401.1
Lflavo2a008867P1 NP_001162891.1
Lflavo2a008869P2 NP_730051.1
Lflavo2a008871P1 NP_650738.1
Lflavo2a008877P1 NP_648944.1
Lflavo2a008881P1 NP_001259878.1
Lflavo2a008882P1 NP_649883.1
Lflavo2a008884P1 NP_001286506.1
Lflavo2a008886P1 NP_001260689.1
Lflavo2a008891P1 NP_001285915.1
Lflavo2a008893P1 NP_524841.1
Lflavo2a008895P1 NP_001259490.1
Lflavo2a008898P1 NP_609503.2
Lflavo2a008899P1 NP_651537.3
Lflavo2a008901P1 NP_610453.1
Lflavo2a008902P1 NP_536731.1
Lflavo2a008908P2 NP_001097972.3
Lflavo2a008910P1 NP_001033870.1
Lflavo2a008911P1 NP_001014508.1
Lflavo2a008912P1 NP_610842.1
Lflavo2a008914P1 NP_001260905.1
Lflavo2a008915P1 NP_572217.1
Lflavo2a008916P1 NP_001285860.1
Lflavo2a008918P1 NP_001285001.1
Lflavo2a008919P1 NP_001261000.1
Lflavo2a008920P1 NP_001137790.1
Lflavo2a008922P2 NP_609293.2
Lflavo2a008923P1 NP_724613.1
Lflavo2a008924P1 NP_652488.1
Lflavo2a008925P1 NP_609055.2
Lflavo2a008926P1 NP_649926.2
Lflavo2a008929P1 NP_001245843.1
Lflavo2a008931P1 NP_001262202.1
Lflavo2a008933P1 NP_001260487.1
Lflavo2a008935P1 NP_649251.2
Lflavo2a008936P1 NP_610876.1
Lflavo2a008937P2 NP_477451.1
Lflavo2a008939P1 NP_001246837.1
Lflavo2a008940P1 NP_523926.1
Lflavo2a008941P1 NP_477372.1
Lflavo2a008944P1 NP_608361.3
Lflavo2a008945P1 NP_001262882.1
Lflavo2a008946P3 NP_609413.1
Lflavo2a008947P1 NP_996016.2
Lflavo2a008949P1 NP_730506.1
Lflavo2a008951P1 NP_609918.1
Lflavo2a008952P3 NP_648501.1
Lflavo2a008953P1 NP_649934.1
Lflavo2a008954P1 NP_001286868.1
Lflavo2a008955P6 NP_523658.1
Lflavo2a008957P1 NP_648783.4
Lflavo2a008958P1 NP_610937.4
Lflavo2a008964P3 NP_001097439.2
Lflavo2a008967P2 NP_001260903.1
Lflavo2a008969P1 NP_524517.1
Lflavo2a008970P6 NP_001259109.1
Lflavo2a008972P1 NP_524696.2
Lflavo2a008974P1 NP_572502.1
Lflavo2a008975P1 NP_001261289.1
Lflavo2a008979P1 NP_001036422.1
Lflavo2a008980P1 NP_649602.2
Lflavo2a008981P1 NP_572277.2
Lflavo2a008982P1 NP_608447.1
Lflavo2a009001P1 NP_001261017.1
Lflavo2a009005P1 NP_001262333.1
Lflavo2a009008P1 NP_524428.1
Lflavo2a009009P1 NP_608727.1
Lflavo2a009010P1 NP_610547.1
Lflavo2a009011P1 NP_001163644.1
Lflavo2a009012P1 NP_001285414.1
Lflavo2a009013P1 NP_001262332.1
Lflavo2a009014P1 NP_477499.1
Lflavo2a009015P1 NP_001259050.1
Lflavo2a009016P1 NP_608521.1
Lflavo2a009019P2 NP_001285328.1
Lflavo2a009021P1 NP_573026.1
Lflavo2a009023P1 NP_001303452.1
Lflavo2a009024P1 NP_001262034.1
Lflavo2a009026P1 NP_001097798.1
Lflavo2a009027P1 NP_573230.1
Lflavo2a009030P1 NP_648431.3
Lflavo2a009031P1 NP_001262430.1
Lflavo2a009032P1 NP_001097622.2
Lflavo2a009033P1 NP_523403.2
Lflavo2a009035P1 NP_001163564.1
Lflavo2a009036P1 NP_001303425.1
Lflavo2a009037P1 NP_650137.3
Lflavo2a009038P1 NP_001286037.1
Lflavo2a009039P1 NP_610910.1
Lflavo2a009040P1 NP_001285269.1
Lflavo2a009041P1 NP_001036466.2
Lflavo2a009043P1 NP_001097923.1
Lflavo2a009044P1 NP_001162713.1
Lflavo2a009045P1 NP_996177.1
Lflavo2a009046P1 NP_524017.1
Lflavo2a009047P1 NP_573318.1
Lflavo2a009053P1 NP_723937.3
Lflavo2a009055P1 NP_573314.1
Lflavo2a009057P1 NP_609830.2
Lflavo2a009058P1 NP_730171.1
Lflavo2a009060P2 NP_573315.1
Lflavo2a009061P1 NP_001259502.1
Lflavo2a009063P2 NP_725412.2
Lflavo2a009065P1 NP_001245469.1
Lflavo2a009066P1 NP_651286.3
Lflavo2a009068P1 NP_727519.1
Lflavo2a009070P1 NP_572382.1
Lflavo2a009072P1 NP_001285891.1
Lflavo2a009075P1 NP_001261566.1
Lflavo2a009076P1 NP_732023.2
Lflavo2a009077P1 NP_609992.1
Lflavo2a009078P1 NP_001096864.1
Lflavo2a009079P3 NP_001287255.1
Lflavo2a009080P1 NP_727023.1
Lflavo2a009081P1 NP_001246776.1
Lflavo2a009082P1 NP_001263072.1
Lflavo2a009083P1 NP_001188573.1
Lflavo2a009086P1 NP_001260023.1
Lflavo2a009090P1 NP_001246323.1
Lflavo2a009092P1 NP_524321.1
Lflavo2a009093P1 NP_001262929.1
Lflavo2a009096P1 NP_651596.1
Lflavo2a009099P1 NP_477203.1
Lflavo2a009100P1 NP_001287513.1
Lflavo2a009101P1 NP_996406.1
Lflavo2a009102P1 NP_788858.1
Lflavo2a009105P1 NP_572241.2
Lflavo2a009106P1 NP_611113.1
Lflavo2a009108P1 NP_001246089.1
Lflavo2a009109P1 NP_001285259.1
Lflavo2a009110P1 NP_609172.1
Lflavo2a009111P1 NP_001286785.1
Lflavo2a009113P1 NP_524834.2
Lflavo2a009114P1 NP_476705.1
Lflavo2a009115P2 NP_610429.2
Lflavo2a009117P1 NP_001284962.1
Lflavo2a009119P1 NP_573066.1
Lflavo2a009122P1 NP_524584.2
Lflavo2a009126P2 NP_651063.1
Lflavo2a009128P1 NP_524100.1
Lflavo2a009130P1 NP_651770.1
Lflavo2a009132P1 NP_610315.1
Lflavo2a009133P1 NP_001286587.1
Lflavo2a009134P1 NP_001027161.1
Lflavo2a009136P1 NP_573147.2
Lflavo2a009137P1 NP_001188928.1
Lflavo2a009140P1 NP_001259078.1
Lflavo2a009141P1 NP_476966.1
Lflavo2a009145P1 NP_726032.4
Lflavo2a009147P2 NP_649579.2
Lflavo2a009150P1 NP_610605.1
Lflavo2a009166P1 NP_001262039.1
Lflavo2a009167P1 NP_726893.2
Lflavo2a009175P1 NP_001138037.1
Lflavo2a009183P1 NP_524032.2
Lflavo2a009184P1 NP_001262976.1
Lflavo2a009185P1 NP_725301.1
Lflavo2a009188P1 NP_001303564.1
Lflavo2a009190P1 NP_001286464.1
Lflavo2a009193P3 NP_648601.1
Lflavo2a009194P1 NP_001137972.1
Lflavo2a009195P1 NP_610087.2
Lflavo2a009196P1 NP_650123.1
Lflavo2a009197P2 NP_995777.1
Lflavo2a009198P1 NP_001246361.1
Lflavo2a009199P1 NP_477294.2
Lflavo2a009200P1 NP_611095.1
Lflavo2a009201P1 NP_001137973.1
Lflavo2a009202P1 NP_647623.1
Lflavo2a009203P1 NP_649099.1
Lflavo2a009204P1 NP_724007.1
Lflavo2a009205P5 NP_609899.1
Lflavo2a009206P2 NP_995788.1
Lflavo2a009207P1 NP_609092.1
Lflavo2a009208P2 NP_523562.2
Lflavo2a009210P1 NP_572562.1
Lflavo2a009212P1 NP_477218.1
Lflavo2a009214P1 NP_524879.2
Lflavo2a009215P1 NP_001284996.1
Lflavo2a009216P1 NP_648455.2
Lflavo2a009217P1 NP_651726.1
Lflavo2a009219P1 NP_001260514.1
Lflavo2a009220P1 NP_608531.1
Lflavo2a009222P1 NP_611708.2
Lflavo2a009225P1 NP_001259630.1
Lflavo2a009226P1 NP_001260131.1
Lflavo2a009227P1 NP_608982.2
Lflavo2a009228P1 NP_001286537.1
Lflavo2a009230P1 NP_511064.2
Lflavo2a009231P1 NP_001097221.1
Lflavo2a009232P1 NP_727252.1
Lflavo2a009233P1 NP_001163156.1
Lflavo2a009234P3 NP_001285698.1
Lflavo2a009235P1 NP_611856.1
Lflavo2a009236P1 NP_610220.1
Lflavo2a009237P1 NP_001245509.1
Lflavo2a009238P1 NP_001014535.1
Lflavo2a009239P1 NP_611375.2
Lflavo2a009240P1 NP_001285987.1
Lflavo2a009243P1 NP_001284912.1
Lflavo2a009244P1 NP_573175.2
Lflavo2a009245P1 NP_001261440.1
Lflavo2a009249P1 NP_001285012.1
Lflavo2a009250P1 NP_610400.1
Lflavo2a009252P1 NP_001262586.1
Lflavo2a009253P1 NP_610090.1
Lflavo2a009254P2 NP_001096855.1
Lflavo2a009255P1 NP_001286691.1
Lflavo2a009256P1 NP_725830.1
Lflavo2a009259P1 NP_001247017.1
Lflavo2a009260P1 NP_651778.1
Lflavo2a009263P1 NP_001036773.1
Lflavo2a009264P1 NP_572747.1
Lflavo2a009299P1 NP_611476.3
Lflavo2a009300P1 NP_001138136.1
Lflavo2a009304P1 NP_609217.1
Lflavo2a009306P2 NP_001188972.1
Lflavo2a009307P2 NP_650894.1
Lflavo2a009309P2 NP_001259780.1
Lflavo2a009310P1 NP_727144.1
Lflavo2a009312P1 NP_608619.1
Lflavo2a009314P1 NP_524819.1
Lflavo2a009317P1 NP_523700.2
Lflavo2a009318P2 NP_001284764.1
Lflavo2a009319P1 NP_001245625.1
Lflavo2a009320P1 NP_610538.1
Lflavo2a009322P1 NP_728821.2
Lflavo2a009323P1 NP_001260465.1
Lflavo2a009325P1 NP_001027236.1
Lflavo2a009326P1 NP_001284973.1
Lflavo2a009327P1 NP_001259892.1
Lflavo2a009328P1 NP_001246799.1
Lflavo2a009331P1 NP_001014753.1
Lflavo2a009334P2 NP_001246471.1
Lflavo2a009335P1 NP_608989.1
Lflavo2a009336P1 NP_569973.1
Lflavo2a009339P1 NP_651555.1
Lflavo2a009340P1 NP_001189037.1
Lflavo2a009340P3 NP_001189038.1
Lflavo2a009343P1 NP_001285140.1
Lflavo2a009344P1 NP_524411.1
Lflavo2a009347P1 NP_001285058.1
Lflavo2a009350P1 NP_647901.1
Lflavo2a009354P1 NP_001286976.1
Lflavo2a009356P1 NP_001286673.1
Lflavo2a009358P1 NP_648880.1
Lflavo2a009359P1 NP_726727.1
Lflavo2a009360P1 NP_524406.1
Lflavo2a009362P2 NP_001189310.1
Lflavo2a009366P2 NP_609582.3
Lflavo2a009367P1 NP_001260519.1
Lflavo2a009370P1 NP_723089.1
Lflavo2a009372P1 NP_732005.2
Lflavo2a009374P1 NP_001259718.1
Lflavo2a009375P1 NP_001246695.1
Lflavo2a009376P1 NP_001033959.1
Lflavo2a009377P1 NP_569906.1
Lflavo2a009379P1 NP_001245612.1
Lflavo2a009382P1 NP_611241.2
Lflavo2a009383P1 NP_001287510.1
Lflavo2a009384P1 NP_001247158.1
Lflavo2a009386P1 NP_647860.1
Lflavo2a009391P1 NP_610849.1
Lflavo2a009392P1 NP_523366.2
Lflavo2a009395P1 NP_648325.2
Lflavo2a009397P1 NP_611032.2
Lflavo2a009398P1 NP_651435.1
Lflavo2a009400P1 NP_649676.1
Lflavo2a009401P1 NP_731751.1
Lflavo2a009402P1 NP_611838.1
Lflavo2a009403P1 NP_001096948.2
Lflavo2a009407P1 NP_001246623.1
Lflavo2a009408P2 NP_001036686.3
Lflavo2a009409P1 NP_001097853.1
Lflavo2a009410P1 NP_001188781.1
Lflavo2a009411P4 NP_001097785.1
Lflavo2a009412P2 NP_001287643.1
Lflavo2a009413P1 NP_612003.1
Lflavo2a009417P1 NP_477171.1
Lflavo2a009418P1 NP_650378.1
Lflavo2a009419P1 NP_001287100.1
Lflavo2a009421P1 NP_728660.2
Lflavo2a009422P1 NP_650824.1
Lflavo2a009424P1 NP_651281.1
Lflavo2a009425P1 NP_609848.1
Lflavo2a009426P1 NP_001163784.1
Lflavo2a009444P1 NP_648110.2
Lflavo2a009447P1 NP_001259086.1
Lflavo2a009452P1 NP_001260878.1
Lflavo2a009456P1 NP_001014484.2
Lflavo2a009457P1 NP_001163196.1
Lflavo2a009458P1 NP_650189.1
Lflavo2a009459P1 NP_001259439.1
Lflavo2a009460P1 NP_610798.1
Lflavo2a009461P1 NP_476726.2
Lflavo2a009462P1 NP_001285688.1
Lflavo2a009463P1 NP_001246834.1
Lflavo2a009464P1 NP_001286475.1
Lflavo2a009465P1 NP_001097600.1
Lflavo2a009467P1 NP_001014536.1
Lflavo2a009469P1 NP_476858.1
Lflavo2a009470P1 NP_609530.1
Lflavo2a009472P1 NP_609535.1
Lflavo2a009473P2 NP_001286603.1
Lflavo2a009474P1 NP_649546.1
Lflavo2a009476P1 NP_572341.1
Lflavo2a009477P1 NP_476749.1
Lflavo2a009478P1 NP_001284785.1
Lflavo2a009479P2 NP_001285298.1
Lflavo2a009480P1 NP_650940.2
Lflavo2a009481P1 NP_524873.1
Lflavo2a009482P1 NP_001163551.1
Lflavo2a009484P3 NP_648102.2
Lflavo2a009485P1 NP_001188579.1
Lflavo2a009486P1 NP_524379.2
Lflavo2a009487P1 NP_001261513.1
Lflavo2a009489P1 NP_001263106.1
Lflavo2a009496P1 NP_609890.2
Lflavo2a009501P1 NP_001015096.2
Lflavo2a009503P1 NP_001285145.1
Lflavo2a009506P1 NP_001246409.1
Lflavo2a009512P1 NP_001262829.1
Lflavo2a009516P1 NP_524485.1
Lflavo2a009519P1 NP_609973.1
Lflavo2a009522P1 NP_648647.1
Lflavo2a009523P1 NP_610435.4
Lflavo2a009525P3 NP_523707.1
Lflavo2a009531P1 NP_609037.1
Lflavo2a009532P4 NP_477186.1
Lflavo2a009533P1 NP_001261673.1
Lflavo2a009536P1 NP_995671.2
Lflavo2a009540P1 NP_650552.3
Lflavo2a009541P1 NP_610434.1
Lflavo2a009542P3 NP_001285146.1
Lflavo2a009543P1 NP_651941.2
Lflavo2a009546P1 NP_001260900.1
Lflavo2a009548P2 NP_001014758.2
Lflavo2a009554P1 NP_609946.1
Lflavo2a009555P1 NP_001259089.1
Lflavo2a009557P1 NP_001097360.1
Lflavo2a009561P1 NP_001287474.1
Lflavo2a009562P1 NP_001246213.1
Lflavo2a009564P1 NP_612000.3
Lflavo2a009568P1 NP_611342.1
Lflavo2a009573P1 NP_001036303.2
Lflavo2a009574P1 NP_610886.2
Lflavo2a009576P1 NP_649156.1
Lflavo2a009577P1 NP_001285491.1
Lflavo2a009580P2 NP_001014522.2
Lflavo2a009581P1 NP_788768.1
Lflavo2a009582P1 NP_001188568.1
Lflavo2a009583P1 NP_001286414.1
Lflavo2a009584P1 NP_572281.1
Lflavo2a009586P1 NP_001163755.2
Lflavo2a009588P1 NP_651923.2
Lflavo2a009590P1 NP_001014579.1
Lflavo2a009592P1 NP_001262660.1
Lflavo2a009593P1 NP_477089.3
Lflavo2a009594P1 NP_650924.3
Lflavo2a009595P1 NP_611205.1
Lflavo2a009596P1 NP_649965.2
Lflavo2a009597P1 NP_572175.3
Lflavo2a009598P1 NP_001033904.1
Lflavo2a009600P1 NP_001163186.1
Lflavo2a009601P1 NP_001163560.1
Lflavo2a009606P1 NP_726406.1
Lflavo2a009609P1 NP_001261799.1
Lflavo2a009613P1 NP_569921.1
Lflavo2a009615P2 NP_001247267.1
Lflavo2a009615P3 NP_477144.1
Lflavo2a009617P2 NP_001036256.2
Lflavo2a009619P1 NP_001356984.1
Lflavo2a009621P1 NP_651854.2
Lflavo2a009622P1 NP_524063.1
Lflavo2a009623P1 NP_730672.1
Lflavo2a009625P1 NP_572391.1
Lflavo2a009626P1 NP_609202.1
Lflavo2a009627P1 NP_652014.1
Lflavo2a009629P1 NP_611675.2
Lflavo2a009636P1 NP_650716.2
Lflavo2a009637P1 NP_001260766.1
Lflavo2a009638P2 NP_477022.1
Lflavo2a009640P1 NP_610676.2
Lflavo2a009647P1 NP_001262253.1
Lflavo2a009651P2 NP_001287355.1
Lflavo2a009654P1 NP_001188578.1
Lflavo2a009655P1 NP_609522.1
Lflavo2a009658P2 NP_724594.1
Lflavo2a009661P4 NP_610575.1
Lflavo2a009670P1 NP_648176.1
Lflavo2a009671P1 NP_001246480.1
Lflavo2a009674P1 NP_651533.3
Lflavo2a009675P1 NP_001286836.1
Lflavo2a009677P1 NP_651245.1
Lflavo2a009678P1 NP_001287244.1
Lflavo2a009679P1 NP_573061.2
Lflavo2a009680P1 NP_649981.1
Lflavo2a009681P2 NP_001285493.1
Lflavo2a009682P1 NP_726437.2
Lflavo2a009683P1 NP_001285726.1
Lflavo2a009684P1 NP_724223.4
Lflavo2a009687P1 NP_001261817.1
Lflavo2a009691P1 NP_001162645.1
Lflavo2a009693P1 NP_524190.2
Lflavo2a009694P1 NP_573075.1
Lflavo2a009695P1 NP_524756.2
Lflavo2a009699P1 NP_608748.1
Lflavo2a009700P1 NP_001138012.1
Lflavo2a009702P1 NP_001262191.1
Lflavo2a009703P1 NP_650373.1
Lflavo2a009708P2 NP_001033845.1
Lflavo2a009711P1 NP_001286474.1
Lflavo2a009712P1 NP_001163347.1
Lflavo2a009715P8 NP_001246570.1
Lflavo2a009717P1 NP_611079.2
Lflavo2a009719P1 NP_647811.2
Lflavo2a009722P1 NP_610573.1
Lflavo2a009723P1 NP_001261409.1
Lflavo2a009724P1 NP_001262423.1
Lflavo2a009729P1 NP_733011.2
Lflavo2a009730P2 NP_001188729.1
Lflavo2a009731P2 NP_001262884.1
Lflavo2a009735P1 NP_647805.1
Lflavo2a009736P1 NP_648786.1
Lflavo2a009737P1 NP_001261949.1
Lflavo2a009737P3 NP_648893.1
Lflavo2a009740P1 NP_647727.2
Lflavo2a009743P1 NP_001137877.1
Lflavo2a009744P1 NP_610610.1
Lflavo2a009745P1 NP_001259561.1
Lflavo2a009746P1 NP_001036316.1
Lflavo2a009747P1 NP_001259194.1
Lflavo2a009748P1 NP_476573.1
Lflavo2a009751P1 NP_001104426.1
Lflavo2a009752P1 NP_001096891.1
Lflavo2a009753P1 NP_572319.2
Lflavo2a009756P1 NP_608583.5
Lflavo2a009761P1 NP_524382.1
Lflavo2a009762P1 NP_001246825.1
Lflavo2a009764P1 NP_001036318.2
Lflavo2a009765P1 NP_732982.1
Lflavo2a009766P4 NP_477030.1
Lflavo2a009767P1 NP_727465.1
Lflavo2a009768P1 NP_524744.2
Lflavo2a009772P1 NP_001285679.1
Lflavo2a009774P1 NP_611046.2
Lflavo2a009775P1 NP_788360.2
Lflavo2a009776P1 NP_001285677.1
Lflavo2a009777P1 NP_001033835.2
Lflavo2a009778P2 NP_001285432.1
Lflavo2a009779P1 NP_001286846.1
Lflavo2a009782P1 NP_001259316.1
Lflavo2a009783P1 NP_001259175.1
Lflavo2a009784P1 NP_649560.1
Lflavo2a009785P1 NP_001247070.1
Lflavo2a009787P2 NP_525119.1
Lflavo2a009788P1 NP_651657.1
Lflavo2a009789P1 NP_001284983.1
Lflavo2a009791P1 NP_652031.2
Lflavo2a009792P1 NP_648201.1
Lflavo2a009793P1 NP_001287401.1
Lflavo2a009795P1 NP_477481.1
Lflavo2a009796P1 NP_477281.1
Lflavo2a009797P1 NP_650431.1
Lflavo2a009798P1 NP_001247269.1
Lflavo2a009799P1 NP_001263118.1
Lflavo2a009800P1 NP_001245647.1
Lflavo2a009801P1 NP_650794.1
Lflavo2a009802P1 NP_001286391.1
Lflavo2a009804P1 NP_647887.1
Lflavo2a009805P3 NP_001261867.1
Lflavo2a009806P1 NP_609446.1
Lflavo2a009808P1 NP_651458.1
Lflavo2a009809P1 NP_001285655.1
Lflavo2a009810P1 NP_611885.3
Lflavo2a009811P1 NP_001260732.1
Lflavo2a009815P2 NP_001260538.1
Lflavo2a009824P1 NP_001246496.1
Lflavo2a009830P2 NP_001137759.1
Lflavo2a009841P1 NP_524699.1
Lflavo2a009850P1 NP_001285280.1
Lflavo2a009852P1 NP_001369011.1
Lflavo2a009853P1 NP_001162897.1
Lflavo2a009855P3 NP_001096851.2
Lflavo2a009856P1 NP_001285893.1
Lflavo2a009858P1 NP_001097432.1
Lflavo2a009861P1 NP_476764.1
Lflavo2a009862P1 NP_611750.1
Lflavo2a009863P1 NP_001284859.1
Lflavo2a009864P1 NP_650070.1
Lflavo2a009867P1 NP_611505.1
Lflavo2a009872P1 NP_001259876.1
Lflavo2a009873P1 NP_609277.1
Lflavo2a009875P1 NP_001188680.1
Lflavo2a009880P1 NP_729654.1
Lflavo2a009881P1 NP_001286383.1
Lflavo2a009884P1 NP_001033906.1
Lflavo2a009888P1 NP_524311.1
Lflavo2a009892P1 NP_651892.1
Lflavo2a009893P1 NP_001259572.1
Lflavo2a009898P1 NP_651370.2
Lflavo2a009903P1 NP_523478.1
Lflavo2a009921P1 NP_001137879.3
Lflavo2a009923P1 NP_650805.1
Lflavo2a009924P1 NP_001285826.1
Lflavo2a009925P1 NP_001261183.1
Lflavo2a009929P1 NP_649891.1
Lflavo2a009931P1 NP_788752.2
Lflavo2a009932P1 NP_524826.1
Lflavo2a009934P1 NP_651669.1
Lflavo2a009935P1 NP_651658.1
Lflavo2a009937P1 NP_610283.1
Lflavo2a009939P1 NP_651701.1
Lflavo2a009941P1 NP_572616.1
Lflavo2a009943P1 NP_648508.1
Lflavo2a009945P1 NP_525055.1
Lflavo2a009946P1 NP_650203.3
Lflavo2a009947P1 NP_001262908.1
Lflavo2a009949P1 NP_001033948.1
Lflavo2a009949P3 NP_001137667.1
Lflavo2a009951P1 NP_650956.1
Lflavo2a009952P1 NP_001163325.1
Lflavo2a009953P1 NP_001027085.1
Lflavo2a009956P23 NP_995894.2
Lflavo2a009957P1 NP_001287417.1
Lflavo2a009958P1 NP_611009.1
Lflavo2a009964P1 NP_001189302.1
Lflavo2a009965P1 NP_001246948.2
Lflavo2a009970P1 NP_728237.1
Lflavo2a009971P1 NP_647937.2
Lflavo2a009972P1 NP_477369.1
Lflavo2a009976P1 NP_611056.2
Lflavo2a009977P1 NP_726490.3
Lflavo2a009978P1 NP_650520.1
Lflavo2a009980P1 NP_609378.1
Lflavo2a009981P1 NP_001287200.1
Lflavo2a009982P1 NP_651664.2
Lflavo2a009984P2 NP_001260355.1
Lflavo2a009985P1 NP_477473.1
Lflavo2a009986P1 NP_524810.2
Lflavo2a009989P1 NP_610678.1
Lflavo2a009990P1 NP_001286931.1
Lflavo2a009993P1 NP_001246263.1
Lflavo2a009996P1 NP_001334733.1
Lflavo2a010002P13 NP_001369018.1
Lflavo2a010002P9 NP_788683.1
Lflavo2a010003P1 NP_001097658.1
Lflavo2a010008P1 NP_001245723.1
Lflavo2a010010P1 NP_727545.1
Lflavo2a010015P1 NP_001162771.1
Lflavo2a010021P1 NP_648990.1
Lflavo2a010022P5 NP_001163090.1
Lflavo2a010026P1 NP_609080.1
Lflavo2a010027P1 NP_001286703.1
Lflavo2a010029P1 NP_001259530.1
Lflavo2a010031P1 NP_001097947.2
Lflavo2a010033P1 NP_650530.2
Lflavo2a010035P1 NP_001246877.1
Lflavo2a010036P1 NP_524672.1
Lflavo2a010039P1 NP_524199.1
Lflavo2a010048P1 NP_651391.1
Lflavo2a010050P1 NP_001027248.1
Lflavo2a010053P1 NP_647896.1
Lflavo2a010059P1 NP_476923.1
Lflavo2a010061P2 NP_001137842.2
Lflavo2a010063P1 NP_001014577.1
Lflavo2a010074P1 NP_001162661.1
Lflavo2a010075P1 NP_001285134.1
Lflavo2a010076P1 NP_001246812.1
Lflavo2a010079P1 NP_648429.2
Lflavo2a010080P1 NP_001259554.1
Lflavo2a010081P1 NP_001285254.1
Lflavo2a010083P1 NP_001285794.1
Lflavo2a010085P1 NP_650316.1
Lflavo2a010087P1 NP_001162651.1
Lflavo2a010088P1 NP_611686.2
Lflavo2a010090P2 NP_523760.1
Lflavo2a010092P1 NP_001285249.1
Lflavo2a010097P1 NP_572987.1
Lflavo2a010098P1 NP_001262553.1
Lflavo2a010099P1 NP_732076.1
Lflavo2a010101P1 NP_001189088.1
Lflavo2a010102P1 NP_649789.1
Lflavo2a010103P1 NP_001014719.2
Lflavo2a010104P2 NP_648056.1
Lflavo2a010105P1 NP_001261410.1
Lflavo2a010111P2 NP_649689.1
Lflavo2a010116P1 NP_788729.1
Lflavo2a010118P1 NP_001262699.1
Lflavo2a010120P1 NP_650317.3
Lflavo2a010121P1 NP_001285251.1
Lflavo2a010122P1 NP_001259837.1
Lflavo2a010124P1 NP_647814.1
Lflavo2a010125P1 NP_649796.1
Lflavo2a010126P1 NP_996041.1
Lflavo2a010128P1 NP_001163140.1
Lflavo2a010130P1 NP_573032.1
Lflavo2a010131P1 NP_572981.1
Lflavo2a010132P1 NP_651398.1
Lflavo2a010135P1 NP_001259979.1
Lflavo2a010137P1 NP_511143.2
Lflavo2a010140P1 NP_001286891.1
Lflavo2a010143P1 NP_724665.1
Lflavo2a010144P1 NP_611177.1
Lflavo2a010146P1 NP_648426.1
Lflavo2a010148P1 NP_611340.1
Lflavo2a010150P1 NP_725497.1
Lflavo2a010153P1 NP_650405.2
Lflavo2a010155P1 NP_001137693.2
Lflavo2a010158P1 NP_001261016.1
Lflavo2a010159P1 NP_651192.1
Lflavo2a010160P1 NP_651340.1
Lflavo2a010162P1 NP_001368946.1
Lflavo2a010164P1 NP_001189075.1
Lflavo2a010172P1 NP_001036570.1
Lflavo2a010173P1 NP_611053.1
Lflavo2a010174P1 NP_647711.1
Lflavo2a010176P1 NP_001262910.1
Lflavo2a010178P2 NP_001287381.1
Lflavo2a010179P1 NP_608868.1
Lflavo2a010180P1 NP_001260362.1
Lflavo2a010183P1 NP_001286999.1
Lflavo2a010184P1 NP_001287493.1
Lflavo2a010185P1 NP_569873.1
Lflavo2a010186P1 NP_001097946.1
Lflavo2a010188P1 NP_610279.3
Lflavo2a010190P1 NP_001036695.1
Lflavo2a010191P1 NP_001260978.1
Lflavo2a010191P2 NP_001260979.1
Lflavo2a010192P1 NP_001260652.1
Lflavo2a010193P1 NP_001097742.1
Lflavo2a010194P1 NP_001261922.1
Lflavo2a010196P1 NP_523893.1
Lflavo2a010198P1 NP_647943.2
Lflavo2a010200P1 NP_651895.2
Lflavo2a010201P1 NP_542943.2
Lflavo2a010204P1 NP_001287520.1
Lflavo2a010205P1 NP_001246996.2
Lflavo2a010206P1 NP_001137613.1
Lflavo2a010209P1 NP_649732.1
Lflavo2a010210P1 NP_651838.1
Lflavo2a010211P1 NP_647674.1
Lflavo2a010212P1 NP_001285404.1
Lflavo2a010214P1 NP_611370.2
Lflavo2a010215P1 NP_610549.1
Lflavo2a010216P1 NP_608924.1
Lflavo2a010218P1 NP_730950.2
Lflavo2a010219P1 NP_524423.2
Lflavo2a010220P1 NP_001189269.1
Lflavo2a010222P1 NP_001286251.1
Lflavo2a010227P1 NP_001262354.2
Lflavo2a010228P1 NP_731358.1
Lflavo2a010229P3 NP_001285741.1
Lflavo2a010231P1 NP_651396.1
Lflavo2a010232P1 NP_001137809.1
Lflavo2a010238P1 NP_649971.1
Lflavo2a010240P1 NP_476848.1
Lflavo2a010241P1 NP_001247360.1
Lflavo2a010242P1 NP_610463.2
Lflavo2a010243P1 NP_001259814.1
Lflavo2a010250P1 NP_001162915.1
Lflavo2a010251P2 NP_648780.1
Lflavo2a010252P1 NP_477202.2
Lflavo2a010253P1 NP_649890.1
Lflavo2a010255P1 NP_001284779.1
Lflavo2a010256P2 NP_001285455.1
Lflavo2a010257P1 NP_732900.1
Lflavo2a010260P1 NP_524103.2
Lflavo2a010264P1 NP_001245503.1
