Geneid	gene_name	SRR1519115_1Aligned.sortedByCoord.out.bam	SRR1519109_1Aligned.sortedByCoord.out.bam	SRR1519111_1Aligned.sortedByCoord.out.bam	SRR1519117_1Aligned.sortedByCoord.out.bam	SRR1519113_1Aligned.sortedByCoord.out.bam	SRR1519110_1Aligned.sortedByCoord.out.bam	SRR1519116_1Aligned.sortedByCoord.out.bam	SRR1519108_1Aligned.sortedByCoord.out.bam	SRR1519112_1Aligned.sortedByCoord.out.bam	SRR1519114_1Aligned.sortedByCoord.out.bam
gene-LOC106787290	LOC106787290	865	1364	1919	1906	849	1663	1778	899	1485	944
gene-LOC106787297	LOC106787297	509	579	539	395	647	501	455	620	639	600
gene-LOC106787287	LOC106787287	66	79	84	66	79	85	54	38	52	69
gene-LOC106787288	LOC106787288	2529	4058	4437	3041	2416	3849	3556	1597	3094	2198
gene-LOC106787299	LOC106787299	173	172	206	190	157	212	200	154	209	158
gene-LOC106787278	LOC106787278	111	14	38	32	101	17	7	109	34	147
gene-LOC106787300	LOC106787300	215	35	34	91	182	3	3	204	60	185
gene-LOC106787302	LOC106787302	4	3	3	4	2	4	6	1	3	10
gene-LOC106787330	LOC106787330	503	576	523	600	448	363	384	583	572	574
gene-LOC106787331	LOC106787331	130	220	228	206	145	192	191	174	179	166
gene-LOC106787332	LOC106787332	77	281	324	339	76	262	276	105	240	108
gene-LOC106787342	LOC106787342	66	299	287	453	100	269	417	111	237	112
gene-LOC106787318	LOC106787318	532	729	804	807	487	789	726	610	646	606
gene-LOC106787321	LOC106787321	629	3522	3416	3292	888	3807	3922	1338	3013	1061
gene-LOC106787320	LOC106787320	288	656	637	645	386	618	666	376	640	428
gene-LOC106787319	LOC106787319	510	1009	959	851	523	967	1186	449	762	604
gene-LOC106787334	LOC106787334	1004	1031	1116	741	716	909	1130	556	708	673
gene-LOC106787336	LOC106787336	93	166	208	184	101	168	134	124	161	141
gene-LOC106787337	LOC106787337	103	177	179	202	103	214	191	146	179	159
gene-LOC106787338	LOC106787338	146	144	199	76	123	127	161	97	109	124
gene-LOC106787339	LOC106787339	309	1497	496	160	229	987	1000	294	124	248
gene-LOC106787340	LOC106787340	222	494	589	439	325	609	573	265	427	296
gene-LOC106787329	LOC106787329	807	1467	1740	1476	745	1603	1254	858	1359	911
gene-LOC106787304	LOC106787304	353	347	489	241	310	298	293	220	303	214
gene-LOC106787305	LOC106787305	1299	2379	2701	1663	994	2696	1472	957	1893	1148
gene-LOC106787303	LOC106787303	466	1276	1212	1267	448	1248	1424	482	1040	667
gene-LOC106787307	LOC106787307	6210	14259	16554	21232	5686	16393	16539	6119	12975	6957
gene-LOC106787308	LOC106787308	62	204	183	171	127	344	151	198	65	92
gene-LOC106787341	LOC106787341	84	233	243	276	116	251	207	116	219	130
gene-LOC106787316	LOC106787316	231	633	757	676	240	710	666	274	525	302
gene-LOC106787312	LOC106787312	685	1227	1459	1471	497	936	1404	732	1535	727
gene-LOC106787311	LOC106787311	59	83	153	55	116	50	96	35	64	40
gene-LOC106787315	LOC106787315	196	279	255	321	173	194	212	198	261	232
gene-LOC106787314	LOC106787314	425	514	691	667	342	462	569	464	602	430
gene-LOC106787310	LOC106787310	537	579	665	616	458	467	439	499	501	536
gene-LOC106787313	LOC106787313	60	172	194	293	63	139	218	98	159	86
gene-LOC106787333	LOC106787333	1042	3749	3605	3149	1165	3956	4433	1140	2744	1744
gene-LOC106787301	LOC106787301	3195	11220	10382	5119	5303	12453	10634	4383	5696	5065
gene-LOC106787343	LOC106787343	21	290	194	148	53	357	261	89	25	40
gene-LOC106787322	LOC106787322	657	1608	2365	2841	533	2273	1948	722	1735	653
gene-LOC106787327	LOC106787327	0	0	2	1	2	0	2	0	0	0
gene-LOC106787325	LOC106787325	122	45	27	95	148	1	1	116	89	167
gene-LOC106787326	LOC106787326	368	624	735	838	316	760	746	411	645	525
gene-LOC106787328	LOC106787328	573	1433	1648	1334	549	2106	1991	750	1064	671
gene-LOC106787396	LOC106787396	16	13	9	25	12	6	3	29	8	15
gene-LOC106787394	LOC106787394	577	1091	1330	948	637	1218	1170	639	1008	701
gene-LOC106787387	LOC106787387	2699	5351	6750	7249	2207	5253	5114	1718	11204	3201
gene-LOC106787386	LOC106787386	311	308	314	301	307	284	238	367	310	457
gene-LOC106787421	LOC106787421	16	36	47	54	23	47	41	34	53	22
gene-LOC106787349	LOC106787349	46	103	116	81	61	73	84	72	91	53
gene-LOC106787406	LOC106787406	460	1197	1426	1890	531	1200	1448	677	1096	575
gene-LOC106787376	LOC106787376	480	855	1037	1044	432	930	809	421	794	494
gene-LOC106787378	LOC106787378	45	82	44	80	65	37	74	56	53	57
gene-LOC106787407	LOC106787407	99	111	184	252	74	141	108	99	172	92
gene-LOC106787408	LOC106787408	187	135	117	206	200	17	18	268	158	316
gene-LOC106787404	LOC106787404	809	2542	2606	2449	1011	2703	2302	992	2204	1230
gene-LOC106787411	LOC106787411	2	13	8	8	3	4	8	3	4	6
gene-LOC106787409	LOC106787409	286	639	716	878	199	698	671	267	419	288
gene-LOC106787420	LOC106787420	6	21	33	35	16	13	7	14	14	11
gene-LOC106787385	LOC106787385	233	252	248	265	283	232	251	221	238	272
gene-LOC106787382	LOC106787382	151	200	167	217	147	159	174	125	200	162
gene-LOC106787383	LOC106787383	78	179	207	212	78	172	245	93	159	114
gene-LOC106787381	LOC106787381	121	166	222	224	113	177	227	161	156	144
gene-LOC106787388	LOC106787388	241	474	473	422	234	416	398	237	313	306
gene-LOC106787389	LOC106787389	102	137	178	200	96	132	124	109	199	157
gene-LOC106787390	LOC106787390	3	4	7	2	2	9	1	12	2	5
gene-LOC106787368	LOC106787368	9	58	22	18	23	57	25	52	12	38
gene-LOC106787372	LOC106787372	55	112	103	194	52	91	142	39	95	75
gene-LOC106787369	LOC106787369	147	216	246	185	157	177	134	153	202	142
gene-LOC106787374	LOC106787374	48	57	67	37	44	37	36	49	46	51
gene-LOC106787371	LOC106787371	640	1644	1778	1698	616	1764	1962	768	1486	773
gene-LOC106787373	LOC106787373	37	50	92	99	31	77	47	59	59	22
gene-LOC106787354	LOC106787354	1	7	4	5	9	6	7	2	7	7
gene-LOC106787416	LOC106787416	93	62	51	62	83	20	22	104	51	132
gene-LOC106787364	LOC106787364	1278	3521	4177	4026	1214	3921	4012	1469	3371	1440
gene-LOC106787365	LOC106787365	558	868	961	1058	500	782	754	479	840	521
gene-LOC106787402	LOC106787402	651	1340	1469	1295	576	1422	1426	595	1005	673
gene-LOC106787405	LOC106787405	879	1946	2284	1979	908	2168	2248	967	1720	923
gene-LOC106787418	LOC106787418	124	222	356	345	177	249	206	130	275	156
gene-LOC106787413	LOC106787413	245	506	558	552	242	590	560	289	402	333
gene-LOC106787345	LOC106787345	79	10	5	34	66	0	0	92	18	114
gene-LOC106787363	LOC106787363	5635	11395	10894	11457	5187	11136	11368	4832	8726	5800
gene-LOC106787350	LOC106787350	645	3267	3126	3217	870	3260	3791	1158	2776	1151
gene-LOC106787348	LOC106787348	94	238	268	273	160	266	256	84	263	173
gene-LOC106787415	LOC106787415	51	348	317	403	67	329	360	82	233	84
gene-LOC106787361	LOC106787361	1710	4281	5543	3845	1491	5699	4440	1956	3476	1931
gene-LOC106787362	LOC106787362	8	30	45	39	15	90	40	12	37	19
gene-LOC106787367	LOC106787367	73	132	176	132	75	202	201	68	102	136
gene-LOC106787366	LOC106787366	1	1	1	2	0	2	1	3	1	1
gene-LOC106787346	LOC106787346	271	503	591	532	268	738	659	282	448	353
gene-LOC106787351	LOC106787351	25	181	35	0	22	145	49	45	5	21
gene-LOC106787400	LOC106787400	144	268	281	409	125	234	239	138	278	197
gene-LOC106787401	LOC106787401	325	235	219	205	292	152	80	362	226	342
gene-LOC106787414	LOC106787414	591	1211	1102	1217	552	1091	1348	571	934	751
gene-LOC106787397	LOC106787397	511	1038	1290	1362	422	1337	1022	513	1087	570
gene-LOC106787375	LOC106787375	293	368	365	450	293	358	387	308	423	318
gene-LOC106787419	LOC106787419	137	131	162	137	100	117	109	120	124	125
gene-LOC106787353	LOC106787353	0	1	7	1	1	2	0	0	5	0
gene-LOC106787352	LOC106787352	0	1	0	0	0	0	0	0	0	0
gene-LOC106787379	LOC106787379	344	605	907	672	363	807	690	403	620	493
gene-LOC106787380	LOC106787380	223	863	941	900	314	1021	963	350	759	431
gene-LOC106787412	LOC106787412	468	926	1021	1018	496	858	883	347	711	544
gene-LOC106787392	LOC106787392	178	406	453	590	223	393	389	208	377	233
gene-LOC106787393	LOC106787393	165	553	234	126	450	1306	194	1293	114	670
gene-LOC106787399	LOC106787399	64	100	87	65	77	91	77	92	84	68
gene-LOC106787398	LOC106787398	80	54	151	23	88	252	263	17	25	121
gene-LOC106787356	LOC106787356	452	800	1022	312	323	1186	593	396	438	449
gene-LOC106787359	LOC106787359	1196	991	1022	1065	992	743	765	667	755	853
gene-LOC106787360	LOC106787360	272	225	219	180	205	201	186	159	181	213
gene-LOC106787357	LOC106787357	89	239	259	318	122	203	239	143	240	170
gene-LOC106787358	LOC106787358	785	1157	1212	1035	830	1129	1087	729	1006	925
gene-LOC106787347	LOC106787347	628	1696	1898	1653	560	1674	1640	702	1439	698
gene-LOC106787355	LOC106787355	732	748	888	1131	557	625	705	854	971	879
gene-LOC106787422	LOC106787422	0	0	0	0	0	0	0	0	0	0
gene-LOC106787423	LOC106787423	258	271	324	252	94	234	258	111	213	114
gene-LOC106787424	LOC106787424	2	6	16	42	1	15	19	2	14	10
gene-LOC106787457	LOC106787457	3675	5382	4794	2948	3323	5475	4904	3414	3708	4735
gene-LOC106787458	LOC106787458	1483	3049	3385	2900	1489	3232	3585	1366	2546	1886
gene-LOC106787434	LOC106787434	1331	2523	3145	2192	1708	2910	2744	1631	2476	1994
gene-LOC106787425	LOC106787425	269	543	425	321	185	450	473	175	273	182
gene-LOC106787435	LOC106787435	404	870	910	516	354	803	826	331	498	320
gene-LOC106787431	LOC106787431	0	45	4	0	0	6	14	8	0	3
gene-LOC106787437	LOC106787437	0	0	0	0	0	0	0	0	0	0
gene-LOC106787433	LOC106787433	0	0	0	0	0	0	0	0	0	0
gene-LOC106787466	LOC106787466	165	322	368	356	143	294	341	190	294	186
gene-LOC106787467	LOC106787467	4	5	2	6	8	10	8	16	7	2
gene-LOC106787432	LOC106787432	0	0	0	0	0	0	1	6	2	0
gene-LOC106787444	LOC106787444	351	730	781	749	332	798	907	403	572	428
gene-LOC106787427	LOC106787427	3	1	1	2	0	4	2	0	0	0
gene-LOC106787445	LOC106787445	2438	6552	6631	2184	2947	5398	4960	2309	3845	3812
gene-LOC106787438	LOC106787438	74	77	61	78	55	26	28	89	70	102
gene-LOC106787441	LOC106787441	279	307	387	527	269	294	242	323	396	271
gene-LOC106787440	LOC106787440	164	131	201	196	136	167	137	169	172	128
gene-LOC106787439	LOC106787439	101	351	397	567	115	372	420	139	323	185
gene-LOC106787442	LOC106787442	95	55	61	95	95	53	18	131	60	120
gene-LOC106787443	LOC106787443	555	1173	1237	1144	609	1295	1493	671	1043	705
gene-LOC106787469	LOC106787469	176	327	336	479	225	223	234	313	309	283
gene-LOC106787465	LOC106787465	616	1258	1607	1313	537	1431	1368	626	1246	778
gene-LOC106787468	LOC106787468	332	406	479	447	245	329	430	180	372	221
gene-LOC106787470	LOC106787470	122	295	342	385	197	339	430	209	292	206
gene-LOC106787446	LOC106787446	664	36224	3342	102	2679	126140	331	143037	302	3453
gene-LOC106787455	LOC106787455	910	2510	2630	1211	1107	3323	2322	1183	1224	1440
gene-Trnas-aga-4	Trnas-aga	0	0	0	1	0	0	0	0	0	0
gene-LOC106787453	LOC106787453	144	376	467	175	126	440	361	301	275	229
gene-LOC106787456	LOC106787456	18	23	23	23	23	45	45	10	18	19
gene-LOC106787448	LOC106787448	56	118	135	168	51	131	135	124	123	84
gene-LOC106787449	LOC106787449	128	225	234	261	144	248	217	166	235	175
gene-LOC106787447	LOC106787447	2480	4530	5488	4608	2464	4862	4773	2029	4231	2559
gene-LOC106787450	LOC106787450	565	2038	2026	2375	680	2381	2540	786	1662	841
gene-LOC106787463	LOC106787463	474	1028	1319	1023	520	1346	1049	493	818	568
gene-LOC106787451	LOC106787451	1153	3763	6006	4611	1358	4654	3544	1408	3587	1544
gene-LOC106787452	LOC106787452	0	0	1	0	4	2	0	0	1	0
gene-LOC106787428	LOC106787428	0	0	0	0	0	0	0	0	0	0
gene-LOC106787459	LOC106787459	685	1101	1123	583	724	1094	1023	413	795	503
gene-LOC106787430	LOC106787430	113	199	229	181	104	241	191	115	142	155
gene-LOC106787429	LOC106787429	0	0	1	0	0	0	0	0	0	0
gene-LOC106787460	LOC106787460	645	3737	3325	262	884	6879	2757	1607	924	1591
gene-LOC106787461	LOC106787461	255	596	699	939	214	678	567	186	503	221
gene-LOC106787471	LOC106787471	0	0	0	0	0	0	0	0	0	0
gene-LOC106787473	LOC106787473	0	0	0	0	0	0	0	0	0	0
gene-LOC106787474	LOC106787474	0	3	1	1	0	2	0	0	0	0
gene-LOC106787493	LOC106787493	1707	1050	782	1313	845	404	1049	232	389	439
gene-LOC106787475	LOC106787475	44	21	18	41	17	11	10	11	13	11
gene-LOC106787476	LOC106787476	0	2	4	0	0	0	0	0	0	0
gene-LOC106787481	LOC106787481	0	2	0	0	1	19	0	34	0	5
gene-LOC106787495	LOC106787495	7	298	16	0	40	1042	26	697	0	150
gene-LOC106787489	LOC106787489	474	1132	1266	1343	445	1344	1301	503	865	554
gene-LOC106787482	LOC106787482	0	0	0	0	0	0	0	0	0	0
gene-LOC106787477	LOC106787477	0	0	0	0	0	0	0	0	0	0
gene-LOC106787478	LOC106787478	0	0	0	0	0	2	0	0	0	0
gene-LOC106787479	LOC106787479	0	0	0	0	0	0	0	0	0	1
gene-LOC106787494	LOC106787494	149	382	493	445	121	399	322	142	340	161
gene-LOC106787484	LOC106787484	70	118	103	148	64	102	122	59	82	92
gene-LOC106787483	LOC106787483	68	23	37	39	78	23	23	118	21	135
gene-LOC106787485	LOC106787485	12322	26337	25308	16592	14522	21988	20603	13381	19894	17731
gene-LOC106787486	LOC106787486	97	230	238	206	120	214	203	149	192	167
gene-LOC106787491	LOC106787491	57	151	184	92	55	188	120	122	128	132
gene-LOC106787492	LOC106787492	140	435	490	478	120	479	480	252	361	213
gene-LOC106787490	LOC106787490	77	167	206	241	90	166	181	138	188	144
gene-LOC106787488	LOC106787488	3551	6031	7269	4370	2719	5112	4798	2545	5036	2944
gene-LOC106787487	LOC106787487	112	66	79	49	51	32	37	20	29	26
gene-LOC106787536	LOC106787536	151	3	1	3	125	0	0	227	3	225
gene-LOC106787531	LOC106787531	1267	3060	3469	2999	1138	3487	3390	1504	2547	1678
gene-LOC106787519	LOC106787519	113	289	367	425	132	277	291	163	333	188
gene-LOC106787518	LOC106787518	818	658	754	643	663	757	548	516	827	705
gene-LOC106787517	LOC106787517	404	705	897	686	366	831	832	427	575	495
gene-LOC106787498	LOC106787498	61	77	75	64	102	51	22	95	69	137
gene-LOC106787515	LOC106787515	341	866	944	988	378	898	814	566	688	589
gene-LOC106787529	LOC106787529	217	279	576	296	271	487	298	302	339	379
gene-LOC106787520	LOC106787520	164	389	694	432	154	534	407	298	484	215
gene-LOC106787523	LOC106787523	207	513	462	544	247	369	403	340	496	364
gene-LOC106787522	LOC106787522	714	1381	1833	2370	698	1455	1630	625	1533	732
gene-LOC106787524	LOC106787524	7	10	4	6	13	10	9	9	3	9
gene-LOC106787535	LOC106787535	1103	2916	3266	3562	1210	2837	3356	1166	2551	1475
gene-LOC106787526	LOC106787526	229	158	144	319	206	121	76	308	188	228
gene-LOC106787527	LOC106787527	4025	7573	8003	7102	3940	8382	8660	3926	6732	4668
gene-LOC106787528	LOC106787528	570	1601	1461	635	512	1910	1270	551	641	751
gene-LOC106787514	LOC106787514	225	492	611	504	221	605	488	251	445	256
gene-LOC106787513	LOC106787513	160	587	821	1029	219	829	594	284	494	440
gene-LOC106787509	LOC106787509	2487	3826	4882	4557	1588	4650	3787	1652	4195	1994
gene-LOC106787532	LOC106787532	93	143	184	172	66	153	133	136	114	141
gene-LOC106787533	LOC106787533	569	1611	1181	669	772	1593	1488	792	722	1135
gene-LOC106787525	LOC106787525	979	2063	2776	1793	926	2795	2213	1027	1636	1116
gene-LOC106787534	LOC106787534	170	412	567	351	248	533	450	232	389	293
gene-LOC106787510	LOC106787510	1628	2689	3404	3557	1398	3064	2748	1046	2360	1259
gene-LOC106787512	LOC106787512	1560	2521	2948	2306	1674	2638	2734	1451	2254	1764
gene-LOC106787511	LOC106787511	589	835	1078	737	521	923	851	491	791	589
gene-LOC106787499	LOC106787499	3842	7452	9326	7167	3313	9987	7305	3749	6819	4070
gene-LOC106787501	LOC106787501	9327	30978	29476	14455	12023	27437	15842	11683	22736	14815
gene-LOC106787500	LOC106787500	790	8217	6662	3534	1776	7329	3668	2803	7913	2646
gene-LOC106787502	LOC106787502	121	202	267	227	73	251	225	75	187	100
gene-LOC106787505	LOC106787505	12	23	40	22	13	36	28	16	27	14
gene-LOC106787504	LOC106787504	89	79	129	147	66	81	76	90	93	87
gene-LOC106787503	LOC106787503	378	676	782	615	249	673	615	352	546	436
gene-LOC106787506	LOC106787506	531	1177	1232	1107	499	1277	1432	635	943	747
gene-LOC106787508	LOC106787508	693	976	1619	1012	633	1206	928	600	910	613
gene-LOC106787507	LOC106787507	81	155	236	26	169	447	513	23	16	137
gene-LOC106787553	LOC106787553	28	58	89	82	25	97	103	26	73	31
gene-LOC106787545	LOC106787545	623	977	1041	1002	488	1294	981	516	843	529
gene-LOC106787546	LOC106787546	1334	8470	5268	3240	2283	12965	11164	2799	2573	2846
gene-LOC106787547	LOC106787547	282	409	542	276	197	545	194	314	278	214
gene-LOC106787550	LOC106787550	2	4	8	7	0	9	6	0	4	0
gene-LOC106787549	LOC106787549	143	338	438	347	131	432	437	149	330	174
gene-LOC106787537	LOC106787537	3	2	4	2	3	4	0	1	1	1
gene-LOC106787538	LOC106787538	0	0	0	0	0	0	0	0	0	0
gene-LOC106787551	LOC106787551	190	408	400	421	215	247	223	252	300	282
gene-LOC106787552	LOC106787552	270	571	671	686	263	538	588	260	599	332
gene-LOC106787543	LOC106787543	204	171	196	259	145	191	192	232	212	201
gene-LOC106787544	LOC106787544	103	135	120	102	140	100	113	123	118	170
gene-LOC106787542	LOC106787542	3142	4524	6321	8062	2050	5274	4297	2222	4633	2335
gene-LOC106787540	LOC106787540	1	2	1	0	1	1	1	3	2	0
gene-LOC106787541	LOC106787541	1380	3145	4572	4261	1116	4144	3715	1339	3227	1291
gene-LOC106787560	LOC106787560	201	643	890	943	164	1037	526	231	428	299
gene-LOC106787562	LOC106787562	234	381	591	440	233	505	493	229	410	296
gene-LOC106787561	LOC106787561	266	831	837	1104	309	756	914	395	674	353
gene-LOC106787563	LOC106787563	0	1	2	4	0	2	1	0	1	0
gene-LOC106787555	LOC106787555	1	4	11	6	3	2	3	0	3	1
gene-LOC106787557	LOC106787557	884	1378	1931	2337	825	1482	1646	777	1624	794
gene-LOC106787558	LOC106787558	633	1428	1895	1012	826	2002	1772	652	1104	864
gene-LOC106787564	LOC106787564	9	5	18	2	4	24	12	15	8	4
gene-LOC106787565	LOC106787565	3	26	70	15	9	55	24	11	33	11
gene-LOC106787554	LOC106787554	95	62	81	84	140	59	26	107	67	178
gene-LOC106787566	LOC106787566	212	457	501	169	196	778	453	276	153	271
gene-LOC106787556	LOC106787556	998	2101	2718	3169	872	2276	2297	934	2601	891
gene-LOC106787579	LOC106787579	1229	3302	3159	1882	2007	2934	3188	1555	2004	2791
gene-LOC106787578	LOC106787578	121	167	283	274	160	262	209	164	194	201
gene-LOC106787575	LOC106787575	59	68	40	5	64	154	53	262	18	99
gene-LOC106787577	LOC106787577	875	997	1130	583	1281	1513	706	1894	722	1110
gene-LOC106787576	LOC106787576	212	333	315	387	218	231	216	176	279	248
gene-LOC106787580	LOC106787580	13	62	31	88	39	23	52	23	45	35
gene-LOC106787567	LOC106787567	2	13	18	35	5	22	20	6	15	12
gene-LOC106787574	LOC106787574	580	1266	1938	1840	669	2064	1793	601	1250	650
gene-LOC106787573	LOC106787573	37	101	189	178	71	164	151	43	123	56
gene-LOC106787568	LOC106787568	2752	3169	4452	4837	2107	2918	3764	2117	3714	2415
gene-LOC106787570	LOC106787570	205	901	870	572	268	1083	914	533	599	399
gene-LOC106787569	LOC106787569	3503	8338	7585	10169	3111	9088	9477	2653	6372	2834
gene-LOC106787572	LOC106787572	9	30	46	48	20	37	36	30	33	21
gene-LOC106787571	LOC106787571	1138	2074	2047	1564	1029	2001	1990	1070	1727	1353
gene-LOC106787585	LOC106787585	240	387	381	256	157	351	337	181	279	187
gene-LOC106787614	LOC106787614	168	61	72	55	174	15	7	146	53	131
gene-LOC106787584	LOC106787584	143	309	406	399	188	390	366	242	320	233
gene-LOC106787610	LOC106787610	637	1235	1455	1119	681	1466	1200	631	1167	893
gene-LOC106787595	LOC106787595	37	36	25	55	34	23	42	38	33	76
gene-LOC106787597	LOC106787597	79	161	145	133	122	142	88	148	150	171
gene-LOC106787593	LOC106787593	838	1119	1660	1222	737	1601	1198	950	967	970
gene-LOC106787596	LOC106787596	188	440	375	499	187	488	283	182	292	254
gene-Trnat-agu-3	Trnat-agu	0	0	0	0	0	0	0	0	0	0
gene-Trnac-gca-4	Trnac-gca	0	0	0	0	0	0	0	0	0	0
gene-LOC106787609	LOC106787609	287	438	457	433	187	428	480	206	333	275
gene-LOC106787586	LOC106787586	46	529	341	28	52	19	609	21	3	167
gene-LOC106787608	LOC106787608	113	92	202	219	53	175	143	97	142	136
gene-LOC106787603	LOC106787603	2	1	7	3	2	7	0	4	2	13
gene-LOC106787602	LOC106787602	244	349	428	284	313	412	424	163	299	200
gene-LOC106787604	LOC106787604	99	69	100	119	95	105	154	67	81	38
gene-LOC106787605	LOC106787605	1	6	19	4	11	3	7	1	1	6
gene-LOC106787606	LOC106787606	5	2	3	8	8	35	30	0	0	6
gene-LOC106787612	LOC106787612	20	59	114	10	60	121	158	16	7	48
gene-LOC106787581	LOC106787581	6	9	29	2	11	28	34	6	1	6
gene-LOC106787613	LOC106787613	90	154	189	224	68	176	205	78	153	90
gene-LOC106787601	LOC106787601	201	612	670	708	313	699	826	363	601	373
gene-LOC106787600	LOC106787600	227	302	307	279	296	310	300	251	292	306
gene-LOC106787583	LOC106787583	970	2059	2518	892	1013	3888	3577	1596	1391	1457
gene-LOC106787598	LOC106787598	224	372	559	208	277	401	268	330	352	312
gene-LOC106787607	LOC106787607	5479	36580	29170	4452	12642	42707	14124	16223	5826	17040
gene-LOC106787588	LOC106787588	1942	4989	7507	6796	2072	6898	4873	2586	4029	1881
gene-LOC106787615	LOC106787615	5	14	28	7	17	25	21	7	10	4
gene-LOC106787587	LOC106787587	0	3	15	2	7	6	5	1	2	2
gene-LOC106787591	LOC106787591	302	836	877	879	379	898	1048	350	700	425
gene-LOC106787590	LOC106787590	921	1014	1731	1758	709	1140	1070	657	1488	715
gene-LOC106787592	LOC106787592	3	5	2	5	0	2	4	0	2	1
gene-LOC106787620	LOC106787620	0	1	5	7	0	6	1	0	2	6
gene-LOC106787643	LOC106787643	32	94	70	91	36	164	113	30	43	36
gene-LOC106787638	LOC106787638	10	0	0	0	1	2	4	0	0	1
gene-LOC106787636	LOC106787636	137	290	367	208	130	322	309	131	205	183
gene-LOC106787639	LOC106787639	385	965	1014	1280	507	796	766	452	917	563
gene-LOC106787623	LOC106787623	2516	5723	6978	8178	2211	6988	5912	2629	5331	2653
gene-LOC106787625	LOC106787625	0	1	0	8	0	2	5	0	3	1
gene-LOC106787632	LOC106787632	139	483	542	495	146	523	586	188	388	261
gene-LOC106787631	LOC106787631	79	62	105	161	62	72	61	90	83	107
gene-LOC106787630	LOC106787630	38	40	87	77	40	59	826	42	73	32
gene-LOC106787616	LOC106787616	54	8	24	25	34	17	24	47	21	61
gene-LOC106787633	LOC106787633	308	304	242	161	439	495	417	119	153	847
gene-LOC106787628	LOC106787628	7323	13828	13979	16528	7236	12578	12808	6101	11066	6929
gene-LOC106787635	LOC106787635	1047	2032	2405	2006	891	2528	1685	979	1736	1037
gene-LOC106787644	LOC106787644	11	13	13	21	14	5	14	13	27	14
gene-LOC106787621	LOC106787621	1994	2060	2895	3194	1317	2207	2367	1453	2548	1719
gene-LOC106787622	LOC106787622	464	660	902	1091	643	853	653	380	1732	546
gene-LOC106787642	LOC106787642	8	21	39	12	22	28	19	18	17	8
gene-LOC106787641	LOC106787641	5	54	49	9	1	8	159	6	3	28
gene-LOC106787618	LOC106787618	0	0	0	0	0	0	0	0	0	0
gene-LOC106787627	LOC106787627	5	37	42	14	5	32	23	21	17	15
gene-LOC106787626	LOC106787626	468	724	941	205	558	595	700	339	472	518
gene-LOC106787640	LOC106787640	13	14	26	27	18	25	23	11	23	15
