"Liostenogaster_flavolineata","Polistes_dominula"
"Lflavo2a008536","gene3475"
"Lflavo2a008538","gene4405"
"Lflavo2a008539","gene3529"
"Lflavo2a008540","gene4406"
"Lflavo2a008542","gene8725"
"Lflavo2a008545","gene8538"
"Lflavo2a008546","gene8723"
"Lflavo2a008547","gene3585"
"Lflavo2a008548","gene9821"
"Lflavo2a008549","gene11198"
"Lflavo2a008551","gene10853"
"Lflavo2a008552","gene9035"
"Lflavo2a008553","gene1440"
"Lflavo2a008554","gene8265"
"Lflavo2a008555","gene8724"
"Lflavo2a008556","gene3936"
"Lflavo2a008557","gene5330"
"Lflavo2a008558","gene1639"
"Lflavo2a008560","gene8434"
"Lflavo2a008561","gene1437"
"Lflavo2a008562","gene4214"
"Lflavo2a008566","gene4218"
"Lflavo2a008567","gene10851"
"Lflavo2a008568","gene4216"
"Lflavo2a008571","gene4287"
"Lflavo2a008572","gene7988"
"Lflavo2a008574","gene759"
"Lflavo2a008575","gene243"
"Lflavo2a008576","gene1439"
"Lflavo2a008577","gene3047"
"Lflavo2a008578","gene8428"
"Lflavo2a008579","gene7992"
"Lflavo2a008580","gene3044"
"Lflavo2a008581","gene3041"
"Lflavo2a008582","gene1641"
"Lflavo2a008584","gene9673"
"Lflavo2a008585","gene1445"
"Lflavo2a008587","gene7989"
"Lflavo2a008588","gene4404"
"Lflavo2a008589","gene9819"
"Lflavo2a008590","gene1442"
"Lflavo2a008592","gene1434"
"Lflavo2a008593","gene8719"
"Lflavo2a008594","gene1432"
"Lflavo2a008595","gene3470"
"Lflavo2a008596","gene8957"
"Lflavo2a008600","gene4627"
"Lflavo2a008602","gene8726"
"Lflavo2a008604","gene7986"
"Lflavo2a008606","gene8435"
"Lflavo2a008607","gene8293"
"Lflavo2a008608","gene10303"
"Lflavo2a008609","gene8717"
"Lflavo2a008610","gene3046"
"Lflavo2a008612","gene3469"
"Lflavo2a008613","gene9671"
"Lflavo2a008614","gene9672"
"Lflavo2a008615","gene4567"
"Lflavo2a008616","gene4215"
"Lflavo2a008618","gene3038"
"Lflavo2a008621","gene9036"
"Lflavo2a008622","gene9977"
"Lflavo2a008623","gene9820"
"Lflavo2a008626","gene3045"
"Lflavo2a008629","gene4219"
"Lflavo2a008630","gene1640"
"Lflavo2a008631","gene8536"
"Lflavo2a008633","gene8718"
"Lflavo2a008634","gene11134"
"Lflavo2a008636","gene4403"
"Lflavo2a008637","gene9978"
"Lflavo2a008638","gene8295"
"Lflavo2a008640","gene4213"
"Lflavo2a008643","gene9670"
"Lflavo2a008644","gene1435"
"Lflavo2a008646","gene2795"
"Lflavo2a008649","gene3474"
"Lflavo2a008651","gene7991"
"Lflavo2a008652","gene9816"
"Lflavo2a008653","gene8263"
"Lflavo2a008654","gene8956"
"Lflavo2a008655","gene8433"
"Lflavo2a008656","gene8262"
"Lflavo2a008657","gene4217"
"Lflavo2a008658","gene4566"
"Lflavo2a008659","gene1638"
"Lflavo2a008660","gene5331"
"Lflavo2a008661","gene10850"
"Lflavo2a008662","gene7985"
"Lflavo2a008663","gene3042"
"Lflavo2a008666","gene3048"
"Lflavo2a008668","gene10700"
"Lflavo2a008669","gene5329"
"Lflavo2a008672","gene7987"
"Lflavo2a008674","gene886"
"Lflavo2a008677","gene4106"
"Lflavo2a008679","gene8020"
"Lflavo2a008680","gene880"
"Lflavo2a008681","gene882"
"Lflavo2a008682","gene885"
"Lflavo2a008683","gene8019"
"Lflavo2a008684","gene883"
"Lflavo2a008685","gene3620"
"Lflavo2a008686","gene431"
"Lflavo2a008687","gene4108"
"Lflavo2a008688","gene432"
"Lflavo2a008690","gene3621"
"Lflavo2a008693","gene1539"
"Lflavo2a008694","gene10443"
"Lflavo2a008695","gene9473"
"Lflavo2a008696","gene8268"
"Lflavo2a008698","gene1542"
"Lflavo2a008699","gene9474"
"Lflavo2a008700","gene4487"
"Lflavo2a008703","gene4488"
"Lflavo2a008709","gene8158"
"Lflavo2a008710","gene1042"
"Lflavo2a008713","gene8159"
"Lflavo2a008714","gene8161"
"Lflavo2a008715","gene8168"
"Lflavo2a008716","gene4882"
"Lflavo2a008717","gene8165"
"Lflavo2a008718","gene8167"
"Lflavo2a008719","gene8163"
"Lflavo2a008720","gene1830"
"Lflavo2a008721","gene8987"
"Lflavo2a008723","gene1040"
"Lflavo2a008724","gene8164"
"Lflavo2a008725","gene1039"
"Lflavo2a008727","gene8162"
"Lflavo2a008728","gene10483"
"Lflavo2a008729","gene2334"
"Lflavo2a008730","gene10484"
"Lflavo2a008732","gene6683"
"Lflavo2a008733","gene6966"
"Lflavo2a008734","gene10486"
"Lflavo2a008735","gene4613"
"Lflavo2a008736","gene10404"
"Lflavo2a008737","gene6964"
"Lflavo2a008739","gene7325"
"Lflavo2a008740","gene7323"
"Lflavo2a008741","gene526"
"Lflavo2a008742","gene7805"
"Lflavo2a008743","gene6199"
"Lflavo2a008744","gene7324"
"Lflavo2a008745","gene10485"
"Lflavo2a008746","gene10403"
"Lflavo2a008748","gene3588"
"Lflavo2a008749","gene7810"
"Lflavo2a008750","gene1992"
"Lflavo2a008751","gene7812"
"Lflavo2a008752","gene6416"
"Lflavo2a008753","gene6414"
"Lflavo2a008755","gene3590"
"Lflavo2a008757","gene7811"
"Lflavo2a008759","gene7814"
"Lflavo2a008760","gene3292"
"Lflavo2a008761","gene2162"
"Lflavo2a008764","gene3587"
"Lflavo2a008765","gene7813"
"Lflavo2a008767","gene1991"
"Lflavo2a008770","gene6417"
"Lflavo2a008771","gene4380"
"Lflavo2a008772","gene7815"
"Lflavo2a008773","gene4381"
"Lflavo2a008774","gene3591"
"Lflavo2a008775","gene1993"
"Lflavo2a008785","gene3069"
"Lflavo2a008788","gene2802"
"Lflavo2a008789","gene2805"
"Lflavo2a008790","gene2808"
"Lflavo2a008791","gene2807"
"Lflavo2a008792","gene2804"
"Lflavo2a008794","gene3214"
"Lflavo2a008798","gene5610"
"Lflavo2a008799","gene6544"
"Lflavo2a008801","gene3215"
"Lflavo2a008803","gene7175"
"Lflavo2a008804","gene7435"
"Lflavo2a008808","gene1148"
"Lflavo2a008809","gene10425"
"Lflavo2a008811","gene6241"
"Lflavo2a008812","gene7771"
"Lflavo2a008814","gene3697"
"Lflavo2a008815","gene9374"
"Lflavo2a008816","gene7437"
"Lflavo2a008816","gene9389"
"Lflavo2a008817","gene8502"
"Lflavo2a008819","gene5752"
"Lflavo2a008821","gene10426"
"Lflavo2a008822","gene3015"
"Lflavo2a008823","gene7340"
"Lflavo2a008825","gene1143"
"Lflavo2a008827","gene1975"
"Lflavo2a008828","gene6814"
"Lflavo2a008829","gene7341"
"Lflavo2a008830","gene7174"
"Lflavo2a008831","gene5611"
"Lflavo2a008832","gene5751"
"Lflavo2a008836","gene1974"
"Lflavo2a008837","gene6445"
"Lflavo2a008838","gene7436"
"Lflavo2a008841","gene6240"
"Lflavo2a008842","gene1145"
"Lflavo2a008843","gene3696"
"Lflavo2a008847","gene6543"
"Lflavo2a008848","gene1147"
"Lflavo2a008849","gene1146"
"Lflavo2a008850","gene9373"
"Lflavo2a008851","gene8352"
"Lflavo2a008853","gene6239"
"Lflavo2a008855","gene4077"
"Lflavo2a008856","gene5609"
"Lflavo2a008857","gene7171"
"Lflavo2a008858","gene3648"
"Lflavo2a008859","gene3651"
"Lflavo2a008860","gene3698"
"Lflavo2a008861","gene6242"
"Lflavo2a008865","gene2881"
"Lflavo2a008866","gene8965"
"Lflavo2a008867","gene3652"
"Lflavo2a008868","gene2291"
"Lflavo2a008869","gene525"
"Lflavo2a008871","gene7434"
"Lflavo2a008872","gene3695"
"Lflavo2a008877","gene7176"
"Lflavo2a008878","gene3647"
"Lflavo2a008880","gene3694"
"Lflavo2a008881","gene3646"
"Lflavo2a008884","gene1208"
"Lflavo2a008886","gene6955"
"Lflavo2a008888","gene6244"
"Lflavo2a008889","gene6545"
"Lflavo2a008893","gene8503"
"Lflavo2a008895","gene2290"
"Lflavo2a008897","gene1090"
"Lflavo2a008898","gene4429"
"Lflavo2a008899","gene1209"
"Lflavo2a008900","gene8361"
"Lflavo2a008901","gene1207"
"Lflavo2a008902","gene8353"
"Lflavo2a008906","gene315"
"Lflavo2a008908","gene7872"
"Lflavo2a008910","gene7887"
"Lflavo2a008911","gene3383"
"Lflavo2a008912","gene7888"
"Lflavo2a008914","gene7879"
"Lflavo2a008915","gene3903"
"Lflavo2a008916","gene7885"
"Lflavo2a008918","gene3607"
"Lflavo2a008919","gene3904"
"Lflavo2a008920","gene7884"
"Lflavo2a008922","gene7876"
"Lflavo2a008923","gene7896"
"Lflavo2a008924","gene3382"
"Lflavo2a008925","gene7873"
"Lflavo2a008926","gene7882"
"Lflavo2a008930","gene7886"
"Lflavo2a008931","gene6281"
"Lflavo2a008933","gene7877"
"Lflavo2a008935","gene1142"
"Lflavo2a008936","gene7342"
"Lflavo2a008937","gene1137"
"Lflavo2a008939","gene7344"
"Lflavo2a008940","gene7178"
"Lflavo2a008941","gene5683"
"Lflavo2a008943","gene7993"
"Lflavo2a008944","gene711"
"Lflavo2a008945","gene325"
"Lflavo2a008946","gene444"
"Lflavo2a008947","gene7177"
"Lflavo2a008949","gene326"
"Lflavo2a008951","gene6257"
"Lflavo2a008952","gene6903"
"Lflavo2a008953","gene1417"
"Lflavo2a008954","gene4771"
"Lflavo2a008955","gene1139"
"Lflavo2a008957","gene6255"
"Lflavo2a008958","gene4775"
"Lflavo2a008961","gene5682"
"Lflavo2a008963","gene5681"
"Lflavo2a008964","gene5674"
"Lflavo2a008966","gene1138"
"Lflavo2a008967","gene1976"
"Lflavo2a008970","gene712"
"Lflavo2a008972","gene6254"
"Lflavo2a008973","gene7343"
"Lflavo2a008974","gene1414"
"Lflavo2a008977","gene1977"
"Lflavo2a008979","gene1140"
"Lflavo2a008980","gene6258"
"Lflavo2a008981","gene5188"
"Lflavo2a008982","gene10712"
"Lflavo2a008999","gene10838"
"Lflavo2a009000","gene9162"
"Lflavo2a009001","gene3251"
"Lflavo2a009005","gene10595"
"Lflavo2a009006","gene8030"
"Lflavo2a009008","gene1290"
"Lflavo2a009009","gene10062"
"Lflavo2a009010","gene10070"
"Lflavo2a009011","gene1275"
"Lflavo2a009012","gene6697"
"Lflavo2a009013","gene10596"
"Lflavo2a009014","gene6695"
"Lflavo2a009015","gene10061"
"Lflavo2a009016","gene8028"
"Lflavo2a009019","gene3341"
"Lflavo2a009020","gene10594"
"Lflavo2a009021","gene6702"
"Lflavo2a009023","gene1291"
"Lflavo2a009024","gene1276"
"Lflavo2a009026","gene10343"
"Lflavo2a009027","gene1293"
"Lflavo2a009030","gene3158"
"Lflavo2a009031","gene8495"
"Lflavo2a009032","gene10592"
"Lflavo2a009033","gene6698"
"Lflavo2a009034","gene10064"
"Lflavo2a009035","gene1289"
"Lflavo2a009036","gene4830"
"Lflavo2a009038","gene4829"
"Lflavo2a009039","gene8488"
"Lflavo2a009040","gene6703"
"Lflavo2a009041","gene1292"
"Lflavo2a009041","gene10661"
"Lflavo2a009042","gene8494"
"Lflavo2a009043","gene1294"
"Lflavo2a009044","gene3157"
"Lflavo2a009045","gene10597"
"Lflavo2a009046","gene10781"
"Lflavo2a009047","gene6696"
"Lflavo2a009050","gene8496"
"Lflavo2a009051","gene8492"
"Lflavo2a009053","gene215"
"Lflavo2a009054","gene6704"
"Lflavo2a009055","gene1287"
"Lflavo2a009057","gene8029"
"Lflavo2a009058","gene10342"
"Lflavo2a009060","gene1288"
"Lflavo2a009061","gene6694"
"Lflavo2a009062","gene10593"
"Lflavo2a009063","gene6693"
"Lflavo2a009065","gene5823"
"Lflavo2a009066","gene4826"
"Lflavo2a009070","gene3999"
"Lflavo2a009072","gene2415"
"Lflavo2a009073","gene2416"
"Lflavo2a009075","gene3998"
"Lflavo2a009076","gene4823"
"Lflavo2a009077","gene2414"
"Lflavo2a009078","gene2410"
"Lflavo2a009079","gene7474"
"Lflavo2a009080","gene2408"
"Lflavo2a009081","gene2413"
"Lflavo2a009082","gene5746"
"Lflavo2a009083","gene2407"
"Lflavo2a009085","gene861"
"Lflavo2a009086","gene2075"
"Lflavo2a009090","gene5822"
"Lflavo2a009092","gene2412"
"Lflavo2a009093","gene4825"
"Lflavo2a009096","gene4822"
"Lflavo2a009100","gene5776"
"Lflavo2a009101","gene5005"
"Lflavo2a009102","gene2409"
"Lflavo2a009105","gene1273"
"Lflavo2a009106","gene4917"
"Lflavo2a009107","gene9745"
"Lflavo2a009108","gene4916"
"Lflavo2a009109","gene8742"
"Lflavo2a009110","gene9438"
"Lflavo2a009111","gene5854"
"Lflavo2a009112","gene6558"
"Lflavo2a009113","gene1274"
"Lflavo2a009114","gene7478"
"Lflavo2a009115","gene5855"
"Lflavo2a009117","gene5651"
"Lflavo2a009119","gene2874"
"Lflavo2a009120","gene8183"
"Lflavo2a009121","gene8743"
"Lflavo2a009122","gene8182"
"Lflavo2a009125","gene10468"
"Lflavo2a009126","gene8744"
"Lflavo2a009128","gene2399"
"Lflavo2a009129","gene4076"
"Lflavo2a009130","gene8184"
"Lflavo2a009131","gene4665"
"Lflavo2a009132","gene8741"
"Lflavo2a009133","gene8745"
"Lflavo2a009134","gene2241"
"Lflavo2a009136","gene9439"
"Lflavo2a009137","gene2196"
"Lflavo2a009140","gene5652"
"Lflavo2a009141","gene4743"
"Lflavo2a009145","gene4914"
"Lflavo2a009147","gene9441"
"Lflavo2a009148","gene9440"
"Lflavo2a009149","gene9882"
"Lflavo2a009150","gene6559"
"Lflavo2a009153","gene7075"
"Lflavo2a009166","gene7105"
"Lflavo2a009167","gene467"
"Lflavo2a009175","gene7103"
"Lflavo2a009183","gene469"
"Lflavo2a009184","gene7104"
"Lflavo2a009185","gene7106"
"Lflavo2a009190","gene7446"
"Lflavo2a009192","gene6170"
"Lflavo2a009193","gene1581"
"Lflavo2a009195","gene2469"
"Lflavo2a009196","gene9121"
"Lflavo2a009197","gene583"
"Lflavo2a009198","gene6168"
"Lflavo2a009199","gene1545"
"Lflavo2a009200","gene1578"
"Lflavo2a009201","gene1548"
"Lflavo2a009202","gene584"
"Lflavo2a009203","gene1547"
"Lflavo2a009204","gene9550"
"Lflavo2a009205","gene5999"
"Lflavo2a009206","gene7443"
"Lflavo2a009207","gene6172"
"Lflavo2a009208","gene7846"
"Lflavo2a009210","gene4988"
"Lflavo2a009212","gene6169"
"Lflavo2a009213","gene7447"
"Lflavo2a009214","gene1546"
"Lflavo2a009215","gene8694"
"Lflavo2a009216","gene582"
"Lflavo2a009217","gene9122"
"Lflavo2a009220","gene1582"
"Lflavo2a009222","gene1612"
"Lflavo2a009224","gene2468"
"Lflavo2a009225","gene1579"
"Lflavo2a009226","gene580"
"Lflavo2a009227","gene579"
"Lflavo2a009228","gene4984"
"Lflavo2a009230","gene7450"
"Lflavo2a009231","gene9549"
"Lflavo2a009232","gene4986"
"Lflavo2a009233","gene1576"
"Lflavo2a009234","gene6171"
"Lflavo2a009235","gene1613"
"Lflavo2a009236","gene6002"
"Lflavo2a009237","gene9120"
"Lflavo2a009238","gene7444"
"Lflavo2a009239","gene6174"
"Lflavo2a009240","gene9552"
"Lflavo2a009243","gene7449"
"Lflavo2a009244","gene1580"
"Lflavo2a009245","gene8693"
"Lflavo2a009246","gene8690"
"Lflavo2a009247","gene1544"
"Lflavo2a009249","gene4987"
"Lflavo2a009250","gene7448"
"Lflavo2a009251","gene4985"
"Lflavo2a009252","gene585"
"Lflavo2a009253","gene3461"
"Lflavo2a009254","gene9124"
"Lflavo2a009255","gene7442"
"Lflavo2a009256","gene9548"
"Lflavo2a009257","gene1611"
"Lflavo2a009259","gene6593"
"Lflavo2a009260","gene6598"
"Lflavo2a009261","gene6596"
"Lflavo2a009262","gene6595"
"Lflavo2a009263","gene6592"
"Lflavo2a009264","gene6590"
"Lflavo2a009299","gene4644"
"Lflavo2a009300","gene6217"
"Lflavo2a009301","gene4639"
"Lflavo2a009304","gene404"
"Lflavo2a009305","gene934"
"Lflavo2a009306","gene941"
"Lflavo2a009307","gene412"
"Lflavo2a009309","gene2173"
"Lflavo2a009310","gene4638"
"Lflavo2a009312","gene2785"
"Lflavo2a009314","gene4643"
"Lflavo2a009316","gene4630"
"Lflavo2a009317","gene933"
"Lflavo2a009318","gene936"
"Lflavo2a009318","gene937"
"Lflavo2a009319","gene4637"
"Lflavo2a009320","gene5701"
"Lflavo2a009321","gene2172"
"Lflavo2a009322","gene4648"
"Lflavo2a009325","gene6314"
"Lflavo2a009327","gene4642"
"Lflavo2a009328","gene940"
"Lflavo2a009329","gene4629"
"Lflavo2a009330","gene10018"
"Lflavo2a009331","gene4414"
"Lflavo2a009334","gene938"
"Lflavo2a009335","gene413"
"Lflavo2a009336","gene4636"
"Lflavo2a009337","gene5491"
"Lflavo2a009339","gene6218"
"Lflavo2a009340","gene4646"
"Lflavo2a009343","gene4415"
"Lflavo2a009344","gene4647"
"Lflavo2a009346","gene1136"
"Lflavo2a009347","gene4641"
"Lflavo2a009349","gene10017"
"Lflavo2a009350","gene935"
"Lflavo2a009352","gene10016"
"Lflavo2a009354","gene3720"
"Lflavo2a009355","gene942"
"Lflavo2a009356","gene2175"
"Lflavo2a009358","gene4645"
"Lflavo2a009359","gene4628"
"Lflavo2a009360","gene10221"
"Lflavo2a009362","gene3385"
"Lflavo2a009366","gene4640"
"Lflavo2a009367","gene403"
"Lflavo2a009369","gene3077"
"Lflavo2a009370","gene6315"
"Lflavo2a009372","gene939"
"Lflavo2a009374","gene4416"
"Lflavo2a009375","gene6316"
"Lflavo2a009376","gene2174"
"Lflavo2a009377","gene4207"
"Lflavo2a009379","gene6849"
"Lflavo2a009380","gene3593"
"Lflavo2a009381","gene6843"
"Lflavo2a009383","gene6984"
"Lflavo2a009384","gene7169"
"Lflavo2a009385","gene6852"
"Lflavo2a009386","gene144"
"Lflavo2a009389","gene7858"
"Lflavo2a009391","gene10668"
"Lflavo2a009392","gene6853"
"Lflavo2a009393","gene6986"
"Lflavo2a009394","gene6842"
"Lflavo2a009395","gene10514"
"Lflavo2a009397","gene6844"
"Lflavo2a009398","gene6839"
"Lflavo2a009400","gene7002"
"Lflavo2a009401","gene7001"
"Lflavo2a009402","gene10515"
"Lflavo2a009403","gene10517"
"Lflavo2a009405","gene7000"
"Lflavo2a009407","gene143"
"Lflavo2a009408","gene6840"
"Lflavo2a009409","gene6847"
"Lflavo2a009410","gene6841"
"Lflavo2a009411","gene6999"
"Lflavo2a009412","gene6851"
"Lflavo2a009413","gene6846"
"Lflavo2a009417","gene4399"
"Lflavo2a009418","gene6845"
"Lflavo2a009419","gene6837"
"Lflavo2a009421","gene6983"
"Lflavo2a009422","gene10512"
"Lflavo2a009423","gene6848"
"Lflavo2a009424","gene6985"
"Lflavo2a009425","gene10513"
"Lflavo2a009426","gene8237"
"Lflavo2a009434","gene2145"
"Lflavo2a009436","gene2144"
"Lflavo2a009444","gene6529"
"Lflavo2a009447","gene2147"
"Lflavo2a009451","gene6870"
"Lflavo2a009452","gene4142"
"Lflavo2a009453","gene4153"
"Lflavo2a009454","gene3072"
"Lflavo2a009456","gene4150"
"Lflavo2a009457","gene3073"
"Lflavo2a009458","gene4802"
"Lflavo2a009459","gene4147"
"Lflavo2a009460","gene4148"
"Lflavo2a009461","gene2072"
"Lflavo2a009462","gene3070"
"Lflavo2a009463","gene3074"
"Lflavo2a009464","gene4801"
"Lflavo2a009465","gene4157"
"Lflavo2a009466","gene4151"
"Lflavo2a009467","gene3075"
"Lflavo2a009469","gene4141"
"Lflavo2a009470","gene3071"
"Lflavo2a009472","gene8579"
"Lflavo2a009473","gene3076"
"Lflavo2a009474","gene4144"
"Lflavo2a009475","gene8576"
"Lflavo2a009476","gene4145"
"Lflavo2a009477","gene1266"
"Lflavo2a009478","gene1431"
"Lflavo2a009479","gene4156"
"Lflavo2a009480","gene9596"
"Lflavo2a009481","gene2070"
"Lflavo2a009482","gene8577"
"Lflavo2a009483","gene4155"
"Lflavo2a009484","gene8578"
"Lflavo2a009485","gene4140"
"Lflavo2a009486","gene4139"
"Lflavo2a009487","gene1267"
"Lflavo2a009488","gene4154"
"Lflavo2a009489","gene2071"
"Lflavo2a009496","gene4149"
"Lflavo2a009501","gene1670"
"Lflavo2a009502","gene3122"
"Lflavo2a009503","gene9561"
"Lflavo2a009506","gene6463"
"Lflavo2a009510","gene9557"
"Lflavo2a009512","gene9560"
"Lflavo2a009516","gene9558"
"Lflavo2a009517","gene8821"
"Lflavo2a009518","gene3128"
"Lflavo2a009519","gene6461"
"Lflavo2a009521","gene3124"
"Lflavo2a009523","gene7898"
"Lflavo2a009524","gene6467"
"Lflavo2a009525","gene8091"
"Lflavo2a009528","gene3125"
"Lflavo2a009531","gene9559"
"Lflavo2a009532","gene8090"
"Lflavo2a009533","gene6797"
"Lflavo2a009536","gene3129"
"Lflavo2a009537","gene3130"
"Lflavo2a009538","gene3121"
"Lflavo2a009540","gene6462"
"Lflavo2a009541","gene7899"
"Lflavo2a009542","gene9345"
"Lflavo2a009543","gene1485"
"Lflavo2a009544","gene3126"
"Lflavo2a009545","gene1669"
"Lflavo2a009546","gene6469"
"Lflavo2a009547","gene6466"
"Lflavo2a009548","gene3132"
"Lflavo2a009551","gene6471"
"Lflavo2a009554","gene6470"
"Lflavo2a009555","gene3117"
"Lflavo2a009557","gene3118"
"Lflavo2a009558","gene3818"
"Lflavo2a009559","gene3113"
"Lflavo2a009560","gene3120"
"Lflavo2a009561","gene3127"
"Lflavo2a009562","gene6465"
"Lflavo2a009563","gene7799"
"Lflavo2a009564","gene6464"
"Lflavo2a009568","gene2832"
"Lflavo2a009569","gene3686"
"Lflavo2a009570","gene3685"
"Lflavo2a009571","gene2835"
"Lflavo2a009573","gene2930"
"Lflavo2a009574","gene3670"
"Lflavo2a009576","gene3259"
"Lflavo2a009577","gene7024"
"Lflavo2a009580","gene7013"
"Lflavo2a009582","gene2741"
"Lflavo2a009583","gene4560"
"Lflavo2a009584","gene3684"
"Lflavo2a009586","gene3257"
"Lflavo2a009588","gene10629"
"Lflavo2a009589","gene3260"
"Lflavo2a009590","gene1763"
"Lflavo2a009593","gene3690"
"Lflavo2a009594","gene2953"
"Lflavo2a009595","gene3679"
"Lflavo2a009596","gene2954"
"Lflavo2a009597","gene2949"
"Lflavo2a009598","gene3678"
"Lflavo2a009598","gene3677"
"Lflavo2a009599","gene2743"
"Lflavo2a009600","gene2736"
"Lflavo2a009601","gene1762"
"Lflavo2a009606","gene10628"
"Lflavo2a009607","gene4085"
"Lflavo2a009609","gene8283"
"Lflavo2a009610","gene7021"
"Lflavo2a009611","gene3683"
"Lflavo2a009613","gene7025"
"Lflavo2a009615","gene4084"
"Lflavo2a009616","gene3682"
"Lflavo2a009617","gene3688"
"Lflavo2a009618","gene2947"
"Lflavo2a009619","gene7863"
"Lflavo2a009620","gene9880"
"Lflavo2a009621","gene2932"
"Lflavo2a009622","gene3672"
"Lflavo2a009623","gene8282"
"Lflavo2a009625","gene2951"
"Lflavo2a009626","gene5459"
"Lflavo2a009627","gene2739"
"Lflavo2a009629","gene2829"
"Lflavo2a009634","gene7026"
"Lflavo2a009635","gene2831"
"Lflavo2a009636","gene7862"
"Lflavo2a009637","gene3669"
"Lflavo2a009638","gene3671"
"Lflavo2a009640","gene2740"
"Lflavo2a009641","gene2742"
"Lflavo2a009647","gene10694"
"Lflavo2a009651","gene2955"
"Lflavo2a009652","gene2824"
"Lflavo2a009655","gene2931"
"Lflavo2a009658","gene10786"
"Lflavo2a009660","gene7864"
"Lflavo2a009661","gene2827"
"Lflavo2a009664","gene3689"
"Lflavo2a009670","gene10695"
"Lflavo2a009671","gene4572"
"Lflavo2a009674","gene3676"
"Lflavo2a009675","gene2737"
"Lflavo2a009677","gene1212"
"Lflavo2a009678","gene3691"
"Lflavo2a009679","gene2950"
"Lflavo2a009680","gene2946"
"Lflavo2a009681","gene7020"
"Lflavo2a009682","gene2830"
"Lflavo2a009683","gene2825"
"Lflavo2a009684","gene4561"
"Lflavo2a009687","gene3674"
"Lflavo2a009691","gene8001"
"Lflavo2a009693","gene10123"
"Lflavo2a009694","gene7337"
"Lflavo2a009695","gene1985"
"Lflavo2a009699","gene10122"
"Lflavo2a009700","gene3774"
"Lflavo2a009702","gene6605"
"Lflavo2a009704","gene11067"
"Lflavo2a009706","gene10126"
"Lflavo2a009708","gene7334"
"Lflavo2a009710","gene1980"
"Lflavo2a009711","gene9205"
"Lflavo2a009712","gene8000"
"Lflavo2a009715","gene1981"
"Lflavo2a009716","gene3770"
"Lflavo2a009717","gene9207"
"Lflavo2a009719","gene1982"
"Lflavo2a009720","gene7339"
"Lflavo2a009721","gene3776"
"Lflavo2a009722","gene3773"
"Lflavo2a009723","gene3775"
"Lflavo2a009724","gene10124"
"Lflavo2a009725","gene7338"
"Lflavo2a009729","gene7336"
"Lflavo2a009730","gene6604"
"Lflavo2a009731","gene10829"
"Lflavo2a009735","gene10125"
"Lflavo2a009736","gene11068"
"Lflavo2a009737","gene7335"
"Lflavo2a009740","gene11069"
"Lflavo2a009743","gene6773"
"Lflavo2a009744","gene4249"
"Lflavo2a009745","gene3746"
"Lflavo2a009747","gene10749"
"Lflavo2a009748","gene4257"
"Lflavo2a009749","gene9657"
"Lflavo2a009750","gene5322"
"Lflavo2a009751","gene2878"
"Lflavo2a009752","gene7238"
"Lflavo2a009753","gene8024"
"Lflavo2a009756","gene349"
"Lflavo2a009758","gene9659"
"Lflavo2a009760","gene2875"
"Lflavo2a009761","gene6279"
"Lflavo2a009762","gene6278"
"Lflavo2a009764","gene7233"
"Lflavo2a009765","gene4255"
"Lflavo2a009766","gene743"
"Lflavo2a009767","gene7240"
"Lflavo2a009768","gene3356"
"Lflavo2a009771","gene9656"
"Lflavo2a009772","gene3743"
"Lflavo2a009774","gene3744"
"Lflavo2a009775","gene799"
"Lflavo2a009776","gene3653"
"Lflavo2a009777","gene7235"
"Lflavo2a009778","gene10746"
"Lflavo2a009779","gene10495"
"Lflavo2a009782","gene4256"
"Lflavo2a009783","gene8022"
"Lflavo2a009784","gene1724"
"Lflavo2a009785","gene7236"
"Lflavo2a009786","gene761"
"Lflavo2a009787","gene10496"
"Lflavo2a009788","gene350"
"Lflavo2a009789","gene10748"
"Lflavo2a009791","gene10747"
"Lflavo2a009792","gene8023"
