Orthogroup	Liostenogaster_flavolineata	Drosophila_melanogaster
OG0002718	Lflavo2a008581P1	NP_001097771.1
OG0002719	Lflavo2a010518P1	NP_001285139.1, NP_511132.2, NP_727563.1, NP_727564.1, NP_727565.1
OG0002720	Lflavo2a003537P1	NP_001285639.1, NP_001285640.1, NP_723121.1
OG0002721	Lflavo2a002562P1	NP_732017.3, NP_650860.1, NP_608840.1, NP_648679.1, NP_648678.3, NP_001246973.1, NP_649750.1
OG0002722	Lflavo2a002453P1	NP_001027152.1, NP_001027153.1, NP_001287229.1, NP_001287230.1
OG0002723	Lflavo2a005390P1	NP_524494.1
OG0002724	Lflavo2a013949P1	NP_001284829.1, NP_525052.1, NP_726818.1
OG0002725	Lflavo2a005120P1	NP_609564.1, NP_001259871.1, NP_608602.1
OG0002726	Lflavo2a000459P1, Lflavo2a000459P2	NP_001163345.1, NP_647867.1
OG0002727	Lflavo2a011210P1	NP_001285977.1, NP_652070.1
OG0002729	Lflavo2a007154P1	NP_001259363.1, NP_001259364.1, NP_001259365.1, NP_524662.1, NP_727293.1
OG0002730	Lflavo2a001246P1	NP_001261382.1, NP_647834.3
OG0002731	Lflavo2a002955P1	NP_001287578.1, NP_651663.1, NP_651661.1, NP_651662.1
OG0002732	Lflavo2a008345P1	NP_648806.1
OG0002733	Lflavo2a012560P1	NP_001246777.1, NP_001261893.1, NP_648807.1, NP_001246778.1, NP_648808.1
OG0002734	Lflavo2a003839P1	NP_609581.3
OG0002735	Lflavo2a013668P1, Lflavo2a013668P2	NP_001303479.1, NP_650699.1
OG0002737	Lflavo2a006902P1	NP_648567.2, NP_001261754.1, NP_729801.1
OG0002738	Lflavo2a006562P1	NP_610612.1
OG0002739	Lflavo2a013396P1	NP_001285450.1, NP_001285451.1, NP_608337.1, NP_610738.1
OG0002740	Lflavo2a007289P1	NP_001261370.1, NP_647818.3, NP_647819.3, NP_001261369.1, NP_001261372.1, NP_001261371.1
OG0002741	Lflavo2a012301P1	NP_572420.1
OG0002742	Lflavo2a005503P1	NP_001189295.1, NP_651460.2, NP_733136.1, NP_001287249.1, NP_001287250.1, NP_649887.1, NP_731345.1
OG0002743	Lflavo2a012051P1	NP_001262621.1, NP_732102.1, NP_001262620.1, NP_476685.1
OG0002744	Lflavo2a003668P1	NP_477330.1
OG0002745	Lflavo2a013438P1	NP_511055.1
OG0002746	Lflavo2a006218P1	NP_001189224.1, NP_001262600.1, NP_650460.1
OG0002747	Lflavo2a001649P6, Lflavo2a001649P5, Lflavo2a001649P1, Lflavo2a001649P2	NP_609207.1
OG0002748	Lflavo2a007116P1	NP_609363.1, NP_723546.1, NP_723547.1, NP_723548.1
OG0002750	Lflavo2a002751P1	NP_524116.2
OG0002751	Lflavo2a010616P1	NP_001137933.1, NP_001246717.1, NP_001261714.1, NP_648475.1
OG0002752	Lflavo2a012064P1	NP_573146.1
OG0002753	Lflavo2a012104P1	NP_001189124.1, NP_001189125.1, NP_001261987.1, NP_648985.1
OG0002755	Lflavo2a004618P1	NP_001368957.1, NP_996297.3
OG0002756	Lflavo2a001353P1	NP_001163370.1, NP_523958.2, NP_001261510.1
OG0002757	Lflavo2a008101P1	NP_001285202.1, NP_001285203.1, NP_001285204.1, NP_477510.1, NP_727689.1
OG0002758	Lflavo2a002052P1	NP_788762.1, NP_788763.1, NP_996311.1
OG0002759	Lflavo2a005577P1	NP_573034.1, NP_727861.1, NP_727862.1
OG0002760	Lflavo2a014056P1	NP_001014543.1, NP_524641.1, NP_726168.1, NP_001286706.1
OG0002762	Lflavo2a004822P1	NP_001259174.1, NP_477130.1
OG0002763	Lflavo2a001961P1, Lflavo2a001961P2	NP_001284761.2, NP_569860.3
OG0002764	Lflavo2a005986P1	NP_001261756.1, NP_001261757.1, NP_001261759.1, NP_648572.1, NP_996066.1, NP_001261758.1
OG0002765	Lflavo2a006392P1	NP_001261954.1, NP_524112.1
OG0002766	Lflavo2a014349P1	NP_477503.1
OG0002768	Lflavo2a006319P1, Lflavo2a006328P1	NP_572902.1
OG0002770	Lflavo2a007545P1	NP_611167.2
OG0002771	Lflavo2a013005P1	NP_001286189.1, NP_724654.1
OG0002772	Lflavo2a010081P1	NP_001285254.1, NP_572983.1
OG0002774	Lflavo2a000989P1	NP_001286295.1, NP_610613.1
OG0002775	Lflavo2a001444P1	NP_001262445.1, NP_649963.1
OG0002776	Lflavo2a011319P1	NP_001259410.1, NP_525083.2, NP_727427.1, NP_996400.1
OG0002777	Lflavo2a007082P1	NP_730651.1, NP_001137995.1, NP_730652.1
OG0002780	Lflavo2a001475P1	NP_001262966.1, NP_001262967.1, NP_001262968.1, NP_651417.1
OG0002782	Lflavo2a002654P1	NP_001138139.1, NP_001138140.1, NP_001284736.1, NP_001284737.1, NP_726662.1, NP_726663.1
OG0002783	Lflavo2a007908P1	NP_001036701.1
OG0002785	Lflavo2a010222P1	NP_001286251.1, NP_476810.1
OG0002786	Lflavo2a010528P1	NP_001259717.1, NP_608332.2
OG0002787	Lflavo2a001323P1	NP_001163354.1, NP_523946.1
OG0002788	Lflavo2a005926P1	NP_733402.1, NP_476850.1, NP_733401.3
OG0002789	Lflavo2a009137P1	NP_001287533.1, NP_651429.1, NP_001188928.1, NP_610936.2, NP_001188926.1, NP_001188927.1
OG0002790	Lflavo2a002323P1	NP_648378.1, NP_729581.1, NP_729582.1, NP_729583.1, NP_729584.1
OG0002792	Lflavo2a002825P1	NP_648452.1
OG0002793	Lflavo2a011849P1	NP_649931.1
OG0002794	Lflavo2a011284P1	NP_001260460.1, NP_476598.1, NP_001260461.1, NP_476599.1
OG0002795	Lflavo2a000021P2, Lflavo2a000021P1, Lflavo2a000021P3	NP_728672.1
OG0002796	Lflavo2a003540P1	NP_001246806.1, NP_648924.2
OG0002797	Lflavo2a011001P1	NP_650554.3
OG0002798	Lflavo2a000149P1	NP_001260047.1, NP_608861.2
OG0002799	Lflavo2a013671P1	NP_001261349.2, NP_001163332.2, NP_647760.1
OG0002800	Lflavo2a013719P1	NP_524394.2, NP_732286.1, NP_732287.1
OG0002801	Lflavo2a004487P1	NP_001097239.2, NP_001260822.1
OG0002802	Lflavo2a010676P1	NP_524158.2
OG0002805	Lflavo2a013384P1	NP_001261892.1, NP_524989.2
OG0002806	Lflavo2a002385P1	NP_732570.1
OG0002808	Lflavo2a001737P1	NP_651733.1, NP_996306.1, NP_651871.2, NP_733431.2
OG0002809	Lflavo2a001916P1	NP_001285048.1, NP_572550.2
OG0002810	Lflavo2a001864P1	NP_001259742.1, NP_001259743.1, NP_001259744.1, NP_608382.2
OG0002811	Lflavo2a006627P1	NP_524046.2, NP_001163432.1, NP_524045.2
OG0002812	Lflavo2a005451P1	NP_611453.2, NP_611552.1
OG0002813	Lflavo2a000997P1	NP_651922.1
OG0002814	Lflavo2a009523P1	NP_610435.4, NP_001137622.1, NP_001286221.1
OG0002815	Lflavo2a006564P1	NP_001287497.1, NP_651216.2, NP_788730.2
OG0002816	Lflavo2a006582P1	NP_001246600.1, NP_001246599.1, NP_001246602.1, NP_651974.1, NP_001246601.1
OG0002817	Lflavo2a011373P1	NP_001027071.1, NP_001027072.1, NP_001027073.1, NP_001285448.1
OG0002818	Lflavo2a002176P1, Lflavo2a002176P2	NP_001263149.1, NP_001263150.1, NP_651879.1
OG0002819	Lflavo2a001967P1	NP_001138023.1, NP_649748.1
OG0002820	Lflavo2a012811P1, Lflavo2a012811P2	NP_001287177.1, NP_001287178.1, NP_001287179.1, NP_524236.2
OG0002821	Lflavo2a009184P1	NP_001262976.1, NP_001262977.1, NP_524500.1
OG0002822	Lflavo2a004480P1	NP_732759.2
OG0002823	Lflavo2a010876P1, Lflavo2a010876P2	NP_609533.1
OG0002828	Lflavo2a004684P1	NP_001027135.2, NP_649039.4, NP_001303398.1, NP_001262015.1
OG0002829	Lflavo2a004805P1	NP_650138.1, NP_650139.3, NP_650140.1
OG0002831	Lflavo2a008914P1	NP_001260905.1, NP_001260907.1, NP_610715.1, NP_725092.1, NP_725093.1
OG0002832	Lflavo2a011877P2	NP_572694.1, NP_727501.1, NP_727503.1
OG0002833	Lflavo2a009681P1, Lflavo2a009681P2	NP_001285493.1, NP_523423.1
OG0002834	Lflavo2a011102P1	NP_001262588.1, NP_650442.1
OG0002835	Lflavo2a008592P1	NP_001285820.1, NP_788023.1, NP_001285821.1, NP_001285822.1, NP_788024.1, NP_788025.1, NP_788026.1
OG0002836	Lflavo2a011069P1	NP_001260028.1, NP_001285602.1, NP_787971.1
OG0002837	Lflavo2a006542P3	NP_611049.1
OG0002839	Lflavo2a011016P1	NP_001259801.1, NP_608498.3
OG0002840	Lflavo2a005599P1	NP_476895.1, NP_724822.1, NP_724823.2
OG0002841	Lflavo2a008046P1, Lflavo2a008046P2	NP_001262845.1, NP_732780.1
OG0002842	Lflavo2a000053P1	NP_724333.1, NP_001260672.1, NP_524897.1, NP_001260673.1
OG0002843	Lflavo2a012170P1, Lflavo2a012170P2	NP_001163454.1, NP_648840.1, NP_001261929.1
OG0002844	Lflavo2a008529P1	NP_001262803.1, NP_650953.1
OG0002845	Lflavo2a012695P1	NP_725514.2, NP_001137674.2, NP_523755.2, NP_001286470.1
OG0002847	Lflavo2a006667P1	NP_001162739.1
OG0002849	Lflavo2a011781P1	NP_001246053.1, NP_477409.1
OG0002850	Lflavo2a014289P1	NP_001262079.1, NP_649159.1
OG0002851	Lflavo2a009264P4, Lflavo2a009264P3, Lflavo2a009264P1, Lflavo2a009264P2	NP_572747.1
OG0002852	Lflavo2a011811P1	NP_650540.1
OG0002854	Lflavo2a012350P1	NP_647830.1
OG0002855	Lflavo2a009200P1, Lflavo2a009200P2	NP_001261021.1, NP_611095.1
OG0002856	Lflavo2a010274P1	NP_608562.4, NP_001259851.1, NP_722672.3
OG0002857	Lflavo2a004019P1	NP_649439.1
OG0002858	Lflavo2a003572P4, Lflavo2a003572P1, Lflavo2a003572P2, Lflavo2a003572P3	NP_001261061.1, NP_523779.1
OG0002860	Lflavo2a004144P1, Lflavo2a004144P2	NP_001287422.2, NP_650880.3
OG0002863	Lflavo2a000364P1	NP_001287421.2, NP_650875.3, NP_650876.1
OG0002864	Lflavo2a013572P1	NP_648662.1
OG0002865	Lflavo2a005020P1	NP_572529.2
OG0002866	Lflavo2a005851P1	NP_649067.2, NP_730369.1, NP_001262024.1, NP_730370.2
OG0002867	Lflavo2a004610P1	NP_650563.2
OG0002868	Lflavo2a006700P1	NP_001163713.1, NP_651297.2, NP_001262932.1, NP_996291.2
OG0002869	Lflavo2a011667P1	NP_001246276.1, NP_001246277.1, NP_001286337.1, NP_523710.1, NP_725120.1
OG0002870	Lflavo2a008962P1	NP_001036687.1, NP_523863.1
OG0002872	Lflavo2a007914P1	NP_001259424.1, NP_001138185.2, NP_572640.2
OG0002874	Lflavo2a008794P1	NP_477307.1, NP_730954.2
OG0002875	Lflavo2a013454P1	NP_001188911.1, NP_610780.1
OG0002877	Lflavo2a001583P1	NP_609570.1
OG0002879	Lflavo2a012565P2, Lflavo2a012565P3	NP_001260457.1, NP_476967.1
OG0002881	Lflavo2a005648P1, Lflavo2a005648P2	NP_001137970.2, NP_649093.2, NP_001262035.1
OG0002882	Lflavo2a007283P1	NP_001259833.1, NP_001259834.1, NP_476978.1, NP_722637.1
OG0002883	Lflavo2a005792P1	NP_001285000.1, NP_572439.1, NP_996371.1, NP_996372.1
OG0002884	Lflavo2a006276P1	NP_610273.1, NP_724547.1, NP_724548.1, NP_724550.1
OG0002885	Lflavo2a000047P1, Lflavo2a000047P2	NP_001162967.1, NP_609597.1
OG0002886	Lflavo2a009516P1	NP_524485.1
OG0002888	Lflavo2a013840P2, Lflavo2a013840P3, Lflavo2a013840P4, Lflavo2a013840P1	NP_723724.1, NP_001356894.1, NP_001356957.1
OG0002889	Lflavo2a001995P1	NP_995615.2, NP_001097048.2, NP_608558.1
OG0002890	Lflavo2a002555P1	NP_652315.2
OG0002891	Lflavo2a012146P1	NP_648607.3, NP_001137944.1, NP_001137945.1, NP_001261787.1, NP_001261786.1, NP_001261785.1
OG0002893	Lflavo2a000197P1	NP_733206.3
OG0002894	Lflavo2a012317P1	NP_651899.2
OG0002895	Lflavo2a004549P1	NP_651728.1
OG0002896	Lflavo2a002700P1, Lflavo2a002700P2	NP_001263152.1, NP_651894.3
OG0002897	Lflavo2a014040P4, Lflavo2a014040P3, Lflavo2a014040P1, Lflavo2a014040P2	NP_001262413.1, NP_524291.2
OG0002898	Lflavo2a005159P1	NP_649952.1, NP_001368999.1, NP_001369000.1
OG0002899	Lflavo2a000597P1, Lflavo2a000597P2	NP_649090.1
OG0002900	Lflavo2a004043P1	NP_001163781.1, NP_001287618.1, NP_001163782.1, NP_733418.1, NP_733419.1
OG0002901	Lflavo2a004975P1	NP_001262835.1, NP_001287465.1, NP_651041.3
OG0002902	Lflavo2a013297P1	NP_649258.1, NP_730569.1, NP_730568.1
OG0002903	Lflavo2a008575P1	NP_648090.1
OG0002905	Lflavo2a002025P1	NP_610294.1, NP_724575.1
OG0002906	Lflavo2a002058P1	NP_001285242.1, NP_572966.1, NP_001285241.1, NP_727785.1
OG0002908	Lflavo2a004171P1	NP_001286609.1, NP_725867.1
OG0002909	Lflavo2a005320P1, Lflavo2a000282P1, Lflavo2a013246P1, Lflavo2a013224P1	NP_651758.1, NP_733333.1, NP_788761.1
OG0002910	Lflavo2a004669P1, Lflavo2a004669P2, Lflavo2a004669P3	NP_608822.1
OG0002911	Lflavo2a004664P1, Lflavo2a004664P2	NP_609121.2, NP_723277.3
OG0002912	Lflavo2a002430P1	NP_001015387.1
OG0002913	Lflavo2a006611P1	NP_648045.2
OG0002914	Lflavo2a004201P1	NP_001285313.1, NP_573097.1, NP_727921.1, NP_001287584.1, NP_651698.1
OG0002916	Lflavo2a001100P1, Lflavo2a001100P2	NP_001259437.1, NP_572682.1, NP_727485.1
OG0002918	Lflavo2a002746P1	NP_648235.1, NP_648237.1, NP_648236.1, NP_729388.1, NP_648234.1
OG0002919	Lflavo2a003307P1	NP_001014475.1, NP_001260164.1, NP_477168.1, NP_001014476.1, NP_477169.1, NP_723216.1
OG0002920	Lflavo2a007203P1	NP_573174.1
OG0002921	Lflavo2a008941P1	NP_477372.1
OG0002922	Lflavo2a013367P1	NP_001259226.1, NP_001284847.1, NP_570085.1
OG0002923	Lflavo2a008946P2, Lflavo2a008946P1, Lflavo2a008946P3	NP_609413.1
OG0002927	Lflavo2a000170P1	NP_001260534.1, NP_724096.1, NP_523593.5
OG0002928	Lflavo2a008205P1, Lflavo2a008223P1	NP_001027122.2
OG0002929	Lflavo2a011624P1	NP_569982.1, NP_726794.1, NP_726795.1
OG0002931	Lflavo2a003862P1	NP_524786.1
OG0002933	Lflavo2a013004P1	NP_001261395.1, NP_524692.3
OG0002934	Lflavo2a011473P1, Lflavo2a011473P2	NP_001286473.1, NP_611080.1, NP_995848.1
OG0002935	Lflavo2a009782P1	NP_001259316.1, NP_572425.1
OG0002936	Lflavo2a010036P1	NP_524672.1
OG0002937	Lflavo2a008838P1	NP_001262651.1, NP_650580.1, NP_001262652.1, NP_650581.1
OG0002938	Lflavo2a001089P1	NP_001286565.1, NP_611299.2
OG0002940	Lflavo2a005239P1, Lflavo2a005239P2	NP_001261425.1, NP_729032.1
OG0002941	Lflavo2a008473P1	NP_524613.1
OG0002942	Lflavo2a009666P1, Lflavo2a009630P1, Lflavo2a003511P2, Lflavo2a003511P1	NP_001260048.1, NP_608862.1
OG0002943	Lflavo2a012962P1	NP_610714.1
OG0002944	Lflavo2a011404P1	NP_724641.1, NP_001286181.1, NP_610347.3
OG0002945	Lflavo2a010424P1	NP_001036282.1, NP_573183.2
OG0002946	Lflavo2a002159P1	NP_001259707.1, NP_523410.1, NP_728266.1
OG0002947	Lflavo2a006776P1	NP_001097404.2, NP_995921.2
OG0002948	Lflavo2a004843P1	NP_001247227.1, NP_650948.2
OG0002950	Lflavo2a007059P1	NP_610960.1, NP_610789.3, NP_725175.3
OG0002951	Lflavo2a003669P1	NP_001162702.1, NP_001285017.1, NP_572476.2
OG0002952	Lflavo2a012372P1	NP_610256.1
OG0002953	Lflavo2a011109P1, Lflavo2a011109P2	NP_523702.1
OG0002955	Lflavo2a012756P1	NP_726208.1, NP_001097417.1, NP_001261135.1, NP_001261136.1, NP_001369111.1, NP_001369112.1
OG0002956	Lflavo2a001257P1	NP_649542.1, NP_001287175.1, NP_001262284.1, NP_001287176.1
OG0002959	Lflavo2a012809P1	NP_650627.1
OG0002960	Lflavo2a009122P1	NP_001287599.1, NP_001138129.1, NP_524584.2
OG0002961	Lflavo2a012347P1	NP_001188784.1, NP_523538.1, NP_723596.1
OG0002962	Lflavo2a007971P1	NP_511146.2
OG0002963	Lflavo2a008292P1	NP_570088.1, NP_001262440.1, NP_649953.1
OG0002964	Lflavo2a001998P1	NP_651721.1
OG0002965	Lflavo2a001306P1	NP_608605.1
OG0002966	Lflavo2a007696P1, Lflavo2a007696P2	NP_001247116.1, NP_650425.1
OG0002967	Lflavo2a004400P1	NP_649465.6
OG0002968	Lflavo2a004133P1	NP_001246669.1, NP_001137912.1, NP_001261579.1, NP_001286983.1, NP_648226.2
OG0002969	Lflavo2a014154P2, Lflavo2a014154P3	NP_001284826.1, NP_001284827.1, NP_001245501.1, NP_570007.2
OG0002970	Lflavo2a001277P1	NP_650475.1, NP_001303439.1, NP_650477.1, NP_650478.1
OG0002971	Lflavo2a002308P3, Lflavo2a002308P1, Lflavo2a002308P2, Lflavo2a002308P4	NP_573251.1
OG0002974	Lflavo2a002549P1, Lflavo2a002549P2, Lflavo2a002549P3, Lflavo2a002549P4	NP_001260085.1, NP_608907.1
OG0002975	Lflavo2a004934P1	NP_001262080.1, NP_649162.1
OG0002976	Lflavo2a002742P1, Lflavo2a002742P2	NP_524151.2
OG0002977	Lflavo2a008922P1, Lflavo2a008922P2	NP_609293.2, NP_723463.1, NP_995668.1, NP_995667.1
OG0002978	Lflavo2a012217P1	NP_649505.1, NP_001036676.1, NP_730882.2
OG0002980	Lflavo2a000785P1	NP_608851.1, NP_001259332.1, NP_001259333.1, NP_727271.1, NP_511089.2, NP_996379.1
OG0002983	Lflavo2a003026P1, Lflavo2a003026P2	NP_572870.2
OG0002984	Lflavo2a013177P1	NP_001262113.1, NP_001262114.1, NP_649228.1
OG0002985	Lflavo2a003597P1, Lflavo2a013137P1	NP_652001.2
OG0002986	Lflavo2a013241P1, Lflavo2a013241P2	NP_001286200.1, NP_610391.1
OG0002987	Lflavo2a011775P1	NP_001246349.1, NP_001246350.1, NP_611060.2, NP_572380.1, NP_727159.1
OG0002988	Lflavo2a004799P1	NP_001285682.1, NP_001285683.1, NP_609051.1
OG0002990	Lflavo2a013593P1	NP_001163632.1, NP_001247145.1, NP_476693.1, NP_732176.1
OG0002991	Lflavo2a006127P1	NP_001163336.1, NP_001163337.1, NP_647791.2, NP_728839.1, NP_728840.1, NP_728841.2
OG0002994	Lflavo2a001580P1	NP_001033810.1, NP_001033812.1, NP_001033814.1
OG0002996	Lflavo2a011676P1	NP_001163086.1, NP_001163087.1, NP_001286185.1
OG0002997	Lflavo2a004646P1, Lflavo2a004646P2	NP_001285551.1, NP_523446.2
OG0002998	Lflavo2a005190P1	NP_611494.1, NP_725981.1
OG0002999	Lflavo2a007215P1	NP_649951.1
OG0003000	Lflavo2a007739P1	NP_650273.2
OG0003001	Lflavo2a011614P2, Lflavo2a011614P1, Lflavo2a011614P3	NP_001015319.1, NP_001015320.1, NP_001263161.1, NP_001015321.1
OG0003002	Lflavo2a010761P1	NP_001261225.1, NP_612063.2
OG0003003	Lflavo2a004914P3, Lflavo2a004914P4, Lflavo2a004914P2, Lflavo2a004914P5	NP_001260142.1, NP_609062.2
OG0003004	Lflavo2a005467P1	NP_001262241.1, NP_730783.3, NP_001246899.1, NP_649436.2, NP_001262242.1
OG0003005	Lflavo2a012112P4, Lflavo2a012112P2, Lflavo2a012112P1	NP_651400.1
OG0003006	Lflavo2a006524P1	NP_611544.1
OG0003007	Lflavo2a000669P2, Lflavo2a000669P1, Lflavo2a000669P3, Lflavo2a000669P4	NP_001097846.1, NP_001262769.1
OG0003010	Lflavo2a001441P1	NP_001286812.1, NP_611873.1, NP_726404.1
OG0003011	Lflavo2a000133P1	NP_608827.1
OG0003012	Lflavo2a006632P1, Lflavo2a006632P2	NP_729159.2
OG0003014	Lflavo2a003258P1, Lflavo2a003258P2	NP_001261504.1, NP_648096.4
OG0003015	Lflavo2a002752P1	NP_001261464.1, NP_001261463.1, NP_001261465.1, NP_648024.2
OG0003017	Lflavo2a004139P1	NP_001261479.1, NP_648054.2
OG0003018	Lflavo2a008340P1	NP_001163420.1, NP_524028.2, NP_729743.1
OG0003019	Lflavo2a008737P1	NP_477311.1, NP_722810.1, NP_722811.1, NP_722813.1
OG0003020	Lflavo2a002783P1, Lflavo2a002783P2	NP_610232.1
OG0003021	Lflavo2a001854P1	NP_001259376.1, NP_001259378.1, NP_652022.1, NP_001259377.1, NP_001285039.1, NP_001356936.1
OG0003022	Lflavo2a014106P1	NP_001163629.2, NP_001247140.1, NP_476748.1
OG0003023	Lflavo2a003008P1	NP_611933.1
OG0003024	Lflavo2a000776P1	NP_001285284.1, NP_573057.1, NP_727881.1
OG0003026	Lflavo2a011495P1	NP_523391.3
OG0003027	Lflavo2a002635P1	NP_476817.1
OG0003028	Lflavo2a011232P4, Lflavo2a011232P1, Lflavo2a011232P3, Lflavo2a011232P5, Lflavo2a011232P2	NP_648489.1, NP_729730.1
OG0003029	Lflavo2a007133P4, Lflavo2a007133P1, Lflavo2a007133P3, Lflavo2a007133P2	NP_001259172.1, NP_569981.1, NP_726792.1, NP_001259173.1
OG0003030	Lflavo2a009984P1, Lflavo2a009984P2	NP_001260355.1, NP_523539.2
OG0003032	Lflavo2a005856P1	NP_723274.1, NP_001260196.1, NP_609118.1, NP_001260193.1, NP_001260194.1, NP_001260195.1
OG0003033	Lflavo2a012632P1	NP_001262296.1, NP_649572.4, NP_730984.1
OG0003034	Lflavo2a005208P1	NP_001245710.1, NP_476891.1, NP_001245708.1, NP_001245709.1
OG0003035	Lflavo2a011214P1	NP_001162829.1, NP_001259079.1, NP_001162830.1
OG0003036	Lflavo2a000192P1	NP_523551.1
OG0003037	Lflavo2a013631P2	NP_650472.2
OG0003038	Lflavo2a011954P1	NP_001259153.1, NP_569962.2
OG0003039	Lflavo2a010742P1	NP_001247152.1, NP_524385.2, NP_732229.1, NP_732230.1
OG0003041	Lflavo2a012141P1	NP_001163042.1, NP_724363.1
OG0003043	Lflavo2a008700P1	NP_001036627.2, NP_001036628.2, NP_001036629.2, NP_001163498.1
OG0003044	Lflavo2a009564P1	NP_001097472.3, NP_001137858.1, NP_001137859.1, NP_612000.3
OG0003045	Lflavo2a013035P1	NP_001286645.1, NP_995908.2
OG0003046	Lflavo2a003606P1	NP_001163295.1, NP_001286849.1, NP_726461.1, NP_611938.2
OG0003047	Lflavo2a005033P1	NP_001188976.1, NP_611412.1
OG0003048	Lflavo2a010984P2, Lflavo2a010984P1, Lflavo2a010984P4	NP_649841.1, NP_996185.1
OG0003049	Lflavo2a000849P1, Lflavo2a000849P2, Lflavo2a000849P3	NP_001303539.1, NP_788708.2
OG0003050	Lflavo2a006028P1	NP_001262942.1, NP_651315.2, NP_733064.2, NP_001356924.1
OG0003051	Lflavo2a000678P1	NP_001034070.1, NP_001034071.1, NP_001287542.1
OG0003052	Lflavo2a005909P1	NP_608954.1, NP_723114.1
OG0003053	Lflavo2a002926P1, Lflavo2a002926P2	NP_001286415.1, NP_610947.3, NP_725373.2
OG0003054	Lflavo2a012268P1	NP_001033867.1, NP_001162847.1, NP_001245827.1, NP_608549.2
OG0003055	Lflavo2a007660P1	NP_001286873.1, NP_001286872.1, NP_523859.2, NP_726505.1, NP_726504.2
OG0003056	Lflavo2a001019P4, Lflavo2a001019P1, Lflavo2a001019P2, Lflavo2a001019P3	NP_001246702.1, NP_651973.4
OG0003059	Lflavo2a009750P1	NP_608618.1, NP_722727.1
OG0003060	Lflavo2a013441P1	NP_001260049.1, NP_001260050.1, NP_001260051.1, NP_608863.2
OG0003061	Lflavo2a010026P1	NP_609080.1, NP_723224.2
OG0003062	Lflavo2a003219P1	NP_001014749.1, NP_573220.2, NP_001097011.1, NP_001259646.1
OG0003063	Lflavo2a002999P1	NP_001260434.1, NP_609611.1
OG0003064	Lflavo2a007041P1, Lflavo2a007041P2	NP_001036286.1, NP_001285513.1, NP_001036287.1, NP_001138224.1
OG0003065	Lflavo2a001490P1	NP_001246667.1, NP_001261578.1, NP_001246668.1, NP_648218.2
OG0003066	Lflavo2a014001P1	NP_728519.1, NP_001261203.1, NP_524822.1, NP_728518.1, NP_001356971.1
OG0003067	Lflavo2a011087P1, Lflavo2a012848P1, Lflavo2a012848P3, Lflavo2a012848P2	NP_649313.1, NP_730629.1
OG0003068	Lflavo2a013153P1	NP_001261167.1, NP_001261168.1, NP_523845.2
OG0003069	Lflavo2a005928P1	NP_001163282.1, NP_611842.1
OG0003070	Lflavo2a006013P1	NP_001163686.1, NP_651049.3, NP_732744.1
OG0003071	Lflavo2a013621P1	NP_610425.1
OG0003073	Lflavo2a005785P2, Lflavo2a005785P1, Lflavo2a005785P3	NP_001189177.2, NP_001287164.1, NP_649498.1, NP_730877.1
OG0003074	Lflavo2a007354P1	NP_001245758.1, NP_001285445.1, NP_608324.1, NP_728273.1, NP_651576.1
OG0003076	Lflavo2a010146P1	NP_648426.1
OG0003077	Lflavo2a007473P3, Lflavo2a007473P4, Lflavo2a007473P1, Lflavo2a007473P2	NP_001097883.2, NP_001163695.1, NP_001262857.1
OG0003078	Lflavo2a005974P1, Lflavo2a005974P2	NP_650582.1
OG0003079	Lflavo2a005156P1	NP_001246488.1, NP_611886.1
OG0003080	Lflavo2a001559P1	NP_611172.1, NP_001033936.1, NP_525108.2, NP_001259584.1, NP_542445.1
OG0003081	Lflavo2a003592P1	NP_649289.2, NP_730606.1, NP_996133.1, NP_730605.1
OG0003083	Lflavo2a012728P1, Lflavo2a012728P2, Lflavo2a012728P4, Lflavo2a012728P3	NP_648493.3, NP_001137934.1, NP_996057.3
OG0003084	Lflavo2a009613P1	NP_569921.1, NP_726743.1
OG0003085	Lflavo2a012045P1	NP_001259412.1, NP_727428.1
OG0003086	Lflavo2a011561P1	NP_476974.1
OG0003087	Lflavo2a012297P1	NP_001262897.1, NP_001262898.1, NP_732944.2, NP_732945.1, NP_732942.1, NP_732943.1
OG0003089	Lflavo2a010240P1	NP_476848.1
OG0003090	Lflavo2a001167P1	NP_001014665.1, NP_001014666.1, NP_001014667.1, NP_001163732.1, NP_651408.1
OG0003091	Lflavo2a002154P1, Lflavo2a012318P1	NP_001246451.1, NP_611592.2
OG0003092	Lflavo2a006031P1	NP_650191.1, NP_996201.1
OG0003093	Lflavo2a001646P1, Lflavo2a004996P1, Lflavo2a004994P1	NP_649415.2
OG0003094	Lflavo2a000476P1	NP_511084.2, NP_996377.1, NP_001096905.1, NP_001162701.1, NP_001259330.1, NP_001259329.1
OG0003096	Lflavo2a009759P1	NP_001163767.1, NP_001287353.1, NP_001287354.1, NP_732114.1, NP_732115.1, NP_732113.3
OG0003097	Lflavo2a007600P1, Lflavo2a007600P6, Lflavo2a007600P8, Lflavo2a007600P2, Lflavo2a007600P7	NP_001284978.1, NP_572389.1
OG0003098	Lflavo2a008189P1, Lflavo2a008189P2	NP_001262243.1, NP_001262244.1, NP_649438.1, NP_730785.1
OG0003099	Lflavo2a000681P2	NP_001246757.1, NP_524069.2, NP_729978.1, NP_001286628.1, NP_001286629.1, NP_611468.1
