Orthogroup	Liostenogaster_flavolineata	Polistes_dominula
OG0002108	Lflavo2a000648P1	lcl|NW_015148990.1_prot_XP_015174595.1_7010, lcl|NW_015148990.1_prot_XP_015174596.1_7011, lcl|NW_015148990.1_prot_XP_015174597.1_7012, lcl|NW_015148990.1_prot_XP_015174598.1_7013, lcl|NW_015148990.1_prot_XP_015174599.1_7014
OG0002109	Lflavo2a011886P1, Lflavo2a011886P2	lcl|NW_015148990.1_prot_XP_015174740.1_7087
OG0002110	Lflavo2a013238P1, Lflavo2a013238P2	lcl|NW_015149095.1_prot_XP_015187432.1_18585, lcl|NW_015149095.1_prot_XP_015187428.1_18586, lcl|NW_015149095.1_prot_XP_015187429.1_18587, lcl|NW_015149095.1_prot_XP_015187430.1_18588, lcl|NW_015149095.1_prot_XP_015187431.1_18589
OG0002111	Lflavo2a009063P1, Lflavo2a009063P2	lcl|NW_015149021.1_prot_XP_015181102.1_12935
OG0002112	Lflavo2a013340P1	lcl|NW_015149083.1_prot_XP_015186721.1_17928, lcl|NW_015149083.1_prot_XP_015186722.1_17929, lcl|NW_015149083.1_prot_XP_015186723.1_17930, lcl|NW_015149083.1_prot_XP_015186724.1_17931
OG0002113	Lflavo2a012602P1	lcl|NW_015149054.1_prot_XP_015184686.1_16136, lcl|NW_015149054.1_prot_XP_015184687.1_16137
OG0002114	Lflavo2a003614P1	lcl|NW_015149045.1_prot_XP_015183868.1_15419, lcl|NW_015149045.1_prot_XP_015183869.1_15420
OG0002115	Lflavo2a000307P3, Lflavo2a000307P1, Lflavo2a000307P2	lcl|NW_015148979.1_prot_XP_015171804.1_4686, lcl|NW_015148979.1_prot_XP_015171803.1_4685, lcl|NW_015148979.1_prot_XP_015171802.1_4684, lcl|NW_015148979.1_prot_XP_015171801.1_4687
OG0002116	Lflavo2a000104P1	lcl|NW_015149076.1_prot_XP_015186349.1_17622, lcl|NW_015149076.1_prot_XP_015186348.1_17623, lcl|NW_015149076.1_prot_XP_015186350.1_17624
OG0002117	Lflavo2a002019P1	lcl|NW_015149035.1_prot_XP_015182749.1_14428, lcl|NW_015149035.1_prot_XP_015182745.1_14429, lcl|NW_015149035.1_prot_XP_015182746.1_14430
OG0002118	Lflavo2a002018P3	lcl|NW_015149069.1_prot_XP_015185853.1_17196
OG0002118	Lflavo2a002018P2	lcl|NW_015149069.1_prot_XP_015185854.1_17195
OG0002119	Lflavo2a014231P1	lcl|NW_015149013.1_prot_XP_015179801.1_11501, lcl|NW_015149013.1_prot_XP_015179799.1_11502
OG0002120	Lflavo2a005403P1	lcl|NW_015148977.1_prot_XP_015171360.1_4108, lcl|NW_015148977.1_prot_XP_015171359.1_4109
OG0002121	Lflavo2a001905P1, Lflavo2a001905P2	lcl|NW_015148998.1_prot_XP_015176602.1_8720
OG0002122	Lflavo2a010191P1, Lflavo2a010191P2	lcl|NW_015148974.1_prot_XP_015190922.1_2901, lcl|NW_015148974.1_prot_XP_015190920.1_2902, lcl|NW_015148974.1_prot_XP_015190921.1_2903
OG0002123	Lflavo2a010251P2	lcl|NW_015148974.1_prot_XP_015190957.1_2891, lcl|NW_015148974.1_prot_XP_015190958.1_2892, lcl|NW_015148974.1_prot_XP_015190959.1_2893
OG0002124	Lflavo2a011498P1	lcl|NW_015149010.1_prot_XP_015179018.1_10833, lcl|NW_015149010.1_prot_XP_015179019.1_10834, lcl|NW_015149010.1_prot_XP_015179020.1_10835, lcl|NW_015149010.1_prot_XP_015179021.1_10836, lcl|NW_015149010.1_prot_XP_015179022.1_10837, lcl|NW_015149010.1_prot_XP_015179023.1_10838, lcl|NW_015149010.1_prot_XP_015179024.1_10839, lcl|NW_015149010.1_prot_XP_015179025.1_10840
OG0002125	Lflavo2a000984P1, Lflavo2a000984P2	lcl|NW_015148981.1_prot_XP_015172600.1_5275, lcl|NW_015148981.1_prot_XP_015172599.1_5276
OG0002127	Lflavo2a006476P1	lcl|NW_015148981.1_prot_XP_015172544.1_5237, lcl|NW_015148981.1_prot_XP_015172542.1_5234, lcl|NW_015148981.1_prot_XP_015172539.1_5233, lcl|NW_015148981.1_prot_XP_015172540.1_5236, lcl|NW_015148981.1_prot_XP_015172541.1_5235
OG0002128	Lflavo2a003609P1	lcl|NW_015148973.1_prot_XP_015188376.1_1985, lcl|NW_015148973.1_prot_XP_015188386.1_1984, lcl|NW_015148973.1_prot_XP_015188394.1_1986
OG0002129	Lflavo2a013855P1	lcl|NW_015148975.1_prot_XP_015191273.1_3296, lcl|NW_015148975.1_prot_XP_015191276.1_3295, lcl|NW_015148975.1_prot_XP_015191274.1_3294
OG0002130	Lflavo2a001999P1	lcl|NW_015148986.1_prot_XP_015173838.1_6308, lcl|NW_015148986.1_prot_XP_015173839.1_6305, lcl|NW_015148986.1_prot_XP_015173836.1_6306, lcl|NW_015148986.1_prot_XP_015173837.1_6307
OG0002131	Lflavo2a001997P1	lcl|NW_015148986.1_prot_XP_015173788.1_6310, lcl|NW_015148986.1_prot_XP_015173789.1_6311, lcl|NW_015148986.1_prot_XP_015173790.1_6312, lcl|NW_015148986.1_prot_XP_015173791.1_6313
OG0002132	Lflavo2a010282P1	lcl|NW_015149064.1_prot_XP_015185448.1_16849
OG0002133	Lflavo2a006479P1	lcl|NW_015148976.1_prot_XP_015191705.1_3650
OG0002134	Lflavo2a005744P1, Lflavo2a005744P2	lcl|NW_015149143.1_prot_XP_015188835.1_19885, lcl|NW_015149143.1_prot_XP_015188836.1_19886
OG0002135	Lflavo2a002713P1	lcl|NW_015148971.1_prot_XP_015178260.1_1262, lcl|NW_015148971.1_prot_XP_015178269.1_1263, lcl|NW_015148971.1_prot_XP_015178251.1_1264
OG0002136	Lflavo2a002717P1	lcl|NW_015149054.1_prot_XP_015184641.1_16097, lcl|NW_015149054.1_prot_XP_015184642.1_16098, lcl|NW_015149054.1_prot_XP_015184643.1_16099
OG0002137	Lflavo2a008798P1	lcl|NW_015149010.1_prot_XP_015178963.1_10891
OG0002137	Lflavo2a002065P1	lcl|NW_015149047.1_prot_XP_015183953.1_15490
OG0002138	Lflavo2a009469P1	lcl|NW_015148995.1_prot_XP_015175899.1_8179, lcl|NW_015148995.1_prot_XP_015175900.1_8180, lcl|NW_015148995.1_prot_XP_015175901.1_8181
OG0002139	Lflavo2a001636P1, Lflavo2a001654P1	lcl|NW_015148973.1_prot_XP_015188734.1_2199, lcl|NW_015148973.1_prot_XP_015188747.1_2200, lcl|NW_015148973.1_prot_XP_015188756.1_2201
OG0002140	Lflavo2a013223P1, Lflavo2a013223P2	lcl|NW_015148975.1_prot_XP_015191333.1_3525
OG0002140	Lflavo2a009191P1, Lflavo2a009247P1	lcl|NW_015148975.1_prot_XP_015190976.1_3159
OG0002141	Lflavo2a007884P1, Lflavo2a007884P2	lcl|NW_015149015.1_prot_XP_015180127.1_11907, lcl|NW_015149015.1_prot_XP_015180128.1_11908
OG0002142	Lflavo2a014007P1	lcl|NW_015148970.1_prot_XP_015171430.1_247, lcl|NW_015148970.1_prot_XP_015171422.1_248, lcl|NW_015148970.1_prot_XP_015171438.1_249
OG0002143	Lflavo2a004034P1	lcl|NW_015148970.1_prot_XP_015173621.1_713, lcl|NW_015148970.1_prot_XP_015173615.1_711, lcl|NW_015148970.1_prot_XP_015173608.1_710, lcl|NW_015148970.1_prot_XP_015173605.1_712
OG0002144	Lflavo2a013476P1	lcl|NW_015148991.1_prot_XP_015175137.1_7621, lcl|NW_015148991.1_prot_XP_015175138.1_7622, lcl|NW_015148991.1_prot_XP_015175139.1_7623, lcl|NW_015148991.1_prot_XP_015175140.1_7624
OG0002145	Lflavo2a009601P1	lcl|NW_015148975.1_prot_XP_015191176.1_3535, lcl|NW_015148975.1_prot_XP_015191175.1_3536
OG0002146	Lflavo2a004946P1	lcl|NW_015149110.1_prot_XP_015187955.1_19081
OG0002147	Lflavo2a012416P1, Lflavo2a001304P1	lcl|NW_015149029.1_prot_XP_015182152.1_13914
OG0002148	Lflavo2a012596P7, Lflavo2a012596P6, Lflavo2a012596P4, Lflavo2a012596P3, Lflavo2a012596P1, Lflavo2a012596P2, Lflavo2a012596P5	lcl|NW_015148981.1_prot_XP_015172613.1_5285
OG0002150	Lflavo2a003472P1	lcl|NW_015149008.1_prot_XP_015178546.1_10495, lcl|NW_015149008.1_prot_XP_015178547.1_10496, lcl|NW_015149008.1_prot_XP_015178548.1_10497, lcl|NW_015149008.1_prot_XP_015178549.1_10498
OG0002151	Lflavo2a006102P1	lcl|NW_015148977.1_prot_XP_015171300.1_3833, lcl|NW_015148977.1_prot_XP_015171301.1_3834
OG0002152	Lflavo2a013122P1, Lflavo2a008392P1	lcl|NW_015149004.1_prot_XP_015177586.1_9819, lcl|NW_015149004.1_prot_XP_015177587.1_9820, lcl|NW_015149004.1_prot_XP_015177588.1_9821, lcl|NW_015149004.1_prot_XP_015177589.1_9822
OG0002153	Lflavo2a012561P1	lcl|NW_015149078.1_prot_XP_015186390.1_17675, lcl|NW_015149078.1_prot_XP_015186391.1_17676
OG0002154	Lflavo2a006586P1	lcl|NW_015148982.1_prot_XP_015172944.1_5453, lcl|NW_015148982.1_prot_XP_015172945.1_5454, lcl|NW_015148982.1_prot_XP_015172946.1_5455, lcl|NW_015148982.1_prot_XP_015172948.1_5452, lcl|NW_015148982.1_prot_XP_015172947.1_5450, lcl|NW_015148982.1_prot_XP_015172949.1_5451
OG0002155	Lflavo2a006209P1	lcl|NW_015149005.1_prot_XP_015177883.1_10029, lcl|NW_015149005.1_prot_XP_015177878.1_10025, lcl|NW_015149005.1_prot_XP_015177879.1_10026, lcl|NW_015149005.1_prot_XP_015177880.1_10027, lcl|NW_015149005.1_prot_XP_015177882.1_10028
OG0002156	Lflavo2a012751P1	lcl|NW_015149112.1_prot_XP_015188008.1_19192, lcl|NW_015149112.1_prot_XP_015188007.1_19193
OG0002157	Lflavo2a006091P1	lcl|NW_015148999.1_prot_XP_015176655.1_9159, lcl|NW_015148999.1_prot_XP_015176654.1_9160
OG0002158	Lflavo2a006318P1	lcl|NW_015149010.1_prot_XP_015179026.1_10942, lcl|NW_015149010.1_prot_XP_015179027.1_10943, lcl|NW_015149010.1_prot_XP_015179029.1_10944
OG0002159	Lflavo2a005377P1	lcl|NW_015149039.1_prot_XP_015183215.1_14863, lcl|NW_015149039.1_prot_XP_015183216.1_14864
OG0002160	Lflavo2a014115P1	lcl|NW_015148999.1_prot_XP_015176800.1_8911, lcl|NW_015148999.1_prot_XP_015176801.1_8912
OG0002161	Lflavo2a008246P1	lcl|NW_015148989.1_prot_XP_015174515.1_6941, lcl|NW_015148989.1_prot_XP_015174516.1_6942
OG0002162	Lflavo2a004286P1	lcl|NW_015148976.1_prot_XP_015191824.1_3687
OG0002163	Lflavo2a000722P1	lcl|NW_015149072.1_prot_XP_015186031.1_17324
OG0002164	Lflavo2a009254P1, Lflavo2a009254P2	lcl|NW_015149070.1_prot_XP_015185968.1_17272
OG0002165	Lflavo2a007202P1	lcl|NW_015148990.1_prot_XP_015174716.1_7191, lcl|NW_015148990.1_prot_XP_015174717.1_7192, lcl|NW_015148990.1_prot_XP_015174718.1_7193
OG0002166	Lflavo2a004848P1, Lflavo2a004848P2	lcl|NW_015149075.1_prot_XP_015186273.1_17528, lcl|NW_015149075.1_prot_XP_015186274.1_17529
OG0002167	Lflavo2a009862P1	lcl|NW_015149082.1_prot_XP_015186617.1_17875, lcl|NW_015149082.1_prot_XP_015186618.1_17876
OG0002168	Lflavo2a006158P6, Lflavo2a006158P4, Lflavo2a006158P3, Lflavo2a006158P5	lcl|NW_015148991.1_prot_XP_015174963.1_7414, lcl|NW_015148991.1_prot_XP_015174965.1_7415, lcl|NW_015148991.1_prot_XP_015174964.1_7416
OG0002169	Lflavo2a007538P1, Lflavo2a007538P2	lcl|NW_015148979.1_prot_XP_015171971.1_4734, lcl|NW_015148979.1_prot_XP_015171972.1_4735
OG0002170	Lflavo2a003076P1	lcl|NW_015148994.1_prot_XP_015175799.1_8028
OG0002171	Lflavo2a010938P1	lcl|NW_015148983.1_prot_XP_015173139.1_5715, lcl|NW_015148983.1_prot_XP_015173136.1_5717, lcl|NW_015148983.1_prot_XP_015173137.1_5718, lcl|NW_015148983.1_prot_XP_015173140.1_5714, lcl|NW_015148983.1_prot_XP_015173138.1_5716
OG0002172	Lflavo2a012172P1	lcl|NW_015149074.1_prot_XP_015186104.1_17427, lcl|NW_015149074.1_prot_XP_015186106.1_17429, lcl|NW_015149074.1_prot_XP_015186105.1_17428
OG0002173	Lflavo2a000609P2, Lflavo2a000609P1, Lflavo2a000609P3	lcl|NW_015148973.1_prot_XP_015189303.1_2589, lcl|NW_015148973.1_prot_XP_015189307.1_2590
OG0002174	Lflavo2a008013P3, Lflavo2a008013P2, Lflavo2a008013P1	lcl|NW_015148994.1_prot_XP_015175787.1_7972, lcl|NW_015148994.1_prot_XP_015175585.1_7971
OG0002175	Lflavo2a010094P1	lcl|NW_015149016.1_prot_XP_015180313.1_12151, lcl|NW_015149016.1_prot_XP_015180314.1_12152, lcl|NW_015149016.1_prot_XP_015180315.1_12153, lcl|NW_015149016.1_prot_XP_015180316.1_12154, lcl|NW_015149016.1_prot_XP_015180317.1_12155, lcl|NW_015149016.1_prot_XP_015180318.1_12156, lcl|NW_015149016.1_prot_XP_015180319.1_12157
OG0002176	Lflavo2a010125P1, Lflavo2a010125P2, Lflavo2a010125P3	lcl|NW_015149070.1_prot_XP_015185978.1_17284, lcl|NW_015149070.1_prot_XP_015185979.1_17285, lcl|NW_015149070.1_prot_XP_015185980.1_17286
OG0002177	Lflavo2a012984P1	lcl|NW_015148972.1_prot_XP_015185766.1_1317, lcl|NW_015148972.1_prot_XP_015185775.1_1318
OG0002178	Lflavo2a013749P3, Lflavo2a013749P1, Lflavo2a013749P2	lcl|NW_015149011.1_prot_XP_015179209.1_11208, lcl|NW_015149011.1_prot_XP_015179210.1_11209
OG0002179	Lflavo2a005307P1, Lflavo2a005307P2, Lflavo2a005307P3	lcl|NW_015149038.1_prot_XP_015183026.1_14656, lcl|NW_015149038.1_prot_XP_015183027.1_14657
OG0002180	Lflavo2a008680P1	lcl|NW_015148972.1_prot_XP_015181956.1_1622, lcl|NW_015148972.1_prot_XP_015181975.1_1621, lcl|NW_015148972.1_prot_XP_015181967.1_1620
OG0002181	Lflavo2a011502P1, Lflavo2a011502P2, Lflavo2a011502P3, Lflavo2a011502P4, Lflavo2a011502P5	lcl|NW_015148997.1_prot_XP_015176313.1_8590, lcl|NW_015148997.1_prot_XP_015176314.1_8591
OG0002182	Lflavo2a000111P1	lcl|NW_015148976.1_prot_XP_015191708.1_3587
OG0002182	Lflavo2a000083P1	lcl|NW_015148976.1_prot_XP_015191709.1_3586
OG0002183	Lflavo2a003840P1	lcl|NW_015149006.1_prot_XP_015178002.1_10063, lcl|NW_015149006.1_prot_XP_015178003.1_10064, lcl|NW_015149006.1_prot_XP_015178004.1_10065, lcl|NW_015149006.1_prot_XP_015178005.1_10066, lcl|NW_015149006.1_prot_XP_015178006.1_10067
OG0002184	Lflavo2a004354P1	lcl|NW_015149162.1_prot_XP_015189246.1_20232, lcl|NW_015149162.1_prot_XP_015189247.1_20233
OG0002185	Lflavo2a009331P1	lcl|NW_015148998.1_prot_XP_015176606.1_8707, lcl|NW_015148998.1_prot_XP_015176605.1_8708
OG0002186	Lflavo2a007879P1, Lflavo2a007879P2	lcl|NW_015148996.1_prot_XP_015175995.1_8433, lcl|NW_015148996.1_prot_XP_015175996.1_8434
OG0002187	Lflavo2a008809P3, Lflavo2a008809P1, Lflavo2a008809P2	lcl|NW_015149131.1_prot_XP_015188623.1_19697, lcl|NW_015149131.1_prot_XP_015188622.1_19695, lcl|NW_015149131.1_prot_XP_015188624.1_19696
OG0002188	Lflavo2a004810P1	lcl|NW_015148975.1_prot_XP_015191360.1_3353, lcl|NW_015148975.1_prot_XP_015191361.1_3354, lcl|NW_015148975.1_prot_XP_015191363.1_3355, lcl|NW_015148975.1_prot_XP_015191364.1_3356, lcl|NW_015148975.1_prot_XP_015191365.1_3357
OG0002189	Lflavo2a008607P1	lcl|NW_015149050.1_prot_XP_015184261.1_15821, lcl|NW_015149050.1_prot_XP_015184263.1_15822
OG0002190	Lflavo2a012531P3, Lflavo2a012531P1, Lflavo2a012531P2	lcl|NW_015148975.1_prot_XP_015191395.1_3177, lcl|NW_015148975.1_prot_XP_015191396.1_3178, lcl|NW_015148975.1_prot_XP_015191397.1_3179
OG0002192	Lflavo2a000030P1	lcl|NW_015149014.1_prot_XP_015179939.1_11775
OG0002193	Lflavo2a006951P1	lcl|NW_015148982.1_prot_XP_015172952.1_5537, lcl|NW_015148982.1_prot_XP_015172953.1_5538
OG0002194	Lflavo2a004191P1	lcl|NW_015148986.1_prot_XP_015173767.1_6211, lcl|NW_015148986.1_prot_XP_015173766.1_6212, lcl|NW_015148986.1_prot_XP_015173765.1_6213
OG0002195	Lflavo2a012183P1	lcl|NW_015148988.1_prot_XP_015174166.1_6746, lcl|NW_015148988.1_prot_XP_015174165.1_6747
OG0002196	Lflavo2a012470P1	lcl|NW_015148987.1_prot_XP_015173888.1_6617
OG0002198	Lflavo2a004648P1, Lflavo2a004648P2	lcl|NW_015149013.1_prot_XP_015179756.1_11660, lcl|NW_015149013.1_prot_XP_015179757.1_11661, lcl|NW_015149013.1_prot_XP_015179758.1_11662
OG0002199	Lflavo2a004621P1	lcl|NW_015148972.1_prot_XP_015186172.1_1650
OG0002200	Lflavo2a010587P1	lcl|NW_015148990.1_prot_XP_015174875.1_7244, lcl|NW_015148990.1_prot_XP_015174873.1_7245, lcl|NW_015148990.1_prot_XP_015174874.1_7246
OG0002201	Lflavo2a010379P1	lcl|NW_015148977.1_prot_XP_015171108.1_4005, lcl|NW_015148977.1_prot_XP_015171109.1_4006
OG0002203	Lflavo2a013956P1	lcl|NW_015149007.1_prot_XP_015178198.1_10270
OG0002204	Lflavo2a002007P1	lcl|NW_015149055.1_prot_XP_015184702.1_16272, lcl|NW_015149055.1_prot_XP_015184704.1_16275, lcl|NW_015149055.1_prot_XP_015184703.1_16273, lcl|NW_015149055.1_prot_XP_015184701.1_16274
OG0002205	Lflavo2a004637P1, Lflavo2a010137P1	lcl|NW_015148999.1_prot_XP_015176659.1_9170, lcl|NW_015148999.1_prot_XP_015176661.1_9171, lcl|NW_015148999.1_prot_XP_015176662.1_9172
OG0002206	Lflavo2a004387P1	lcl|NW_015148998.1_prot_XP_015176580.1_8770, lcl|NW_015148998.1_prot_XP_015176581.1_8771, lcl|NW_015148998.1_prot_XP_015176582.1_8772
OG0002207	Lflavo2a002300P4, Lflavo2a002300P6, Lflavo2a002300P3, Lflavo2a002300P1, Lflavo2a002300P2, Lflavo2a002300P5	lcl|NW_015149086.1_prot_XP_015186884.1_18114, lcl|NW_015149086.1_prot_XP_015186885.1_18115
OG0002208	Lflavo2a008193P1	lcl|NW_015149010.1_prot_XP_015178823.1_10784
OG0002209	Lflavo2a005082P1	lcl|NW_015149084.1_prot_XP_015186797.1_18021
OG0002210	Lflavo2a003179P2, Lflavo2a003179P3	lcl|NW_015149055.1_prot_XP_015184834.1_16146, lcl|NW_015149055.1_prot_XP_015184831.1_16145, lcl|NW_015149055.1_prot_XP_015184832.1_16147
OG0002211	Lflavo2a000159P3, Lflavo2a000159P1, Lflavo2a000159P2	lcl|NW_015149023.1_prot_XP_015181502.1_13292
OG0002212	Lflavo2a000163P1	lcl|NW_015149023.1_prot_XP_015181503.1_13288, lcl|NW_015149023.1_prot_XP_015181504.1_13289, lcl|NW_015149023.1_prot_XP_015181505.1_13290, lcl|NW_015149023.1_prot_XP_015181506.1_13291
OG0002213	Lflavo2a007010P1	lcl|NW_015149047.1_prot_XP_015184008.1_15586, lcl|NW_015149047.1_prot_XP_015184007.1_15587
OG0002215	Lflavo2a001685P1, Lflavo2a001685P2, Lflavo2a001685P3	lcl|NW_015148980.1_prot_XP_015172508.1_5190
OG0002216	Lflavo2a001099P1, Lflavo2a001099P2	lcl|NW_015148970.1_prot_XP_015181514.1_652, lcl|NW_015148970.1_prot_XP_015181384.1_653
OG0002217	Lflavo2a008888P1	lcl|NW_015149015.1_prot_XP_015179983.1_11995
OG0002218	Lflavo2a011469P1	lcl|NW_015149075.1_prot_XP_015186271.1_17602, lcl|NW_015149075.1_prot_XP_015186272.1_17603
OG0002219	Lflavo2a010368P2, Lflavo2a010368P1, Lflavo2a010368P3	lcl|NW_015149049.1_prot_XP_015184224.1_15720, lcl|NW_015149049.1_prot_XP_015184223.1_15721, lcl|NW_015149049.1_prot_XP_015184226.1_15723, lcl|NW_015149049.1_prot_XP_015184225.1_15722
OG0002220	Lflavo2a003251P1	lcl|NW_015149020.1_prot_XP_015181074.1_12870
OG0002221	Lflavo2a006141P1	lcl|NW_015149055.1_prot_XP_015184789.1_16286
OG0002222	Lflavo2a005502P1	lcl|NW_015148980.1_prot_XP_015172209.1_4903, lcl|NW_015148980.1_prot_XP_015172210.1_4904
OG0002223	Lflavo2a010994P1	lcl|NW_015149084.1_prot_XP_015186752.1_17987, lcl|NW_015149084.1_prot_XP_015186753.1_17988, lcl|NW_015149084.1_prot_XP_015186751.1_17989, lcl|NW_015149084.1_prot_XP_015186750.1_17990
OG0002224	Lflavo2a011729P1	lcl|NW_015149093.1_prot_XP_015187265.1_18468, lcl|NW_015149093.1_prot_XP_015187267.1_18469, lcl|NW_015149093.1_prot_XP_015187266.1_18470
OG0002225	Lflavo2a010273P1	lcl|NW_015148973.1_prot_XP_015190121.1_1903, lcl|NW_015148973.1_prot_XP_015190122.1_1904
OG0002226	Lflavo2a001835P1	lcl|NW_015148990.1_prot_XP_015174711.1_7187
OG0002227	Lflavo2a008044P3, Lflavo2a008044P4, Lflavo2a008044P1, Lflavo2a008044P2	lcl|NW_015149036.1_prot_XP_015182863.1_14469, lcl|NW_015149036.1_prot_XP_015182862.1_14470, lcl|NW_015149036.1_prot_XP_015182864.1_14471
OG0002228	Lflavo2a009410P1	lcl|NW_015149023.1_prot_XP_015181428.1_13201, lcl|NW_015149023.1_prot_XP_015181427.1_13202
OG0002229	Lflavo2a013435P1	lcl|NW_015149015.1_prot_XP_015180182.1_11922
OG0002230	Lflavo2a010194P1, Lflavo2a010245P1	lcl|NW_015149068.1_prot_XP_015185773.1_17077, lcl|NW_015149068.1_prot_XP_015185771.1_17078, lcl|NW_015149068.1_prot_XP_015185772.1_17079
OG0002231	Lflavo2a013020P1	lcl|NW_015149003.1_prot_XP_015177484.1_9657
OG0002232	Lflavo2a009957P1	lcl|NW_015148973.1_prot_XP_015190374.1_2544, lcl|NW_015148973.1_prot_XP_015190370.1_2545, lcl|NW_015148973.1_prot_XP_015190371.1_2546, lcl|NW_015148973.1_prot_XP_015190372.1_2547, lcl|NW_015148973.1_prot_XP_015190373.1_2548
OG0002233	Lflavo2a001852P1	lcl|NW_015148991.1_prot_XP_015175032.1_7436, lcl|NW_015148991.1_prot_XP_015175034.1_7437, lcl|NW_015148991.1_prot_XP_015175036.1_7439, lcl|NW_015148991.1_prot_XP_015175033.1_7438
OG0002235	Lflavo2a003791P1	lcl|NW_015149001.1_prot_XP_015177133.1_9362
OG0002236	Lflavo2a012659P1	lcl|NW_015149100.1_prot_XP_015187619.1_18805, lcl|NW_015149100.1_prot_XP_015187620.1_18806, lcl|NW_015149100.1_prot_XP_015187621.1_18807, lcl|NW_015149100.1_prot_XP_015187622.1_18808, lcl|NW_015149100.1_prot_XP_015187623.1_18809
OG0002237	Lflavo2a001138P2	lcl|NW_015149050.1_prot_XP_015184335.1_15785, lcl|NW_015149050.1_prot_XP_015184331.1_15786, lcl|NW_015149050.1_prot_XP_015184332.1_15787, lcl|NW_015149050.1_prot_XP_015184333.1_15788, lcl|NW_015149050.1_prot_XP_015184334.1_15789
OG0002238	Lflavo2a012875P1	lcl|NW_015149055.1_prot_XP_015184727.1_16229
OG0002239	Lflavo2a004647P1, Lflavo2a004647P2	lcl|NW_015148979.1_prot_XP_015172075.1_4792, lcl|NW_015148979.1_prot_XP_015172076.1_4793
OG0002240	Lflavo2a010075P1	lcl|NW_015149070.1_prot_XP_015185944.1_17223, lcl|NW_015149070.1_prot_XP_015185945.1_17224
OG0002241	Lflavo2a006145P1	lcl|NW_015148988.1_prot_XP_015174264.1_6873, lcl|NW_015148988.1_prot_XP_015174265.1_6874
OG0002242	Lflavo2a006463P1	lcl|NW_015148976.1_prot_XP_015191662.1_3621
OG0002243	Lflavo2a002988P1	lcl|NW_015149063.1_prot_XP_015185351.1_16768
OG0002245	Lflavo2a005839P2, Lflavo2a005839P1, Lflavo2a005839P3	lcl|NW_015149111.1_prot_XP_015187990.1_19111, lcl|NW_015149111.1_prot_XP_015187991.1_19112, lcl|NW_015149111.1_prot_XP_015187992.1_19113, lcl|NW_015149111.1_prot_XP_015187993.1_19114, lcl|NW_015149111.1_prot_XP_015187994.1_19115
OG0002246	Lflavo2a000146P1, Lflavo2a000146P2	lcl|NW_015149007.1_prot_XP_015178201.1_10148, lcl|NW_015149007.1_prot_XP_015178203.1_10149, lcl|NW_015149007.1_prot_XP_015178204.1_10150
OG0002247	Lflavo2a010604P1	lcl|NW_015149099.1_prot_XP_015187538.1_18705
OG0002247	Lflavo2a009664P1	lcl|NW_015148990.1_prot_XP_015174915.1_7340
OG0002248	Lflavo2a008924P1	lcl|NW_015148988.1_prot_XP_015174428.1_6725, lcl|NW_015148988.1_prot_XP_015174425.1_6722, lcl|NW_015148988.1_prot_XP_015174426.1_6723, lcl|NW_015148988.1_prot_XP_015174427.1_6724
OG0002249	Lflavo2a003776P1	lcl|NW_015149016.1_prot_XP_015180472.1_12257, lcl|NW_015149016.1_prot_XP_015180473.1_12258, lcl|NW_015149016.1_prot_XP_015180471.1_12256, lcl|NW_015149016.1_prot_XP_015180470.1_12254, lcl|NW_015149016.1_prot_XP_015180468.1_12255
OG0002250	Lflavo2a008666P1, Lflavo2a008666P2	lcl|NW_015148985.1_prot_XP_015173585.1_6047, lcl|NW_015148985.1_prot_XP_015173581.1_6046, lcl|NW_015148985.1_prot_XP_015173582.1_6048, lcl|NW_015148985.1_prot_XP_015173583.1_6049
OG0002251	Lflavo2a000760P1	lcl|NW_015148987.1_prot_XP_015174007.1_6561, lcl|NW_015148987.1_prot_XP_015174008.1_6562
OG0002252	Lflavo2a003216P1, Lflavo2a003216P2	lcl|NW_015149047.1_prot_XP_015184107.1_15508, lcl|NW_015149047.1_prot_XP_015184108.1_15509, lcl|NW_015149047.1_prot_XP_015184109.1_15510
OG0002253	Lflavo2a009043P1, Lflavo2a009043P2	lcl|NW_015148973.1_prot_XP_015188895.1_2616
OG0002254	Lflavo2a013596P1, Lflavo2a013596P2	lcl|NW_015149007.1_prot_XP_015178167.1_10344
OG0002255	Lflavo2a005906P1, Lflavo2a005906P2	lcl|NW_015149034.1_prot_XP_015182601.1_14308, lcl|NW_015149034.1_prot_XP_015182604.1_14309, lcl|NW_015149034.1_prot_XP_015182598.1_14312, lcl|NW_015149034.1_prot_XP_015182599.1_14313, lcl|NW_015149034.1_prot_XP_015182600.1_14314, lcl|NW_015149034.1_prot_XP_015182603.1_14310, lcl|NW_015149034.1_prot_XP_015182602.1_14311
OG0002256	Lflavo2a005123P1	lcl|NW_015148984.1_prot_XP_015173278.1_5879, lcl|NW_015148984.1_prot_XP_015173280.1_5880
OG0002257	Lflavo2a009100P1	lcl|NW_015149011.1_prot_XP_015179178.1_11187, lcl|NW_015149011.1_prot_XP_015179179.1_11188, lcl|NW_015149011.1_prot_XP_015179180.1_11189, lcl|NW_015149011.1_prot_XP_015179181.1_11190, lcl|NW_015149011.1_prot_XP_015179183.1_11191, lcl|NW_015149011.1_prot_XP_015179184.1_11192
