Orthogroup	Liostenogaster_flavolineata	Vespula_vulgaris
OG0004142	Lflavo2a003115P4, Lflavo2a003115P1, Lflavo2a003115P2, Lflavo2a003115P3	KAF7398573.1
OG0004143	Lflavo2a002755P1	KAF7405148.1
OG0004144	Lflavo2a002819P1	KAF7403042.1
OG0004146	Lflavo2a009301P1	KAF7407386.1
OG0004147	Lflavo2a004149P1, Lflavo2a004149P2, Lflavo2a004103P1	KAF7392582.1, KAF7392584.1
OG0004148	Lflavo2a010401P1	KAF7378571.1
OG0004150	Lflavo2a013813P1	KAF7411121.1
OG0004151	Lflavo2a005110P1	KAF7398405.1
OG0004152	Lflavo2a005636P1	KAF7404672.1
OG0004154	Lflavo2a009974P1, Lflavo2a009976P1	KAF7408804.1
OG0004155	Lflavo2a001519P1	KAF7390963.1, KAF7390962.1
OG0004156	Lflavo2a010659P1	KAF7411503.1
OG0004157	Lflavo2a003399P1	KAF7408834.1
OG0004158	Lflavo2a011947P1	KAF7408805.1
OG0004159	Lflavo2a003843P3, Lflavo2a003843P1, Lflavo2a003843P2	KAF7408784.1
OG0004161	Lflavo2a004291P1	KAF7396412.1
OG0004162	Lflavo2a003330P1	KAF7391021.1
OG0004163	Lflavo2a008382P1	KAF7411243.1
OG0004164	Lflavo2a001988P1, Lflavo2a012541P1	KAF7386668.1
OG0004165	Lflavo2a008522P1	KAF7389329.1
OG0004166	Lflavo2a014240P1	KAF7390825.1
OG0004168	Lflavo2a004408P1	KAF7393173.1
OG0004169	Lflavo2a007151P1	KAF7395049.1
OG0004170	Lflavo2a008807P1	KAF7394513.1
OG0004170	Lflavo2a013758P1	KAF7395024.1
OG0004171	Lflavo2a012929P1	KAF7388793.1
OG0004172	Lflavo2a008526P1	KAF7407755.1
OG0004173	Lflavo2a007323P1, Lflavo2a007310P1	KAF7390728.1
OG0004175	Lflavo2a000745P1	KAF7400402.1
OG0004176	Lflavo2a010371P1	KAF7388854.1
OG0004177	Lflavo2a003610P1	KAF7411751.1
OG0004178	Lflavo2a009587P1	KAF7407957.1
OG0004179	Lflavo2a008416P1	KAF7408793.1
OG0004181	Lflavo2a011622P1, Lflavo2a011622P2	KAF7403013.1
OG0004182	Lflavo2a006049P1, Lflavo2a005947P1	KAF7407778.1
OG0004183	Lflavo2a004489P1	KAF7412603.1
OG0004184	Lflavo2a003029P1	KAF7407917.1
OG0004185	Lflavo2a009977P1	KAF7412076.1
OG0004186	Lflavo2a004307P1	KAF7405261.1
OG0004187	Lflavo2a000866P1	KAF7407990.1
OG0004187	Lflavo2a000353P1	KAF7407991.1
OG0004189	Lflavo2a003476P1	KAF7380863.1, KAF7380871.1
OG0004190	Lflavo2a002223P1, Lflavo2a006558P1	KAF7402939.1
OG0004191	Lflavo2a011247P1	KAF7387976.1
OG0004192	Lflavo2a002188P1, Lflavo2a002188P2	KAF7394948.1
OG0004193	Lflavo2a004962P1	KAF7408307.1
OG0004194	Lflavo2a003546P1	KAF7379367.1
OG0004195	Lflavo2a005740P1	KAF7400496.1
OG0004196	Lflavo2a005979P1	KAF7383420.1
OG0004197	Lflavo2a005244P1, Lflavo2a005235P1	KAF7391115.1
OG0004198	Lflavo2a002291P1	KAF7391267.1
OG0004199	Lflavo2a013298P1	KAF7389161.1
OG0004203	Lflavo2a007565P1	KAF7403087.1
OG0004204	Lflavo2a006497P1	KAF7380279.1
OG0004205	Lflavo2a006874P1	KAF7394750.1
OG0004206	Lflavo2a007764P1	KAF7382802.1
OG0004207	Lflavo2a013427P1	KAF7382676.1
OG0004209	Lflavo2a007751P1, Lflavo2a007751P2	KAF7382806.1
OG0004210	Lflavo2a013210P1	KAF7393142.1
OG0004211	Lflavo2a004208P1	KAF7408450.1
OG0004213	Lflavo2a002427P1	KAF7405506.1
OG0004214	Lflavo2a010031P1	KAF7383354.1
OG0004216	Lflavo2a010933P1	KAF7408845.1
OG0004217	Lflavo2a013556P1	KAF7386003.1
OG0004218	Lflavo2a000625P1, Lflavo2a000625P2	KAF7412677.1
OG0004219	Lflavo2a007083P1	KAF7412266.1
OG0004222	Lflavo2a003674P1	KAF7379042.1
OG0004223	Lflavo2a001253P1	KAF7400710.1
OG0004224	Lflavo2a001268P1	KAF7400707.1
OG0004225	Lflavo2a001291P1, Lflavo2a008683P1	KAF7405547.1
OG0004226	Lflavo2a001834P1	KAF7396488.1
OG0004227	Lflavo2a010960P1, Lflavo2a010960P2, Lflavo2a010960P3	KAF7400314.1
OG0004229	Lflavo2a000792P1	KAF7404662.1
OG0004230	Lflavo2a014297P3, Lflavo2a014297P1, Lflavo2a014297P2, Lflavo2a014297P4	KAF7405001.1
OG0004231	Lflavo2a003646P1, Lflavo2a003646P2, Lflavo2a003646P3	KAF7411528.1
OG0004234	Lflavo2a010922P1, Lflavo2a010922P2	KAF7388196.1
OG0004237	Lflavo2a012804P1	KAF7394551.1
OG0004238	Lflavo2a000206P1	KAF7408323.1
OG0004239	Lflavo2a012034P1	KAF7387745.1, KAF7387797.1
OG0004240	Lflavo2a012277P1	KAF7394792.1
OG0004241	Lflavo2a007720P2	KAF7412338.1
OG0004242	Lflavo2a011029P1	KAF7382780.1
OG0004243	Lflavo2a004098P1	KAF7392687.1
OG0004244	Lflavo2a007787P1	KAF7408623.1
OG0004245	Lflavo2a005713P1	KAF7386730.1
OG0004246	Lflavo2a001505P1	KAF7400486.1
OG0004247	Lflavo2a003598P1, Lflavo2a003637P1	KAF7396553.1
OG0004248	Lflavo2a014119P2, Lflavo2a014119P3	KAF7394774.1
OG0004249	Lflavo2a010968P1, Lflavo2a010968P2	KAF7379354.1
OG0004250	Lflavo2a011518P1	KAF7392814.1
OG0004251	Lflavo2a014138P1	KAF7408028.1
OG0004252	Lflavo2a013527P1	KAF7411870.1
OG0004253	Lflavo2a001875P1, Lflavo2a001875P2	KAF7380244.1
OG0004254	Lflavo2a002814P1	KAF7378961.1
OG0004255	Lflavo2a008610P1	KAF7388910.1
OG0004257	Lflavo2a003658P1	KAF7400592.1
OG0004258	Lflavo2a005450P1	KAF7411539.1
OG0004259	Lflavo2a011371P1, Lflavo2a011432P1	KAF7387963.1, KAF7390913.1
OG0004260	Lflavo2a001892P1, Lflavo2a001892P2	KAF7391346.1
OG0004261	Lflavo2a010243P1	KAF7382055.1
OG0004261	Lflavo2a012049P1	KAF7408199.1
OG0004262	Lflavo2a008250P2, Lflavo2a008250P1, Lflavo2a008250P3	KAF7408320.1
OG0004263	Lflavo2a010383P1	KAF7385034.1
OG0004264	Lflavo2a012285P1	KAF7393327.1
OG0004265	Lflavo2a002871P2, Lflavo2a013467P1	KAF7400337.1
OG0004266	Lflavo2a011948P1	KAF7385165.1
OG0004267	Lflavo2a000332P1	KAF7404686.1
OG0004268	Lflavo2a013150P1	KAF7394576.1
OG0004269	Lflavo2a011241P1	KAF7407904.1
OG0004270	Lflavo2a013583P1	KAF7411495.1
OG0004271	Lflavo2a012698P1, Lflavo2a003508P1	KAF7384917.1
OG0004272	Lflavo2a008568P1	KAF7389324.1
OG0004273	Lflavo2a003882P1	KAF7400838.1
OG0004274	Lflavo2a007076P1	KAF7398448.1
OG0004275	Lflavo2a012981P1, Lflavo2a012981P2	KAF7405297.1, KAF7405350.1
OG0004276	Lflavo2a010969P1	KAF7407199.1
OG0004277	Lflavo2a006502P1	KAF7391287.1
OG0004278	Lflavo2a008514P1	KAF7407257.1
OG0004279	Lflavo2a000755P1	KAF7380261.1
OG0004280	Lflavo2a001822P1	KAF7383536.1
OG0004281	Lflavo2a004124P1	KAF7385729.1
OG0004282	Lflavo2a004849P1	KAF7405528.1
OG0004284	Lflavo2a008912P1	KAF7392579.1
OG0004286	Lflavo2a011859P1	KAF7407308.1
OG0004287	Lflavo2a002461P1	KAF7405507.1
OG0004288	Lflavo2a007743P1	KAF7393156.1
OG0004289	Lflavo2a002941P3, Lflavo2a002941P1, Lflavo2a002941P2	KAF7404833.1
OG0004290	Lflavo2a007108P1	KAF7380093.1
OG0004291	Lflavo2a011777P1	KAF7407749.1
OG0004292	Lflavo2a008451P1, Lflavo2a008451P2	KAF7408794.1
OG0004301	Lflavo2a013397P1, Lflavo2a013397P4, Lflavo2a013397P2, Lflavo2a013397P3	KAF7388179.1
OG0004302	Lflavo2a008369P1	KAF7384130.1
OG0004304	Lflavo2a001225P1	KAF7382703.1
OG0004305	Lflavo2a008757P1	KAF7391047.1
OG0004307	Lflavo2a012242P1	KAF7391265.1
OG0004308	Lflavo2a003370P1	KAF7411427.1
OG0004309	Lflavo2a003015P1, Lflavo2a003015P3, Lflavo2a003015P2	KAF7407121.1, KAF7407119.1
OG0004310	Lflavo2a000721P1	KAF7408454.1
OG0004311	Lflavo2a005650P1, Lflavo2a005650P2	KAF7404671.1
OG0004312	Lflavo2a002735P1	KAF7384975.1, KAF7384976.1
OG0004313	Lflavo2a012736P1	KAF7405126.1
OG0004314	Lflavo2a009398P1	KAF7400896.1
OG0004316	Lflavo2a003567P1	KAF7411466.1
OG0004317	Lflavo2a005799P1	KAF7385764.1
OG0004318	Lflavo2a014028P1	KAF7385874.1
OG0004324	Lflavo2a012037P1	KAF7387767.1
OG0004326	Lflavo2a001196P1	KAF7388858.1
OG0004327	Lflavo2a004146P1	KAF7384098.1
OG0004328	Lflavo2a008157P1, Lflavo2a008157P2	KAF7411890.1
OG0004331	Lflavo2a000112P1	KAF7378809.1
OG0004332	Lflavo2a012427P1	KAF7404826.1
OG0004334	Lflavo2a003676P1	KAF7411515.1
OG0004335	Lflavo2a009215P1	KAF7378854.1
OG0004336	Lflavo2a014246P1, Lflavo2a014264P1	KAF7402388.1
OG0004337	Lflavo2a011359P1	KAF7380758.1
OG0004338	Lflavo2a012752P1	KAF7379311.1, KAF7379319.1, KAF7379313.1, KAF7384417.1, KAF7380255.1, KAF7384887.1
OG0004339	Lflavo2a013514P1	KAF7394684.1
OG0004340	Lflavo2a009583P1	KAF7408008.1
OG0004341	Lflavo2a002279P1, Lflavo2a002261P1	KAF7402456.1
OG0004342	Lflavo2a004401P1	KAF7404890.1
OG0004343	Lflavo2a007611P1	KAF7408501.1
OG0004344	Lflavo2a012828P1	KAF7381501.1
OG0004345	Lflavo2a008902P1	KAF7396353.1
OG0004346	Lflavo2a002368P1	KAF7407615.1
OG0004348	Lflavo2a000270P1	KAF7396531.1
OG0004349	Lflavo2a012188P1	KAF7407263.1
OG0004350	Lflavo2a011968P1	KAF7381387.1
OG0004351	Lflavo2a008181P1	KAF7407695.1
OG0004353	Lflavo2a005169P1, Lflavo2a011370P1	KAF7400403.1
OG0004354	Lflavo2a010925P2, Lflavo2a010962P1	KAF7400315.1
OG0004355	Lflavo2a007334P1	KAF7378819.1
OG0004357	Lflavo2a002633P1, Lflavo2a002618P1	KAF7385069.1
OG0004358	Lflavo2a001594P1, Lflavo2a001594P2	KAF7390876.1
OG0004359	Lflavo2a012840P1	KAF7394735.1
OG0004360	Lflavo2a001384P1	KAF7382972.1
OG0004361	Lflavo2a011585P1	KAF7388070.1
OG0004362	Lflavo2a002448P1	KAF7380774.1
OG0004363	Lflavo2a008709P1	KAF7378637.1
OG0004364	Lflavo2a010521P1	KAF7382646.1
OG0004365	Lflavo2a007418P1	KAF7387993.1
OG0004366	Lflavo2a005912P1	KAF7412343.1
OG0004367	Lflavo2a004381P1	KAF7385124.1
OG0004368	Lflavo2a013960P1	KAF7383481.1
OG0004369	Lflavo2a009249P1	KAF7411191.1
OG0004370	Lflavo2a012995P1	KAF7392843.1
OG0004371	Lflavo2a002022P1	KAF7387877.1, KAF7387875.1
OG0004372	Lflavo2a011063P1	KAF7400542.1
OG0004374	Lflavo2a007426P1	KAF7402889.1
OG0004375	Lflavo2a008886P1	KAF7382776.1
OG0004376	Lflavo2a004561P1, Lflavo2a004561P2	KAF7396406.1
OG0004377	Lflavo2a011285P1	KAF7385179.1, KAF7385197.1
OG0004378	Lflavo2a013809P1	KAF7384841.1, KAF7384838.1
OG0004379	Lflavo2a012598P1	KAF7381464.1
OG0004381	Lflavo2a011407P2	KAF7393282.1
OG0004382	Lflavo2a006383P1	KAF7389231.1
OG0004383	Lflavo2a011310P1	KAF7394644.1
OG0004385	Lflavo2a008856P1	KAF7400323.1
OG0004386	Lflavo2a006683P1	KAF7404767.1
OG0004388	Lflavo2a003467P1	KAF7399038.1
OG0004389	Lflavo2a010715P1	KAF7412564.1
OG0004390	Lflavo2a009721P1	KAF7387970.1
OG0004391	Lflavo2a009321P1, Lflavo2a009321P2	KAF7391190.1
OG0004392	Lflavo2a003622P1	KAF7411510.1
OG0004393	Lflavo2a003667P1	KAF7392674.1
OG0004394	Lflavo2a008929P1	KAF7392571.1
OG0004395	Lflavo2a001035P1	KAF7382705.1
OG0004396	Lflavo2a011026P1	KAF7412301.1
OG0004397	Lflavo2a001491P1	KAF7391297.1
OG0004399	Lflavo2a001609P1	KAF7391207.1
OG0004400	Lflavo2a010192P1	KAF7411645.1
OG0004401	Lflavo2a003623P2, Lflavo2a003623P4	KAF7404860.1
OG0004402	Lflavo2a009571P1	KAF7402365.1, KAF7402366.1
OG0004403	Lflavo2a004374P1	KAF7398430.1
OG0004404	Lflavo2a007309P1	KAF7396656.1
OG0004405	Lflavo2a012349P1	KAF7379003.1
OG0004406	Lflavo2a002045P1	KAF7408152.1, KAF7408150.1
OG0004407	Lflavo2a003788P1	KAF7394841.1
OG0004408	Lflavo2a008811P1, Lflavo2a008811P3	KAF7408137.1
OG0004409	Lflavo2a009355P1	KAF7405420.1
OG0004410	Lflavo2a001351P2	KAF7407636.1
OG0004411	Lflavo2a012748P1	KAF7389061.1
OG0004412	Lflavo2a007505P1	KAF7396283.1
OG0004414	Lflavo2a008720P1	KAF7412643.1
OG0004415	Lflavo2a008434P1	KAF7390947.1
OG0004416	Lflavo2a006272P1	KAF7389291.1
OG0004417	Lflavo2a007835P1	KAF7402622.1
OG0004418	Lflavo2a001655P1	KAF7403149.1
OG0004419	Lflavo2a006824P1	KAF7384879.1
OG0004420	Lflavo2a007781P1, Lflavo2a007781P2	KAF7411694.1
OG0004421	Lflavo2a000017P1, Lflavo2a000017P2	KAF7394919.1
OG0004422	Lflavo2a000906P1	KAF7407983.1
OG0004423	Lflavo2a011591P1	KAF7385971.1
OG0004424	Lflavo2a013212P1	KAF7393145.1
OG0004426	Lflavo2a014011P1	KAF7398790.1
OG0004427	Lflavo2a004665P1, Lflavo2a010135P1	KAF7384404.1
OG0004428	Lflavo2a009996P1	KAF7383359.1
OG0004429	Lflavo2a004504P1	KAF7386785.1
OG0004430	Lflavo2a002914P1	KAF7402517.1
OG0004432	Lflavo2a009596P1	KAF7407961.1
OG0004433	Lflavo2a005040P1	KAF7404863.1
OG0004434	Lflavo2a004147P1	KAF7400377.1
OG0004435	Lflavo2a010877P1, Lflavo2a010871P1	KAF7382107.1
OG0004436	Lflavo2a007177P1	KAF7394705.1
OG0004438	Lflavo2a012765P2, Lflavo2a012765P3	KAF7411885.1
OG0004439	Lflavo2a008690P1	KAF7407356.1
OG0004440	Lflavo2a000227P1	KAF7385848.1
OG0004441	Lflavo2a004289P1	KAF7404741.1
OG0004442	Lflavo2a002168P1, Lflavo2a002168P2	KAF7402854.1
OG0004443	Lflavo2a004847P1	KAF7390705.1
OG0004445	Lflavo2a005964P1	KAF7408108.1
OG0004446	Lflavo2a004858P1	KAF7391286.1
OG0004447	Lflavo2a011841P1	KAF7407305.1
OG0004448	Lflavo2a001107P1	KAF7398358.1
OG0004449	Lflavo2a008732P1, Lflavo2a008732P2	KAF7380147.1
OG0004450	Lflavo2a000334P2, Lflavo2a000334P1, Lflavo2a000334P3	KAF7407244.1
OG0004451	Lflavo2a011778P1	KAF7408231.1
OG0004452	Lflavo2a011258P1	KAF7394645.1
OG0004453	Lflavo2a013803P1	KAF7405442.1
OG0004454	Lflavo2a011998P1	KAF7386807.1
OG0004455	Lflavo2a007907P1	KAF7392607.1
OG0004456	Lflavo2a013149P1	KAF7412489.1
OG0004457	Lflavo2a003594P1	KAF7402819.1
OG0004458	Lflavo2a014276P1	KAF7392667.1
OG0004459	Lflavo2a003031P1	KAF7391040.1
OG0004460	Lflavo2a003712P1	KAF7385678.1
OG0004461	Lflavo2a014003P1	KAF7380032.1
OG0004462	Lflavo2a005352P1	KAF7392504.1
OG0004463	Lflavo2a009208P2, Lflavo2a009208P4	KAF7392698.1
OG0004464	Lflavo2a009637P1	KAF7407921.1
OG0004465	Lflavo2a013088P1	KAF7386756.1
OG0004466	Lflavo2a001885P1	KAF7405116.1
OG0004467	Lflavo2a010622P1	KAF7396189.1
OG0004468	Lflavo2a001887P1	KAF7380081.1
OG0004469	Lflavo2a002186P1, Lflavo2a002186P2	KAF7378889.1
OG0004470	Lflavo2a008005P1	KAF7405076.1
OG0004472	Lflavo2a004416P1	KAF7400736.1
OG0004473	Lflavo2a009475P1	KAF7411805.1
OG0004474	Lflavo2a004059P1, Lflavo2a013632P1	KAF7408492.1, KAF7387819.1
OG0004475	Lflavo2a001639P1	KAF7380715.1
OG0004476	Lflavo2a008062P1	KAF7381992.1
OG0004477	Lflavo2a012094P1	KAF7408200.1
OG0004478	Lflavo2a013440P1, Lflavo2a013402P1, Lflavo2a013402P2	KAF7396284.1
OG0004480	Lflavo2a008284P1	KAF7389169.1
OG0004481	Lflavo2a005147P1	KAF7408267.1
OG0004482	Lflavo2a005528P1	KAF7390758.1
OG0004483	Lflavo2a004009P1	KAF7390864.1
OG0004484	Lflavo2a001382P1, Lflavo2a001399P1	KAF7393217.1
OG0004485	Lflavo2a011254P1	KAF7381505.1
OG0004486	Lflavo2a000072P1	KAF7393334.1
OG0004487	Lflavo2a011596P1	KAF7394933.1
OG0004488	Lflavo2a003157P1	KAF7411351.1
OG0004489	Lflavo2a003291P1	KAF7394863.1
OG0004491	Lflavo2a002683P1	KAF7408769.1
OG0004492	Lflavo2a010215P1, Lflavo2a010215P2	KAF7384405.1
OG0004493	Lflavo2a010246P1	KAF7412591.1
OG0004494	Lflavo2a010992P1	KAF7381347.1
OG0004495	Lflavo2a004006P1	KAF7407436.1
OG0004496	Lflavo2a002035P1	KAF7400969.1
OG0004498	Lflavo2a006914P3	KAF7400638.1
OG0004499	Lflavo2a006960P1	KAF7400657.1
OG0004501	Lflavo2a008815P1	KAF7396612.1
OG0004502	Lflavo2a001512P1	KAF7400811.1
OG0004503	Lflavo2a011762P1	KAF7385750.1
OG0004504	Lflavo2a004461P1	KAF7383391.1
OG0004505	Lflavo2a004803P1	KAF7382001.1
OG0004506	Lflavo2a012329P1, Lflavo2a012329P2	KAF7384341.1
OG0004508	Lflavo2a000824P1	KAF7379465.1
OG0004509	Lflavo2a000233P1	KAF7388131.1
OG0004510	Lflavo2a001814P1, Lflavo2a001954P1	KAF7380238.1
OG0004511	Lflavo2a006046P1	KAF7407779.1
OG0004512	Lflavo2a006070P1	KAF7407781.1
OG0004513	Lflavo2a000063P1	KAF7400625.1
OG0004515	Lflavo2a002282P1	KAF7412217.1
OG0004516	Lflavo2a012509P1	KAF7412335.1
OG0004517	Lflavo2a005540P1	KAF7396368.1
OG0004518	Lflavo2a010515P1	KAF7400713.1
OG0004521	Lflavo2a014066P1, Lflavo2a014064P1	KAF7384970.1
OG0004522	Lflavo2a000308P1	KAF7412245.1
OG0004524	Lflavo2a010539P1	KAF7382654.1
OG0004525	Lflavo2a010564P1	KAF7382649.1
OG0004526	Lflavo2a014241P1	KAF7412538.1
OG0004528	Lflavo2a001495P1	KAF7382792.1
OG0004529	Lflavo2a011747P1	KAF7408020.1
OG0004530	Lflavo2a010688P1	KAF7408021.1
OG0004531	Lflavo2a005370P1, Lflavo2a005370P2	KAF7407807.1
OG0004532	Lflavo2a007614P1	KAF7393267.1
OG0004533	Lflavo2a010886P1	KAF7408852.1
OG0004534	Lflavo2a001116P1	KAF7398442.1
OG0004536	Lflavo2a010917P1	KAF7411161.1
OG0004537	Lflavo2a011318P1	KAF7384203.1
OG0004539	Lflavo2a013597P1	KAF7386796.1
OG0004540	Lflavo2a013786P1, Lflavo2a013786P2	KAF7386799.1
OG0004542	Lflavo2a006702P1	KAF7386810.1
OG0004543	Lflavo2a006399P1	KAF7402327.1
OG0004544	Lflavo2a013739P1	KAF7412526.1
OG0004546	Lflavo2a006578P1	KAF7402956.1
OG0004547	Lflavo2a009031P1	KAF7388947.1
OG0004548	Lflavo2a012971P1	KAF7408668.1
OG0004550	Lflavo2a001973P1	KAF7380730.1
OG0004551	Lflavo2a004453P1, Lflavo2a004453P2	KAF7404897.1
OG0004553	Lflavo2a014161P1	KAF7382012.1
OG0004555	Lflavo2a003749P1	KAF7408582.1
OG0004556	Lflavo2a013913P1	KAF7379991.1
OG0004557	Lflavo2a005350P1, Lflavo2a005350P2	KAF7412584.1
OG0004558	Lflavo2a007431P1	KAF7388024.1
OG0004559	Lflavo2a004559P1	KAF7411279.1
OG0004560	Lflavo2a007271P1	KAF7402383.1
OG0004561	Lflavo2a009131P1	KAF7407142.1
OG0004562	Lflavo2a001109P1	KAF7384904.1
OG0004563	Lflavo2a004811P4, Lflavo2a004811P3, Lflavo2a004811P1, Lflavo2a004811P2	KAF7408297.1
OG0004564	Lflavo2a007220P1, Lflavo2a007220P2	KAF7411330.1
OG0004565	Lflavo2a003160P1	KAF7388039.1
OG0004566	Lflavo2a004404P1	KAF7405153.1
OG0004568	Lflavo2a013316P1	KAF7381660.1
OG0004569	Lflavo2a011851P1	KAF7396134.1
OG0004570	Lflavo2a008028P1	KAF7388139.1
OG0004571	Lflavo2a000715P1	KAF7403117.1
OG0004572	Lflavo2a009941P1	KAF7385831.1
OG0004573	Lflavo2a003693P1	KAF7385676.1
OG0004574	Lflavo2a003706P1	KAF7386075.1
OG0004575	Lflavo2a000707P1	KAF7383463.1
OG0004576	Lflavo2a011809P1	KAF7382774.1
OG0004577	Lflavo2a003682P1	KAF7385783.1
OG0004578	Lflavo2a004857P1, Lflavo2a004857P2	KAF7388105.1
OG0004579	Lflavo2a013502P1, Lflavo2a013502P2	KAF7411868.1
OG0004581	Lflavo2a009359P1	KAF7407398.1
OG0004582	Lflavo2a009555P1	KAF7380802.1
OG0004584	Lflavo2a003865P1, Lflavo2a003865P2	KAF7400836.1
OG0004585	Lflavo2a012453P1, Lflavo2a012453P2	KAF7408823.1
OG0004586	Lflavo2a007671P1	KAF7394535.1
OG0004588	Lflavo2a000652P1, Lflavo2a000652P2	KAF7392683.1
OG0004589	Lflavo2a010690P1	KAF7400731.1
OG0004591	Lflavo2a008264P1	KAF7404603.1
OG0004592	Lflavo2a006375P1	KAF7380072.1
OG0004593	Lflavo2a008014P1, Lflavo2a008014P2	KAF7405075.1
OG0004594	Lflavo2a007748P1	KAF7382793.1
OG0004595	Lflavo2a006604P1	KAF7382796.1
OG0004596	Lflavo2a002289P1	KAF7402460.1
OG0004597	Lflavo2a012907P1	KAF7386726.1
OG0004599	Lflavo2a008070P1	KAF7378655.1
OG0004600	Lflavo2a008040P1	KAF7378660.1
OG0004601	Lflavo2a004003P1	KAF7399053.1
OG0004602	Lflavo2a002521P1, Lflavo2a002521P2	KAF7402598.1
OG0004603	Lflavo2a000904P1	KAF7395046.1
OG0004604	Lflavo2a004256P1, Lflavo2a004256P2	KAF7411193.1
OG0004605	Lflavo2a012688P1	KAF7411841.1
OG0004607	Lflavo2a006099P1, Lflavo2a006099P2	KAF7387942.1
OG0004608	Lflavo2a012303P1	KAF7378872.1
OG0004609	Lflavo2a008812P1, Lflavo2a008812P2	KAF7411337.1
OG0004610	Lflavo2a007967P2, Lflavo2a007967P1	KAF7405266.1
OG0004611	Lflavo2a007968P1	KAF7405262.1
OG0004613	Lflavo2a009210P1	KAF7411192.1
OG0004614	Lflavo2a008459P1, Lflavo2a008459P2	KAF7404990.1
OG0004615	Lflavo2a004284P1	KAF7412413.1
OG0004616	Lflavo2a006221P2	KAF7405255.1
OG0004618	Lflavo2a011862P1, Lflavo2a011862P2	KAF7395120.1
OG0004619	Lflavo2a005982P1	KAF7392856.1
OG0004621	Lflavo2a004497P1, Lflavo2a004497P2	KAF7382949.1
OG0004622	Lflavo2a000704P1	KAF7381636.1
OG0004623	Lflavo2a009972P1	KAF7412075.1
OG0004624	Lflavo2a005043P1, Lflavo2a005043P2	KAF7388806.1
OG0004625	Lflavo2a009484P3	KAF7411808.1
OG0004626	Lflavo2a000113P1	KAF7412423.1
OG0004627	Lflavo2a006423P1, Lflavo2a006423P2	KAF7389230.1
OG0004628	Lflavo2a012354P1	KAF7382871.1
OG0004629	Lflavo2a007241P1	KAF7408331.1
OG0004630	Lflavo2a001457P1	KAF7412694.1
OG0004631	Lflavo2a002081P1	KAF7381330.1
OG0004632	Lflavo2a005930P1	KAF7388108.1
OG0004633	Lflavo2a006266P1	KAF7391001.1
OG0004634	Lflavo2a006237P1	KAF7391000.1
OG0004635	Lflavo2a011198P1	KAF7379014.1
OG0004636	Lflavo2a005409P1	KAF7378992.1
OG0004637	Lflavo2a007065P1	KAF7412044.1
OG0004638	Lflavo2a007752P1	KAF7382810.1
OG0004640	Lflavo2a012164P1	KAF7385820.1
OG0004641	Lflavo2a012920P1	KAF7385815.1
OG0004642	Lflavo2a012113P1	KAF7385816.1
OG0004643	Lflavo2a007052P1	KAF7412267.1
OG0004644	Lflavo2a006988P1	KAF7412268.1
OG0004646	Lflavo2a011764P1, Lflavo2a011764P2	KAF7407748.1
OG0004647	Lflavo2a007551P1	KAF7411705.1
OG0004648	Lflavo2a007554P1	KAF7411716.1
OG0004649	Lflavo2a009476P1	KAF7398697.1
OG0004651	Lflavo2a004276P1	KAF7404743.1
OG0004652	Lflavo2a004303P1	KAF7404761.1
OG0004653	Lflavo2a006669P2	KAF7404774.1
OG0004654	Lflavo2a006685P1, Lflavo2a006685P2, Lflavo2a006685P3	KAF7404775.1
OG0004655	Lflavo2a006679P1	KAF7378978.1
OG0004656	Lflavo2a008953P1	KAF7398572.1
OG0004657	Lflavo2a004359P1	KAF7405446.1
OG0004658	Lflavo2a008206P1	KAF7408223.1
OG0004660	Lflavo2a001601P1	KAF7408749.1
OG0004661	Lflavo2a010441P1, Lflavo2a010441P2	KAF7400410.1
OG0004662	Lflavo2a012221P1, Lflavo2a012227P1	KAF7402683.1, KAF7402687.1
OG0004663	Lflavo2a008688P1	KAF7402692.1
OG0004665	Lflavo2a001555P1	KAF7396445.1
OG0004666	Lflavo2a001617P1	KAF7396444.1
OG0004667	Lflavo2a000226P1	KAF7396473.1
OG0004669	Lflavo2a014068P1	KAF7404512.1
OG0004670	Lflavo2a005637P1	KAF7404829.1
OG0004671	Lflavo2a000770P1	KAF7404854.1
OG0004672	Lflavo2a003300P1	KAF7407171.1
OG0004673	Lflavo2a003571P1	KAF7378825.1
OG0004675	Lflavo2a004947P1	KAF7398381.1
OG0004676	Lflavo2a002433P1	KAF7384427.1
OG0004677	Lflavo2a009503P1	KAF7384316.1
OG0004678	Lflavo2a005331P1, Lflavo2a005331P2	KAF7402635.1
OG0004679	Lflavo2a003200P1, Lflavo2a003200P2	KAF7411349.1
OG0004680	Lflavo2a011358P1	KAF7382151.1
OG0004681	Lflavo2a003804P1	KAF7380105.1
OG0004682	Lflavo2a009383P1	KAF7407811.1
OG0004683	Lflavo2a005302P1	KAF7412025.1
OG0004684	Lflavo2a007190P1	KAF7387859.1
OG0004685	Lflavo2a007204P3	KAF7387855.1
OG0004686	Lflavo2a006926P1	KAF7398581.1
OG0004687	Lflavo2a012280P1	KAF7394794.1
OG0004688	Lflavo2a008500P1	KAF7407519.1
OG0004690	Lflavo2a000705P1	KAF7393082.1
OG0004691	Lflavo2a005601P1	KAF7394902.1
OG0004692	Lflavo2a005489P1, Lflavo2a005489P2	KAF7393317.1
OG0004693	Lflavo2a004543P1	KAF7412260.1
