Orthogroup	Liostenogaster_flavolineata	Nasonia_vitripennis
OG0003809	Lflavo2a009951P1	XP_001603509.2, XP_003426978.1
OG0003810	Lflavo2a007656P1	XP_001605923.1
OG0003811	Lflavo2a011879P1	XP_008206880.1, XP_008206881.1
OG0003815	Lflavo2a011245P1	XP_008210240.1, XP_008210241.1, XP_008210242.1, XP_016843969.1, XP_031778246.1, XP_032457342.1, XP_032457343.1
OG0003816	Lflavo2a014155P1	XP_001606505.1, XP_008203976.1, XP_008203975.1
OG0003817	Lflavo2a012115P1	XP_008214719.1
OG0003818	Lflavo2a002059P1	XP_031778643.1
OG0003819	Lflavo2a014259P1	XP_001605824.2
OG0003820	Lflavo2a000488P1	XP_031783746.1, XP_031783747.1, XP_031783748.1, XP_031783749.1
OG0003821	Lflavo2a000500P1	XP_001604532.1
OG0003822	Lflavo2a002100P1	XP_031789574.1
OG0003823	Lflavo2a011767P1	XP_001605478.2
OG0003824	Lflavo2a004844P1	XP_016837733.1, XP_031788402.1
OG0003825	Lflavo2a003186P1	XP_001608262.1
OG0003826	Lflavo2a001678P1	XP_031785942.1
OG0003827	Lflavo2a011712P1	XP_001603275.1
OG0003828	Lflavo2a004411P1	XP_031777942.1
OG0003829	Lflavo2a011041P1	XP_001603556.2
OG0003830	Lflavo2a003680P1	XP_001603015.1
OG0003831	Lflavo2a009542P2, Lflavo2a009542P3, Lflavo2a009542P4	XP_008215827.1
OG0003832	Lflavo2a006427P1	XP_001605514.1, XP_032454099.1
OG0003833	Lflavo2a000341P1	XP_008203737.1, XP_008203739.1, XP_031782066.1, XP_031782067.1
OG0003834	Lflavo2a002970P1	XP_001605444.2
OG0003835	Lflavo2a014308P1	XP_001605145.1, XP_016845624.1
OG0003836	Lflavo2a014296P1	XP_001608277.2, XP_003424587.1
OG0003837	Lflavo2a009519P1	XP_031788617.1, XP_031788614.1, XP_031788616.1
OG0003838	Lflavo2a009426P1	XP_031777176.1
OG0003839	Lflavo2a011428P1	XP_001607057.1
OG0003840	Lflavo2a014134P1	XP_031780956.1, XP_031780955.1, XP_031780958.1
OG0003841	Lflavo2a007510P1	XP_031779123.1
OG0003842	Lflavo2a010255P1, Lflavo2a010255P2	XP_031780417.1, XP_031780418.1, XP_031780419.1
OG0003843	Lflavo2a002078P1	XP_001601543.2, XP_008207379.1
OG0003845	Lflavo2a003984P1	XP_001600425.2, XP_032455741.1, XP_032455742.1
OG0003846	Lflavo2a014218P1, Lflavo2a014218P2	XP_016844728.1, XP_031787626.1
OG0003848	Lflavo2a007853P1	XP_001600604.1, XP_008214297.1
OG0003849	Lflavo2a008095P1	XP_001608147.1, XP_031788358.1
OG0003850	Lflavo2a001003P1	XP_001599874.1, XP_016842404.1
OG0003851	Lflavo2a009893P1	XP_031784963.1, XP_031784964.1
OG0003852	Lflavo2a004860P1	XP_031781900.1, XP_031781898.1, XP_031781899.1
OG0003853	Lflavo2a013280P2	XP_003427819.1, XP_016836743.1
OG0003854	Lflavo2a003302P1	XP_001607451.1, XP_016845167.1, XP_016845165.1, XP_032451644.1
OG0003855	Lflavo2a003325P1	XP_031777353.1, XP_031779859.1, XP_008215188.1, XP_031789517.1
OG0003856	Lflavo2a002012P1	XP_016837928.1, XP_016837929.1, XP_001606378.2, XP_031779092.1
OG0003857	Lflavo2a002476P1	XP_016838603.1
OG0003858	Lflavo2a012879P1, Lflavo2a012879P2, Lflavo2a012879P3	XP_001606591.1
OG0003859	Lflavo2a009935P1	XP_031780193.1, XP_031780194.1, XP_032453440.1, XP_032453441.1
OG0003860	Lflavo2a010130P1, Lflavo2a010130P2	XP_001606077.2
OG0003861	Lflavo2a006478P1	XP_031779229.1, XP_031779230.1, XP_032452739.1
OG0003862	Lflavo2a004216P1	XP_016840790.1, XP_016840791.1, XP_016840792.1, XP_016840793.1
OG0003863	Lflavo2a007610P1	XP_031776772.1
OG0003864	Lflavo2a012085P1	XP_001607063.1
OG0003865	Lflavo2a003459P1	XP_016842073.1
OG0003866	Lflavo2a003473P1	XP_008217360.1, XP_016842070.1
OG0003867	Lflavo2a003966P1, Lflavo2a003966P2	XP_031785292.1
OG0003868	Lflavo2a008646P1	XP_008216202.1, XP_008216203.1, XP_032453468.1
OG0003869	Lflavo2a006462P1, Lflavo2a006470P1, Lflavo2a006503P1, Lflavo2a006508P1	XP_016840979.1
OG0003870	Lflavo2a006537P1	XP_016840845.1, XP_032455556.1
OG0003871	Lflavo2a008016P1	XP_008208487.1, XP_008208488.1
OG0003872	Lflavo2a001278P1	XP_031784776.1, XP_008205900.1, XP_031784775.1
OG0003873	Lflavo2a005816P1, Lflavo2a005816P3, Lflavo2a005816P2	XP_016839781.1
OG0003874	Lflavo2a006398P1	XP_008213109.1, XP_008213110.1, XP_008213111.1
OG0003875	Lflavo2a013211P1	XP_001603446.1
OG0003877	Lflavo2a012967P1	XP_001605451.1, XP_016843245.1
OG0003878	Lflavo2a010284P1, Lflavo2a010284P2	XP_008212675.1, XP_031778557.1
OG0003879	Lflavo2a005476P1, Lflavo2a005476P2	XP_001605772.2, XP_031788674.1
OG0003881	Lflavo2a013615P1	XP_016839209.1, XP_031782150.1, XP_031782151.1, XP_031782152.1, XP_031782153.1, XP_031782154.1
OG0003882	Lflavo2a007675P1, Lflavo2a007705P1	XP_003426496.1, XP_008207558.1, XP_008207559.1
OG0003883	Lflavo2a012963P1	XP_001603649.2, XP_031787526.1
OG0003884	Lflavo2a000914P1	XP_031777589.1, XP_031777590.1
OG0003886	Lflavo2a006128P1	XP_001607959.1, XP_003424566.1, XP_032457071.1, XP_032457072.1
OG0003887	Lflavo2a008508P1	XP_001604230.2
OG0003888	Lflavo2a003465P1	XP_001602325.1, XP_001605801.2, XP_008201786.1
OG0003890	Lflavo2a008803P1	XP_001601831.2, XP_003427978.1
OG0003893	Lflavo2a005975P1	XP_001601854.1, XP_003426781.1
OG0003894	Lflavo2a007099P2, Lflavo2a007099P1	XP_001606443.2, XP_008211542.1
OG0003897	Lflavo2a008982P1	XP_001608055.1
OG0003898	Lflavo2a010600P1	XP_008209398.1, XP_032453070.1
OG0003900	Lflavo2a008315P1	XP_003423935.1, XP_031777238.1
OG0003901	Lflavo2a001344P1	XP_016844891.1
OG0003902	Lflavo2a003710P1	XP_008209250.1, XP_032454490.1, XP_032454493.1
OG0003903	Lflavo2a008004P1, Lflavo2a008004P2	XP_001601439.1, XP_008205880.1
OG0003904	Lflavo2a008359P1	XP_008213949.1, XP_032455471.1, XP_032455472.1, XP_032455473.1
OG0003905	Lflavo2a003621P1	XP_001607530.2
OG0003906	Lflavo2a012396P1, Lflavo2a012397P1, Lflavo2a012397P2	XP_001600782.1, XP_031776830.1
OG0003907	Lflavo2a005819P1	XP_031780735.1, XP_008209678.1
OG0003908	Lflavo2a003633P1, Lflavo2a003633P2	XP_031788691.1
OG0003909	Lflavo2a000918P1, Lflavo2a000873P1	XP_031777741.1, XP_031777742.1, XP_031777743.1, XP_032452047.1
OG0003910	Lflavo2a008693P1, Lflavo2a008693P2	XP_008216930.1, XP_008216933.1
OG0003911	Lflavo2a004152P1	XP_001599571.4
OG0003912	Lflavo2a007266P1	XP_001605655.2, XP_008202283.1, XP_032452407.1
OG0003913	Lflavo2a003234P1	XP_008212595.1, XP_008212596.1
OG0003914	Lflavo2a002811P2, Lflavo2a002811P1, Lflavo2a002811P3	XP_031781611.1
OG0003915	Lflavo2a002329P1, Lflavo2a002329P2	XP_001604530.2
OG0003917	Lflavo2a003778P1	XP_001607407.1
OG0003918	Lflavo2a009343P1	XP_008217510.1
OG0003919	Lflavo2a006720P1	XP_001607831.2, XP_008215707.1
OG0003920	Lflavo2a005555P1	XP_031779150.1
OG0003921	Lflavo2a007314P1	XP_016837136.1, XP_016837137.1, XP_031779153.1
OG0003922	Lflavo2a005037P1, Lflavo2a005037P2	XP_001604374.2, XP_031782366.1
OG0003923	Lflavo2a007938P1, Lflavo2a007938P2	XP_016840120.1
OG0003924	Lflavo2a005531P1	XP_031781316.1, XP_031781317.1
OG0003925	Lflavo2a000740P1	XP_001601283.1, XP_032453392.1
OG0003926	Lflavo2a011025P1	XP_031778197.1
OG0003927	Lflavo2a001552P1	XP_031786725.1, NP_001135431.1, XP_031787020.1, XP_031787370.1
OG0003928	Lflavo2a011449P1	XP_031787889.1, XP_031787890.1, XP_031787891.1, XP_031787892.1
OG0003930	Lflavo2a010693P1, Lflavo2a010693P2	XP_001599142.1
OG0003931	Lflavo2a004509P1, Lflavo2a004509P2	XP_031786543.1
OG0003933	Lflavo2a008656P1, Lflavo2a008656P2	XP_003424125.1, XP_008203042.1
OG0003934	Lflavo2a010410P1	XP_016839580.1, XP_032455704.1
OG0003936	Lflavo2a005395P1, Lflavo2a005395P2, Lflavo2a005395P3	XP_001603907.3, XP_008211085.1
OG0003937	Lflavo2a005437P1	XP_001601273.2
OG0003938	Lflavo2a012545P3	XP_001604665.2, XP_031785144.1
OG0003939	Lflavo2a000777P1	XP_001604744.2, XP_008211854.1
OG0003941	Lflavo2a007282P1	XP_001601243.2
OG0003942	Lflavo2a012595P1	XP_031788401.1
OG0003943	Lflavo2a012527P1	XP_016841334.1, XP_016841335.1
OG0003944	Lflavo2a000069P1	NP_001177675.1
OG0003946	Lflavo2a004518P1	XP_016842278.1
OG0003947	Lflavo2a000540P1	XP_008217436.1, XP_008217437.1, XP_016842103.1, XP_031782563.1, XP_032451991.1
OG0003949	Lflavo2a009804P1	XP_031785024.1, XP_031785028.1
OG0003950	Lflavo2a002534P1	XP_016838416.1
OG0003951	Lflavo2a012838P1	XP_001602781.1
OG0003952	Lflavo2a004649P1	XP_001602872.2, XP_008204610.1
OG0003954	Lflavo2a009629P1	XP_031780579.1, XP_031780580.1, XP_031780581.1
OG0003955	Lflavo2a002625P1	XP_003426500.1
OG0003956	Lflavo2a009724P1	XP_031776762.1
OG0003959	Lflavo2a009130P1	XP_003427562.2, XP_032455605.1
OG0003960	Lflavo2a008823P1	XP_016838648.1, XP_032452336.1, XP_032452337.1, XP_031780275.1, XP_031780276.1, XP_031780277.1
OG0003961	Lflavo2a002672P1, Lflavo2a002672P3, Lflavo2a002672P2	XP_001600720.1, XP_003426897.1
OG0003963	Lflavo2a013049P1, Lflavo2a013049P2	XP_003425048.1, XP_001604649.2, XP_003425049.1
OG0003964	Lflavo2a007931P1	XP_001606387.1
OG0003965	Lflavo2a007841P1	XP_001605396.1
OG0003966	Lflavo2a004137P1, Lflavo2a004137P2	XP_016845823.1
OG0003967	Lflavo2a001638P1	XP_001605474.1
OG0003968	Lflavo2a008657P1	XP_001608048.1, XP_032456936.1
OG0003969	Lflavo2a005196P1	XP_001607154.1, XP_003424094.1, XP_008212668.1, XP_008212669.1
OG0003970	Lflavo2a005206P1	XP_001599569.1
OG0003971	Lflavo2a001478P1	XP_031778090.1, XP_031778088.1, XP_031778091.1, XP_031778089.1, XP_008203128.1
OG0003972	Lflavo2a003260P1, Lflavo2a003260P2	XP_001607103.1, XP_031777729.1
OG0003973	Lflavo2a000986P1	XP_001606193.2, XP_003425751.1, XP_008203943.1, XP_008203945.1, XP_031782111.1, XP_016838988.1
OG0003974	Lflavo2a004568P1	XP_008203825.1, XP_031782556.2, XP_016839386.1
OG0003975	Lflavo2a006985P1	XP_001599757.1, XP_003424837.1, XP_032458190.1
OG0003977	Lflavo2a010729P1	XP_001599963.1
OG0003978	Lflavo2a007567P1	XP_003424439.1
OG0003979	Lflavo2a013250P1	XP_031779545.1, XP_032452810.1, XP_031779543.1, XP_031779544.1
OG0003980	Lflavo2a007882P1	XP_001607735.3, XP_016843898.2, XP_032456237.1
OG0003981	Lflavo2a007926P1	XP_031783415.1
OG0003982	Lflavo2a008182P1	XP_031780894.1, XP_031780901.1
OG0003983	Lflavo2a002847P1, Lflavo2a002847P2	XP_001604278.2
OG0003984	Lflavo2a001021P1	XP_001605269.2, XP_031788000.1
OG0003985	Lflavo2a012145P1	XP_001600018.2
OG0003986	Lflavo2a008633P1	XP_008216788.1
OG0003987	Lflavo2a010607P1, Lflavo2a010607P2	XP_001601818.1
OG0003988	Lflavo2a006726P1	XP_001606959.2, XP_031784475.1
OG0003989	Lflavo2a006719P1, Lflavo2a006719P2	XP_016840617.1
OG0003991	Lflavo2a006969P1, Lflavo2a006969P2	XP_001599477.2, XP_001605370.2
OG0003992	Lflavo2a006235P1	XP_001605011.2
OG0003993	Lflavo2a004220P1, Lflavo2a013270P1	XP_001603997.1
OG0003994	Lflavo2a012780P1	XP_001607163.1, XP_031787669.1
OG0003995	Lflavo2a012904P1	XP_001601653.3
OG0003996	Lflavo2a008828P1	XP_031785340.1, XP_031785341.1
OG0003997	Lflavo2a006297P1	XP_031783416.1, XP_032454282.1
OG0003998	Lflavo2a008837P1	XP_008206398.1, XP_031783430.1
OG0003999	Lflavo2a002557P1	XP_016840630.1
OG0004000	Lflavo2a003734P1	NP_001136341.1
OG0004001	Lflavo2a003812P1	XP_016843502.1, XP_032455496.1
OG0004002	Lflavo2a008979P1	XP_031787655.1
OG0004003	Lflavo2a004894P1	XP_031784591.1, XP_031784593.1
OG0004004	Lflavo2a010741P1, Lflavo2a010741P2, Lflavo2a010741P3	XP_001599395.1
OG0004005	Lflavo2a012612P1, Lflavo2a012612P2	XP_001600404.1
OG0004006	Lflavo2a004102P3, Lflavo2a004102P2, Lflavo2a004102P1	XP_001607965.1
OG0004007	Lflavo2a002174P1	XP_008216173.1
OG0004008	Lflavo2a009959P1, Lflavo2a009959P2	XP_008213565.1, XP_016839153.1, XP_001607170.2, XP_008213564.1
OG0004009	Lflavo2a005128P1	XP_001607467.1
OG0004010	Lflavo2a002399P1	XP_016840767.1
OG0004011	Lflavo2a006090P1, Lflavo2a006090P2	XP_031778495.1, XP_032452916.1
OG0004012	Lflavo2a005900P1	XP_001606496.2, XP_008209848.1
OG0004013	Lflavo2a001871P1, Lflavo2a001871P2	XP_001606628.2
OG0004014	Lflavo2a000173P1	XP_001607087.1, XP_008213703.1, XP_008213704.1, XP_016840033.1
OG0004015	Lflavo2a004901P1, Lflavo2a004901P2	XP_016839633.1
OG0004016	Lflavo2a011076P1, Lflavo2a011076P2	XP_031788928.1, XP_032458069.1
OG0004017	Lflavo2a011728P1	XP_008210338.1, XP_031782432.1, XP_001602704.1, XP_016839619.1
OG0004018	Lflavo2a011568P1	XP_008210298.1
OG0004019	Lflavo2a004703P1	XP_031781873.1, XP_031781874.1
OG0004020	Lflavo2a013386P1	XP_016840223.1, XP_032454552.1
OG0004021	Lflavo2a002870P1	NP_001123274.2, XP_031784313.1
OG0004023	Lflavo2a007461P1, Lflavo2a007464P1	XP_001605902.2, XP_008201790.1
OG0004024	Lflavo2a005569P1	XP_008201785.1, XP_016842329.1
OG0004025	Lflavo2a013681P1	NP_001154946.1, XP_016843305.1, XP_016843332.1
OG0004026	Lflavo2a013433P1	XP_001605792.1, XP_008209752.1, XP_008209753.1
OG0004027	Lflavo2a013204P1	XP_001606733.1
OG0004028	Lflavo2a013032P1	XP_032451636.1, XP_008215532.1, XP_003423975.1, XP_016843413.1
OG0004029	Lflavo2a004777P1	XP_031778496.1, XP_031778497.1
OG0004030	Lflavo2a012403P2	XP_001608068.2
OG0004032	Lflavo2a004764P1	NP_001165811.1, XP_032452171.1
OG0004033	Lflavo2a002143P1	XP_001599415.1
OG0004034	Lflavo2a006815P1, Lflavo2a006815P2, Lflavo2a006815P3	XP_001604249.1
OG0004035	Lflavo2a006288P1	XP_031777712.1, XP_031777713.1
OG0004036	Lflavo2a007840P1	XP_031782334.1, XP_031782333.1, XP_032453808.1, XP_032453809.1
OG0004037	Lflavo2a014034P1	XP_032454577.1, XP_003428015.2, XP_016839508.1
OG0004038	Lflavo2a005081P1	XP_001603291.1, XP_003425889.1
OG0004039	Lflavo2a003161P1	XP_003426821.1
OG0004040	Lflavo2a006917P1	XP_031784084.1
OG0004041	Lflavo2a003227P1	XP_003424883.1, XP_003424884.1, XP_031780814.1, XP_032452330.1
OG0004042	Lflavo2a007254P1	XP_008208058.1, XP_008208059.1, XP_032452410.1
OG0004043	Lflavo2a002077P1, Lflavo2a002077P2	XP_016838345.1, XP_016838346.1
OG0004044	Lflavo2a009635P1, Lflavo2a009635P2	XP_008204871.1, XP_008204872.1
OG0004045	Lflavo2a012805P1	XP_001599344.2, XP_032457699.1, XP_032457700.1
OG0004046	Lflavo2a004641P1	XP_001607588.1
OG0004047	Lflavo2a005271P1	XP_031780321.1
OG0004048	Lflavo2a012785P1	XP_008211379.1, XP_032455401.1, XP_031785375.1
OG0004049	Lflavo2a007615P1	XP_008204981.1, XP_001605776.2, XP_016838537.1
OG0004050	Lflavo2a007090P1, Lflavo2a007090P2	XP_008214407.1, XP_008214408.1, XP_001602207.2, XP_008214406.1
OG0004051	Lflavo2a010786P1	XP_008204851.1, XP_031780552.1, XP_031780553.1
OG0004052	Lflavo2a003246P1	XP_016838221.1, XP_001608017.1, XP_008209834.1, XP_016837947.1
OG0004053	Lflavo2a002170P1	XP_016839008.1, XP_032454232.1
OG0004054	Lflavo2a010639P1, Lflavo2a010639P2, Lflavo2a010639P3	XP_008214898.1
OG0004055	Lflavo2a008228P1	NP_001234903.1
OG0004056	Lflavo2a000553P1, Lflavo2a000553P2	XP_001602732.1
OG0004057	Lflavo2a011456P1	XP_001600672.1
OG0004058	Lflavo2a002636P1	NP_001153390.1, XP_032455891.1, XP_008207310.1
OG0004059	Lflavo2a007515P1	XP_031785201.1
OG0004060	Lflavo2a012759P1	XP_003424549.1
OG0004062	Lflavo2a007922P1	XP_031783809.1
OG0004063	Lflavo2a001921P1	XP_016840364.1, XP_032454845.1
OG0004064	Lflavo2a012053P1	XP_008216056.1
OG0004065	Lflavo2a013600P1	XP_001606456.2, XP_032456347.1, XP_032456348.1, XP_032456349.1, XP_032456350.1
OG0004067	Lflavo2a012219P1	XP_001606721.1
OG0004068	Lflavo2a000258P1	XP_008217811.1, XP_001607352.1, XP_003425182.1
OG0004070	Lflavo2a004616P1	NP_001139382.1
OG0004071	Lflavo2a013800P1	XP_001603708.2
OG0004072	Lflavo2a007193P1	XP_031778526.1, XP_032452616.1, XP_031778527.1
OG0004073	Lflavo2a004301P1	XP_003423894.1, XP_032455227.1, XP_016836639.1, XP_031789533.1, XP_031789534.1
OG0004074	Lflavo2a005920P3, Lflavo2a005920P1, Lflavo2a005920P2	XP_001607411.1, XP_031779460.1
OG0004075	Lflavo2a007954P1	XP_008208973.1, XP_031781565.1
OG0004076	Lflavo2a005496P1	XP_008216616.1, XP_031783702.1, XP_008216617.1, XP_016839777.1, XP_031783703.1, XP_031783704.1
OG0004077	Lflavo2a012671P1, Lflavo2a012671P2	XP_016841856.1, XP_031788806.1
OG0004078	Lflavo2a003660P1	XP_008215717.1, XP_031788442.1
OG0004079	Lflavo2a004495P1	XP_031787911.1, XP_031787912.1
OG0004080	Lflavo2a011858P1	XP_001603494.1, XP_016836734.1
OG0004081	Lflavo2a006382P1	XP_008208957.1, XP_008208960.1, XP_008208961.1, XP_032457629.1
OG0004082	Lflavo2a002273P1	XP_001607275.1
OG0004083	Lflavo2a003188P1, Lflavo2a003188P2	XP_001603580.1, XP_001604815.1
OG0004084	Lflavo2a004105P1	XP_001601009.1, XP_003427438.1, XP_032456977.1
OG0004085	Lflavo2a001324P1	XP_003425380.1
OG0004087	Lflavo2a001830P1, Lflavo2a001830P3	NP_001153375.1, XP_031784172.1, XP_032457854.1
OG0004089	Lflavo2a001456P1, Lflavo2a001477P1	XP_008210291.1, XP_008210292.1
OG0004090	Lflavo2a008043P1	XP_001603817.1, XP_032452524.1
OG0004091	Lflavo2a000446P1	XP_008213222.1
OG0004092	Lflavo2a006085P1	XP_016839547.1, XP_016839548.1, XP_031782512.1
OG0004094	Lflavo2a006987P1	XP_008204887.1
OG0004095	Lflavo2a009015P1	XP_016840165.2, XP_016840166.2
OG0004096	Lflavo2a008687P1	XP_031786762.1, XP_032456494.1
OG0004097	Lflavo2a010182P1	XP_016840738.1, XP_031785765.1
OG0004098	Lflavo2a009422P1	XP_001604173.1, XP_008210394.1, XP_031782385.1
OG0004099	Lflavo2a002739P1	XP_031784095.1, XP_032451972.1, XP_032451971.1, XP_031784105.1
OG0004100	Lflavo2a000693P1	XP_001606110.2, XP_031788447.1
OG0004101	Lflavo2a003802P1, Lflavo2a003802P2	XP_016838560.1, XP_031780547.1
OG0004103	Lflavo2a010116P1	XP_031780146.1
OG0004104	Lflavo2a007590P1, Lflavo2a007618P1	XP_031783092.1, XP_031783089.1, XP_031783091.1, XP_031783087.1, XP_031783088.1
OG0004105	Lflavo2a012912P1	XP_008205294.1, XP_031783854.1, XP_031783855.1, XP_031783856.1
OG0004106	Lflavo2a000359P1	XP_031787874.1
OG0004107	Lflavo2a013080P1	XP_032454656.1, XP_008216690.1, XP_008216689.1, XP_008216691.1
OG0004109	Lflavo2a004871P1	XP_001607854.1
OG0004111	Lflavo2a009145P1	XP_031788086.2
OG0004112	Lflavo2a010766P1	XP_001600008.1, XP_032457453.1, XP_008208547.1, XP_032457454.1
OG0004113	Lflavo2a004623P1	XP_016837428.1, XP_031780645.1, XP_032453490.1, XP_016837429.1
OG0004114	Lflavo2a006147P1	NP_001153363.1, XP_032452173.1
OG0004115	Lflavo2a012065P1	XP_008215088.1
OG0004116	Lflavo2a009933P1	XP_031784438.1, XP_031784436.1, XP_031784435.1, XP_031784437.1
OG0004117	Lflavo2a006275P1, Lflavo2a006275P2	XP_008206421.1
OG0004118	Lflavo2a000212P1	XP_031785813.1
OG0004119	Lflavo2a014008P1	XP_001599948.2, XP_031784660.1
OG0004120	Lflavo2a005721P1	XP_003427880.1, XP_003427881.1, XP_031785642.1
OG0004121	Lflavo2a006668P1	XP_001607707.1, XP_008203063.1, XP_008203064.1, XP_031777691.1
OG0004122	Lflavo2a008030P1	XP_001606321.1, XP_008206468.1, XP_008206469.1, XP_008206470.1
OG0004123	Lflavo2a003869P1, Lflavo2a003869P2	XP_001605844.1
OG0004124	Lflavo2a005021P1	XP_001605757.1, XP_016839780.1
OG0004125	Lflavo2a002208P1, Lflavo2a000123P1	XP_001599984.1
OG0004127	Lflavo2a011240P1	XP_031787510.1
OG0004128	Lflavo2a001872P1	XP_031789624.1, XP_032455079.1
OG0004129	Lflavo2a008220P1	XP_008202715.1
OG0004130	Lflavo2a004959P3, Lflavo2a004959P1, Lflavo2a004959P2	NP_001153421.1, XP_031787438.1
OG0004131	Lflavo2a013846P2, Lflavo2a013846P1, Lflavo2a013846P3	XP_032457055.1
OG0004132	Lflavo2a009240P1	NP_001154989.1, XP_016836997.1, XP_031778336.1
OG0004133	Lflavo2a000549P1	XP_031776935.1, XP_031776941.1, XP_031776943.1, XP_032457233.1
OG0004134	Lflavo2a011336P1, Lflavo2a011336P2	XP_003424379.2, XP_031786378.1, XP_031786377.1, XP_016842822.2, XP_031786376.1
OG0004136	Lflavo2a008939P1	XP_001600682.1, XP_003424189.1
OG0004137	Lflavo2a004072P1	XP_001607230.2, XP_016844861.1, XP_016844862.1
OG0004138	Lflavo2a011448P1, Lflavo2a011408P1	XP_001605309.1, XP_008215266.1
OG0004139	Lflavo2a007004P1	XP_001599057.2, XP_008211767.1
OG0004140	Lflavo2a008269P1	XP_001605664.2, XP_016837493.1
OG0004141	Lflavo2a008930P1	XP_001600824.4, XP_031786564.1, XP_031786565.1
OG0004142	Lflavo2a003115P4, Lflavo2a003115P1, Lflavo2a003115P2, Lflavo2a003115P3	XP_031784892.1
OG0004143	Lflavo2a002755P1	XP_001602472.1
OG0004144	Lflavo2a002819P1	XP_001600099.2
OG0004146	Lflavo2a009301P1	XP_003423944.1
OG0004147	Lflavo2a004149P1, Lflavo2a004149P2, Lflavo2a004103P1	XP_031784874.1
OG0004148	Lflavo2a010401P1	XP_031780754.1
OG0004149	Lflavo2a008357P1, Lflavo2a008357P2	XP_008205207.1
OG0004150	Lflavo2a013813P1	NP_001122570.1, XP_016838700.1
OG0004151	Lflavo2a005110P1	XP_001607732.1
OG0004152	Lflavo2a005636P1	NP_001177963.1
OG0004153	Lflavo2a000607P1	XP_003428173.1, XP_031786428.1, XP_031786429.1
OG0004154	Lflavo2a009974P1, Lflavo2a009976P1	XP_003425266.2, XP_008218078.1, XP_016842364.1
OG0004155	Lflavo2a001519P1	XP_008210897.2
OG0004156	Lflavo2a010659P1	XP_001603329.2, XP_008206219.1
OG0004157	Lflavo2a003399P1	XP_008201868.1
OG0004158	Lflavo2a011947P1	XP_008215700.1, XP_008215698.1
OG0004160	Lflavo2a003022P1, Lflavo2a003022P2	XP_031783754.1, XP_031783755.1
OG0004161	Lflavo2a004291P1	XP_031789528.1, XP_031789526.1, XP_031789524.1, XP_031789525.1
OG0004162	Lflavo2a003330P1	XP_001603533.1
OG0004163	Lflavo2a008382P1	NP_001135845.1, XP_031784076.1, XP_031784075.1
OG0004164	Lflavo2a001988P1, Lflavo2a012541P1	XP_008215611.1, XP_032455540.1, XP_016841727.1
OG0004165	Lflavo2a008522P1	XP_001608057.1
OG0004166	Lflavo2a014240P1	XP_016845012.1, XP_016845013.1
OG0004167	Lflavo2a005783P1	XP_008206451.1, XP_032454269.1, XP_032454271.1
OG0004168	Lflavo2a004408P1	XP_001600121.2
OG0004169	Lflavo2a007151P1	XP_031777565.1, XP_032451806.1
OG0004170	Lflavo2a008807P1, Lflavo2a013758P1	XP_016844660.1, XP_001601538.2
OG0004171	Lflavo2a012929P1	XP_001602152.1
OG0004172	Lflavo2a008526P1	NP_001162018.1, XP_008214866.1, XP_008214869.1
OG0004173	Lflavo2a007323P1, Lflavo2a007310P1	XP_031779124.1, XP_031779125.1
OG0004174	Lflavo2a010210P1	XP_008206247.1, XP_031783273.1
OG0004175	Lflavo2a000745P1	XP_001605068.2, XP_032454531.1
OG0004176	Lflavo2a010371P1	XP_031782165.1, XP_031782166.1
OG0004177	Lflavo2a003610P1	XP_016837680.1, XP_032453072.1, XP_008209421.1, XP_032453073.1
OG0004178	Lflavo2a009587P1	XP_001606465.1, XP_008204338.1, XP_031787274.1, XP_032456526.1, XP_003424762.3
OG0004179	Lflavo2a008416P1	XP_001605918.1, XP_008214774.1, XP_016845441.1, XP_032455231.1
OG0004180	Lflavo2a011860P1	XP_001605401.2
OG0004181	Lflavo2a011622P1, Lflavo2a011622P2	XP_001601774.2, XP_031780125.1
OG0004182	Lflavo2a006049P1, Lflavo2a005947P1	XP_008207044.2
OG0004183	Lflavo2a004489P1	XP_008215351.1, XP_032451909.1, XP_008215349.1, XP_016836799.1
OG0004184	Lflavo2a003029P1	XP_031777710.1, XP_032452751.1
OG0004185	Lflavo2a009977P1	XP_016844723.1, XP_016844725.1
OG0004186	Lflavo2a004307P1	XP_001604950.2, XP_031785396.1, XP_031785397.1
OG0004187	Lflavo2a000866P1	XP_008214622.1
OG0004188	Lflavo2a008118P1	XP_001605244.1, XP_008209128.1
OG0004189	Lflavo2a003476P1	XP_008208238.1, XP_032451830.1
OG0004190	Lflavo2a002223P1, Lflavo2a006558P1	XP_016839638.2, XP_016839639.2
