Orthogroup	Liostenogaster_flavolineata	Apis_mellifera
OG0002506	Lflavo2a001608P1	XP_006566229.2, XP_006566226.2, XP_006566225.2, XP_006566227.2, XP_006566224.2
OG0002507	Lflavo2a012592P1	XP_006566367.2, XP_397107.5
OG0002508	Lflavo2a013581P1	XP_006566523.1, XP_006566524.1
OG0002509	Lflavo2a003568P1	XP_006566533.1, XP_006566531.1, XP_006566532.1
OG0002510	Lflavo2a012609P1	XP_391867.3, XP_006566589.1, XP_006566590.1, XP_006566591.1, XP_006566593.1
OG0002511	Lflavo2a005533P1	XP_006566600.1, XP_006566601.1
OG0002512	Lflavo2a007315P1	XP_006566615.1, XP_397379.4
OG0002513	Lflavo2a000480P1	XP_006566717.1, XP_006566718.1
OG0002514	Lflavo2a012563P1, Lflavo2a012563P2	XP_006566779.1, XP_006566780.1, XP_395025.2
OG0002515	Lflavo2a003210P1, Lflavo2a003210P2	XP_006566850.1, XP_624134.1
OG0002516	Lflavo2a000675P1	XP_006566872.1, XP_006566873.1, XP_016769022.1, XP_016769023.1, XP_016769024.1
OG0002517	Lflavo2a009026P1, Lflavo2a009026P2	XP_016769296.1, XP_623967.3, XP_016769294.1, XP_006566901.1, XP_016769295.1
OG0002518	Lflavo2a004279P1	XP_006566943.1, XP_393874.3
OG0002519	Lflavo2a012954P1	XP_006567037.1, XP_006567038.1
OG0002520	Lflavo2a002577P1	XP_006567190.1, XP_006567191.1, XP_393160.1
OG0002521	Lflavo2a005295P1	XP_006567234.1, XP_006567235.1, XP_006567236.1
OG0002522	Lflavo2a011530P1	XP_006567527.1, XP_006567528.1, XP_016769436.1, XP_623768.1
OG0002523	Lflavo2a012345P1	XP_006567711.2, XP_006567712.2
OG0002524	Lflavo2a002730P1	XP_006567938.1, XP_006567939.1
OG0002525	Lflavo2a005194P1	XP_006568387.1, XP_006568388.1, XP_026297740.1, XP_392793.4
OG0002526	Lflavo2a004157P2	XP_006568411.1, XP_006568409.1, XP_006568407.1, XP_006568408.1, XP_006568410.1
OG0002527	Lflavo2a007088P1	XP_016766648.1, XP_016766649.1, XP_006568531.1, XP_016766647.1
OG0002528	Lflavo2a008562P1	XP_006568618.2
OG0002529	Lflavo2a005054P1	XP_006568644.1, XP_006568645.1
OG0002530	Lflavo2a005204P1	XP_006568667.1, XP_006568668.1, XP_006568666.1, XP_026298992.1, XP_623799.3, XP_016768701.1
OG0002531	Lflavo2a011572P1	XP_006568799.1, XP_624403.2, XP_006568800.1
OG0002532	Lflavo2a003184P1	XP_006568813.2, XP_392189.5
OG0002533	Lflavo2a003090P1	XP_006568821.1, XP_016766472.1
OG0002534	Lflavo2a010186P1	XP_006568830.2
OG0002535	Lflavo2a006897P1, Lflavo2a006897P2	XP_006569041.1, XP_006569043.1
OG0002536	Lflavo2a000219P1	XP_006569245.1, XP_016769867.1, XP_016769868.1
OG0002537	Lflavo2a009234P1, Lflavo2a009234P3	XP_006569265.3, XP_026295175.1
OG0002538	Lflavo2a004654P1	XP_016767223.1, XP_006569327.1, XP_016767224.1
OG0002539	Lflavo2a004675P1	XP_006569362.2
OG0002540	Lflavo2a013851P1	XP_006569389.1, XP_392666.3, XP_006569390.1, XP_623140.1
OG0002541	Lflavo2a001883P1	XP_016768632.1, XP_006569528.1, XP_016768633.1
OG0002542	Lflavo2a010987P2, Lflavo2a010987P3, Lflavo2a010987P1	XP_006569552.2
OG0002543	Lflavo2a008746P1	XP_006569572.1, XP_392390.1
OG0002544	Lflavo2a011397P1	XP_006569709.2, XP_006569710.2
OG0002545	Lflavo2a004955P1	XP_006569779.1, XP_016769123.1, XP_396175.2
OG0002546	Lflavo2a010141P1	XP_016769066.2, XP_016769067.2
OG0002547	Lflavo2a009243P1	XP_006569851.1, XP_006569852.1, XP_016769189.1
OG0002548	Lflavo2a013365P1	XP_006570259.2, XP_006570260.2, XP_395206.4, XP_006570261.1
OG0002549	Lflavo2a010770P1	XP_006570391.1, XP_016770285.1, XP_016770284.1
OG0002550	Lflavo2a013577P2, Lflavo2a013577P1, Lflavo2a013577P3	XP_006570477.1, XP_006570478.1
OG0002551	Lflavo2a003045P1	XP_006570480.1, XP_006570481.1, XP_391875.3
OG0002552	Lflavo2a007684P1	XP_006570936.2, XP_397221.5
OG0002553	Lflavo2a000368P1	XP_396056.5, XP_016773463.2, XP_006571224.2, XP_026301891.1
OG0002554	Lflavo2a009756P1	XP_006571226.1, XP_016773041.1
OG0002555	Lflavo2a002417P1	XP_006571325.1, XP_394163.3
OG0002556	Lflavo2a013878P1	XP_006571394.1, XP_397510.4, XP_006571397.1, XP_006571395.1, XP_006571396.1
OG0002557	Lflavo2a009999P1	XP_016773176.2, XP_006571554.2, XP_006571555.2, XP_006571556.2, XP_006571557.2, XP_016773175.2
OG0002558	Lflavo2a006657P1	XP_006571560.1, XP_006571561.1, XP_006571562.1, XP_623241.1
OG0002559	Lflavo2a008432P1, Lflavo2a008432P2, Lflavo2a008432P3	XP_006571773.2, XP_395725.4, XP_006571774.2, XP_006571775.2
OG0002560	Lflavo2a008460P1	XP_006571776.1, XP_006571777.1
OG0002561	Lflavo2a007874P1	XP_006571833.1, XP_006571834.1, XP_026300412.1, XP_006571836.1
OG0002562	Lflavo2a012284P1	XP_006571948.2
OG0002563	Lflavo2a010947P1, Lflavo2a010947P3	XP_006572068.1, XP_016772823.1, XP_016772825.1
OG0002564	Lflavo2a013634P1, Lflavo2a013634P2	XP_006572158.1, XP_006572159.1
OG0002565	Lflavo2a013603P1	XP_016772876.1, XP_006572160.1, XP_395531.2
OG0002566	Lflavo2a004824P1	XP_006572192.1, XP_396097.3
OG0002567	Lflavo2a007355P1	XP_006572303.1
OG0002568	Lflavo2a004977P1	XP_006572385.1, XP_006572386.1, XP_006572387.1, XP_016773016.1
OG0002569	Lflavo2a005080P1	XP_026295219.1, XP_016766567.1, XP_016766566.1
OG0002570	Lflavo2a005936P1	XP_016766939.1, XP_016766940.1
OG0002571	Lflavo2a010122P1	XP_016766955.1, XP_623732.1
OG0002572	Lflavo2a013999P1	XP_016767605.2
OG0002573	Lflavo2a003976P1	XP_016767861.1, XP_026296445.1, XP_397369.4
OG0002574	Lflavo2a002943P1	XP_016768310.1, XP_016768311.1, XP_016768312.1, XP_016768313.1, XP_396491.1
OG0002575	Lflavo2a006429P3, Lflavo2a006429P1, Lflavo2a006429P2, Lflavo2a006429P4	XP_016768349.2, XP_026296959.1, XP_026296958.1
OG0002578	Lflavo2a007534P1	XP_016769016.1, XP_016769017.1
OG0002579	Lflavo2a004382P1, Lflavo2a004382P2	XP_016769596.2, XP_392828.3
OG0002580	Lflavo2a013487P2	XP_016769759.1
OG0002581	Lflavo2a013540P1	XP_016769790.2, XP_016769784.2, XP_016769787.2, XP_016769788.2, XP_016769789.2
OG0002582	Lflavo2a010405P1, Lflavo2a010405P2, Lflavo2a010432P1	XP_016769858.1
OG0002583	Lflavo2a001497P1	XP_016770414.2, XP_016770415.2
OG0002584	Lflavo2a003768P1, Lflavo2a003768P2	XP_016770687.1, XP_393754.2
OG0002585	Lflavo2a014222P1	XP_016771653.1, XP_016771652.1, XP_624100.3
OG0002586	Lflavo2a004478P1	XP_016772023.1, XP_625196.1
OG0002587	Lflavo2a002980P1	XP_026301141.1, XP_026301139.1, XP_026301140.1, XP_016772145.1
OG0002588	Lflavo2a008117P1	XP_026301151.1, XP_026301150.1, XP_026301146.1, XP_026301147.1, XP_016772330.2, XP_026301148.1, XP_026301149.1
OG0002589	Lflavo2a013598P1, Lflavo2a013598P2	XP_016772338.2, XP_026301199.1, XP_395946.4
OG0002590	Lflavo2a002545P1	XP_016772926.2, XP_026299027.1, XP_016772929.2
OG0002591	Lflavo2a000001P1	XP_016773275.1, XP_016773276.1
OG0002592	Lflavo2a010588P1, Lflavo2a010588P2	XP_026294639.1, XP_394287.5
OG0002593	Lflavo2a012193P1	XP_026294751.1
OG0002594	Lflavo2a001079P1	XP_026294784.1
OG0002595	Lflavo2a008471P1	XP_026295021.1, XP_026295024.1
OG0002596	Lflavo2a007928P1	XP_026295307.1
OG0002597	Lflavo2a011683P1, Lflavo2a011683P2	XP_026295323.1, XP_396074.2
OG0002599	Lflavo2a012883P1	XP_026295490.1, XP_026295491.1, XP_026295492.1, XP_026295493.1, XP_026295487.1, XP_026295488.1, XP_026295489.1
OG0002600	Lflavo2a002005P1	XP_026295526.1, XP_026295527.1, XP_026295528.1, XP_394443.5
OG0002601	Lflavo2a007419P1	XP_026295545.1, XP_026295546.1
OG0002602	Lflavo2a003293P1	XP_026295628.1, XP_026295629.1
OG0002603	Lflavo2a002075P2, Lflavo2a002075P3	XP_026295637.1, XP_026295638.1, XP_026295635.1, XP_026295636.1
OG0002604	Lflavo2a000006P1	XP_026295815.1
OG0002606	Lflavo2a005253P3	XP_026295919.1, XP_026295921.1, XP_026295928.1
OG0002607	Lflavo2a012862P1	XP_026296025.1, XP_026296026.1, XP_026296027.1, XP_026296028.1
OG0002609	Lflavo2a008194P1	XP_026296210.1
OG0002610	Lflavo2a012055P1	XP_026296373.1
OG0002611	Lflavo2a010747P4, Lflavo2a010747P3, Lflavo2a010747P5, Lflavo2a010747P1, Lflavo2a010747P2, Lflavo2a010755P1	XP_026296404.1
OG0002612	Lflavo2a003943P1	XP_026296446.1, XP_397368.4
OG0002613	Lflavo2a012274P1	XP_026296638.1, XP_397202.1
OG0002614	Lflavo2a008643P1	XP_026296648.1
OG0002616	Lflavo2a001651P1, Lflavo2a001651P2	XP_026297049.1
OG0002617	Lflavo2a010102P1, Lflavo2a010102P2	XP_026297057.1, XP_026297058.1
OG0002619	Lflavo2a008901P1	XP_026297163.1, XP_026297168.1
OG0002620	Lflavo2a010151P1	XP_026301341.1, XP_026301342.1
OG0002620	Lflavo2a006384P1	XP_026297187.1, XP_026297188.1
OG0002621	Lflavo2a009198P1	XP_026297271.1, XP_026297273.1
OG0002622	Lflavo2a001094P1	XP_026297323.1
OG0002624	Lflavo2a006612P1	XP_026297424.1, XP_026297425.1, XP_026297426.1
OG0002625	Lflavo2a012304P1	XP_026297536.1, XP_026297537.1, XP_026297538.1, XP_026297539.1, XP_026297540.1
OG0002626	Lflavo2a011818P1	XP_026297724.1, XP_026297725.1, XP_026297726.1
OG0002627	Lflavo2a008538P1, Lflavo2a008538P2	XP_026297766.1
OG0002628	Lflavo2a001981P1	XP_026297912.1, XP_026297915.1, XP_026297914.1, XP_026297913.1, XP_026297911.1
OG0002629	Lflavo2a003086P1	XP_026297994.1
OG0002630	Lflavo2a008152P1	XP_026298053.1, XP_026298054.1
OG0002631	Lflavo2a001260P1	XP_026298090.1, XP_026298091.1, XP_026298092.1
OG0002632	Lflavo2a006433P1	XP_026298500.1, XP_026298502.1, XP_026298501.1, XP_026298503.1
OG0002633	Lflavo2a000221P1, Lflavo2a000221P2	XP_026298516.1, XP_026298514.1, XP_026298515.1
OG0002634	Lflavo2a009809P1	XP_026298541.1
OG0002635	Lflavo2a009136P1	XP_026298557.1, XP_026298556.1, XP_026298559.1, XP_026298558.1
OG0002636	Lflavo2a001926P1	XP_026298624.1, XP_026298625.1, XP_026298626.1
OG0002637	Lflavo2a011434P1	XP_026298884.1, XP_026298885.1
OG0002638	Lflavo2a008662P1	XP_026298906.1, XP_026298907.1
OG0002639	Lflavo2a002899P1	XP_026299069.1, XP_624175.3
OG0002640	Lflavo2a008918P1	XP_026299135.1, XP_026299136.1, XP_026299137.1, XP_026299138.1, XP_026299139.1
OG0002641	Lflavo2a002908P1	XP_026299229.1, XP_394233.5
OG0002642	Lflavo2a002324P1	XP_026299363.1, XP_026299364.1, XP_026299365.1, XP_026299366.1, XP_026299367.1, XP_026299368.1, XP_026299369.1
OG0002643	Lflavo2a005582P1	XP_026299374.1, XP_026299375.1, XP_026299376.1, XP_026299377.1
OG0002644	Lflavo2a007737P1	XP_026299582.1, XP_026299583.1
OG0002645	Lflavo2a004107P2	XP_026299854.1, XP_026299850.1, XP_026299851.1, XP_026299852.1, XP_026299853.1
OG0002647	Lflavo2a014321P1, Lflavo2a014321P2	XP_026300111.1
OG0002648	Lflavo2a011935P1	XP_026300180.1, XP_026300177.1, XP_026300178.1, XP_026300179.1
OG0002649	Lflavo2a005500P1	XP_026300433.1, XP_026300432.1, XP_026300434.1
OG0002650	Lflavo2a013606P1, Lflavo2a013606P2, Lflavo2a013606P3	XP_026300480.1
OG0002651	Lflavo2a008429P1, Lflavo2a008429P2	XP_026300572.1
OG0002652	Lflavo2a000921P1	XP_026300679.1, XP_026300677.1, XP_026300678.1
OG0002653	Lflavo2a005466P2	XP_026300878.1, XP_026300879.1, XP_026300880.1, XP_026300881.1
OG0002654	Lflavo2a011557P1	XP_026300927.1, XP_026300928.1
OG0002655	Lflavo2a005007P1	XP_026301248.1, XP_026301249.1, XP_026301250.1, XP_026301251.1, XP_026301252.1
OG0002656	Lflavo2a013746P1, Lflavo2a013746P2, Lflavo2a013746P3	XP_026301469.1, XP_026301468.1, XP_026301470.1
OG0002657	Lflavo2a006494P1	XP_026301522.1
OG0002658	Lflavo2a008296P1	XP_026301842.1, XP_026301843.1, XP_026301844.1, XP_026301845.1
OG0002659	Lflavo2a005238P1	XP_026301914.1, XP_026301915.1, XP_026301916.1
OG0002660	Lflavo2a010735P1	XP_026301936.1, XP_026301931.1, XP_026301933.1, XP_026301934.1, XP_026301935.1, XP_026301937.1
OG0002661	Lflavo2a008629P2	XP_026302077.1
OG0002662	Lflavo2a010024P1	XP_026302107.1, XP_397511.4
OG0002663	Lflavo2a009309P1, Lflavo2a009309P2	XP_392237.2
OG0002664	Lflavo2a004906P1, Lflavo2a004906P3, Lflavo2a004906P2	XP_392433.4
OG0002665	Lflavo2a010209P1	XP_392773.3
OG0002666	Lflavo2a012518P1	XP_393336.2
OG0002667	Lflavo2a004548P1	XP_393357.1
OG0002668	Lflavo2a010467P6, Lflavo2a010467P2, Lflavo2a010467P1, Lflavo2a010467P4, Lflavo2a010467P3, Lflavo2a010467P8, Lflavo2a010467P7, Lflavo2a010467P5	XP_393819.4
OG0002669	Lflavo2a007136P1	XP_393996.6
OG0002670	Lflavo2a000666P1	XP_394425.2
OG0002671	Lflavo2a007973P1	XP_394536.1
OG0002672	Lflavo2a002251P1	XP_394673.4
OG0002673	Lflavo2a011828P1	XP_395153.3
OG0002674	Lflavo2a009719P1	XP_395221.4
OG0002675	Lflavo2a005985P1	XP_395256.3
OG0002676	Lflavo2a000207P1	XP_395694.2
OG0002677	Lflavo2a002194P1	XP_395760.4
OG0002678	Lflavo2a003477P3, Lflavo2a003477P2, Lflavo2a003477P1, Lflavo2a003477P4	XP_395986.4
OG0002679	Lflavo2a012207P1	XP_396203.4
OG0002680	Lflavo2a004515P1	XP_396315.6
OG0002682	Lflavo2a001026P1	XP_396615.2
OG0002683	Lflavo2a000054P1	XP_396634.2
OG0002684	Lflavo2a000304P1	XP_396696.4
OG0002685	Lflavo2a004756P1	XP_397085.2
OG0002686	Lflavo2a001635P1	XP_623094.2
OG0002687	Lflavo2a009924P1	XP_623506.1
OG0002688	Lflavo2a011118P1, Lflavo2a011118P2, Lflavo2a011118P3	XP_623650.3
OG0002689	Lflavo2a004628P1	XP_623725.1
OG0002690	Lflavo2a002080P1	XP_623793.2
OG0002691	Lflavo2a004373P1	XP_623922.2
OG0002692	Lflavo2a009489P1	XP_624076.1
OG0002693	Lflavo2a006380P1	XP_624150.2
OG0002694	Lflavo2a003602P1	XP_624330.3
OG0002695	Lflavo2a001606P1	XP_624456.2
OG0002696	Lflavo2a009227P1	XP_624584.4
OG0002697	Lflavo2a004751P1, Lflavo2a004751P2	XP_624616.1
OG0002712	Lflavo2a011922P1	NP_001011598.1
OG0002713	Lflavo2a004275P1	NP_001011626.2, NP_001091636.1
OG0002714	Lflavo2a003012P1	NP_001011630.1, XP_006568213.1, XP_006568212.1
OG0002715	Lflavo2a005543P1, Lflavo2a013573P1, Lflavo2a013574P1	NP_001073674.1, XP_016766315.1
OG0002716	Lflavo2a013328P1	NP_001091687.1, XP_006558992.2, XP_006558993.1
OG0002717	Lflavo2a009735P1	NP_001127843.1
OG0002718	Lflavo2a008581P1	NP_001128141.1
OG0002719	Lflavo2a010518P1	NP_001153524.1
OG0002720	Lflavo2a003537P1	NP_001165876.1, XP_006557542.1, XP_006557543.1, XP_006557544.1, XP_006557545.1, XP_016767967.1
OG0002721	Lflavo2a002562P1	NP_001193898.1, XP_026295678.1
OG0002722	Lflavo2a002453P1	NP_001229363.1, XP_026298361.1
OG0002723	Lflavo2a005390P1	NP_001229365.1, NP_001229366.1, XP_026296324.1, XP_026296325.1, XP_026296326.1
OG0002724	Lflavo2a013949P1	NP_001229485.1, XP_026298404.1, XP_026298426.1
OG0002725	Lflavo2a005120P1	NP_001229506.1, NP_001229507.1, XP_026296319.1, XP_006571298.1
OG0002726	Lflavo2a000459P1, Lflavo2a000459P2	NP_001314881.1, XP_006570919.1, XP_006570918.1
OG0002727	Lflavo2a011210P1	NP_001314895.1
OG0002728	Lflavo2a003889P1, Lflavo2a010503P1	XP_001119882.2, XP_006560241.1, XP_006560242.1, XP_006560243.1
OG0002729	Lflavo2a007154P1	XP_001119900.1
OG0002730	Lflavo2a001246P1	XP_001119944.1, XP_006563098.1, XP_006563099.1
OG0002731	Lflavo2a002955P1	XP_001120043.2, XP_016772143.2
OG0002732	Lflavo2a008345P1	XP_006564861.1, XP_001120110.3, XP_026296850.1
OG0002733	Lflavo2a012560P1	XP_001120350.1, XP_003250896.1, XP_003250898.1
OG0002734	Lflavo2a003839P1	XP_001120545.2, XP_006567274.1, XP_006567272.1, XP_006567273.1
OG0002735	Lflavo2a013668P1, Lflavo2a013668P2	XP_001120583.1
OG0002736	Lflavo2a010254P1	XP_001120619.2
OG0002737	Lflavo2a006902P1	XP_016767009.2, XP_001120677.3, XP_006560538.1
OG0002738	Lflavo2a006562P1	XP_001120796.1, XP_003250388.1
OG0002739	Lflavo2a013396P1	XP_006567439.1, XP_001120892.1, XP_006567438.1, XP_016769607.1
OG0002740	Lflavo2a007289P1	XP_001120969.2
OG0002741	Lflavo2a012301P1	XP_001121130.1, XP_016768214.1
OG0002742	Lflavo2a005503P1	XP_001121176.1
OG0002743	Lflavo2a012051P1	XP_001121210.2
OG0002744	Lflavo2a003668P1	XP_001121339.1
OG0002745	Lflavo2a013438P1	XP_001121719.3, XP_006559805.1
OG0002746	Lflavo2a006218P1	XP_001121740.1
OG0002747	Lflavo2a001649P6, Lflavo2a001649P5, Lflavo2a001649P1, Lflavo2a001649P2	XP_001121775.2, XP_016767210.2
OG0002748	Lflavo2a007116P1	XP_001121986.2
OG0002749	Lflavo2a000525P1, Lflavo2a000525P2	XP_006563820.2, XP_001122084.3, XP_006563821.2
OG0002750	Lflavo2a002751P1	XP_001122110.2, XP_026298925.1, XP_026298926.1
OG0002751	Lflavo2a010616P1	XP_001122374.2, XP_006562154.1
OG0002752	Lflavo2a012064P1	XP_026300527.1, XP_001122399.1, XP_006557896.1
OG0002753	Lflavo2a012104P1	XP_001122467.1
OG0002754	Lflavo2a000788P1	XP_001122519.2, XP_006558399.1, XP_026294846.1, XP_026294847.1
OG0002755	Lflavo2a004618P1	XP_006557826.1, XP_001122652.2, XP_016772623.1
OG0002756	Lflavo2a001353P1	XP_006558080.1, XP_001122899.2, XP_006558078.1, XP_006558079.1
OG0002757	Lflavo2a008101P1	XP_003249289.2
OG0002758	Lflavo2a002052P1	XP_003249300.1
OG0002759	Lflavo2a005577P1	XP_003249455.1, XP_006559239.1
OG0002760	Lflavo2a014056P1	XP_003249819.2, XP_006561142.2
OG0002761	Lflavo2a013930P2, Lflavo2a013930P1, Lflavo2a013930P3	XP_016766466.2, XP_016766465.2, XP_003249824.2, XP_016766467.2, XP_006561147.2, XP_016766468.2
OG0002762	Lflavo2a004822P1	XP_003249854.1, XP_006561428.1, XP_006561429.1
OG0002763	Lflavo2a001961P1, Lflavo2a001961P2	XP_003249984.2, XP_016773368.1
OG0002764	Lflavo2a005986P1	XP_003250051.2
OG0002765	Lflavo2a006392P1	XP_003250092.1
OG0002766	Lflavo2a014349P1	XP_003250229.1, XP_006563331.1, XP_016768126.1, XP_016768129.1, XP_026297787.1, XP_026297795.1, XP_026297783.1
OG0002767	Lflavo2a009107P1	XP_003250293.1, XP_016772166.1, XP_026301176.1, XP_026301177.1
OG0002768	Lflavo2a006328P1	XP_006564536.1, XP_026299114.1
OG0002769	Lflavo2a002265P1	XP_003250490.1, XP_026297879.1
OG0002770	Lflavo2a007545P1	XP_003250539.1, XP_006564961.1, XP_006564962.1, XP_026300974.1, XP_016771731.1
OG0002771	Lflavo2a013005P1	XP_003250551.1, XP_026300746.1, XP_006565003.1, XP_006565004.1, XP_016771563.1
OG0002772	Lflavo2a010081P1	XP_003250569.2, XP_006565044.2, XP_006565513.1, XP_394210.5, XP_003251148.1, XP_003251149.1, XP_394209.2, XP_392145.3
OG0002774	Lflavo2a000989P1	XP_003250782.1, XP_006565935.1, XP_623062.3, XP_006565936.1
OG0002775	Lflavo2a001444P1	XP_003250875.1, XP_016770771.1
OG0002776	Lflavo2a011319P1	XP_003250884.1
OG0002777	Lflavo2a007082P1	XP_003251001.1
OG0002778	Lflavo2a008289P1	XP_003251027.3, XP_026298528.1, XP_026298529.1, XP_026298530.1
OG0002780	Lflavo2a001475P1	XP_003251155.1, XP_003251156.1
OG0002781	Lflavo2a013468P1	XP_003251757.2, XP_006571640.1, XP_026301742.1, XP_026301746.1, XP_026301751.1, XP_026301759.1, XP_026301760.1, XP_026301765.1, XP_026301768.1, XP_026301770.1, XP_026301775.1
OG0002782	Lflavo2a002654P1	XP_003251792.1, XP_016767010.1
OG0002783	Lflavo2a007908P1	XP_003251801.1, XP_026300497.1, XP_026300498.1
OG0002785	Lflavo2a010222P1	XP_006557287.1, XP_016767922.1, XP_016767924.1
OG0002786	Lflavo2a010528P1	XP_006557323.1, XP_396430.1
OG0002787	Lflavo2a001323P1	XP_006557325.2, XP_396688.4, XP_006557327.2
OG0002788	Lflavo2a005926P1	XP_006557404.1, XP_016767323.1
OG0002789	Lflavo2a009137P1	XP_006557415.1, XP_624070.1
OG0002790	Lflavo2a002323P1	XP_006557421.1, XP_006557422.2, XP_016770405.1
OG0002791	Lflavo2a009875P1	XP_006557565.1, XP_006557561.1, XP_006557563.1, XP_623488.3
OG0002792	Lflavo2a002825P1	XP_006557579.1, XP_006557580.1
OG0002793	Lflavo2a011849P1	XP_006557693.1, XP_397140.4
OG0002794	Lflavo2a011284P1	XP_006557792.2, XP_016772603.2, XP_026301494.1
OG0002795	Lflavo2a000021P2, Lflavo2a000021P1, Lflavo2a000021P3	XP_006557799.1, XP_016772579.1, XP_026301710.1
OG0002796	Lflavo2a003540P1	XP_006557857.1, XP_006557858.1
OG0002797	Lflavo2a011001P1	XP_006558167.2, XP_006558169.2, XP_006558170.2
OG0002798	Lflavo2a000149P1	XP_006558274.1, XP_006558275.1, XP_026298026.1
OG0002799	Lflavo2a013671P1	XP_006558355.1, XP_624370.2
OG0002800	Lflavo2a013719P1	XP_006558356.1, XP_026301102.1, XP_026301103.1
OG0002801	Lflavo2a004487P1	XP_006558364.1
OG0002802	Lflavo2a010676P1	XP_006558649.1, XP_016767686.1, XP_006558648.1, XP_395133.3
OG0002804	Lflavo2a008548P4, Lflavo2a008548P2, Lflavo2a008548P3	XP_006558716.1, XP_026298158.1, XP_026298159.1
OG0002805	Lflavo2a013384P1	XP_006558840.1, XP_016771894.1, XP_026300793.1, XP_026300795.1, XP_397065.2
OG0002806	Lflavo2a002385P1	XP_006558853.1, XP_016770350.1, XP_391890.3
OG0002808	Lflavo2a001737P1	XP_006558887.1, XP_006558888.1, XP_396702.1
OG0002809	Lflavo2a001916P1	XP_006558927.1, XP_006558928.1, XP_395308.3
OG0002810	Lflavo2a001864P1	XP_006558930.1, XP_016769165.1, XP_006558929.1
OG0002811	Lflavo2a006627P1	XP_006559001.1, XP_396292.3, XP_026299436.1, XP_026299437.1
OG0002812	Lflavo2a005451P1	XP_006559197.1, XP_006559198.1, XP_396212.2
OG0002813	Lflavo2a000997P1	XP_006559221.2, XP_623749.3
OG0002814	Lflavo2a009523P1	XP_006559394.2, XP_006559395.2, XP_026300568.1
OG0002815	Lflavo2a006564P1	XP_006559454.1, XP_006559452.1, XP_026301516.1
OG0002816	Lflavo2a006582P1	XP_006559464.1, XP_016772476.1
OG0002817	Lflavo2a011373P1	XP_006559508.1
OG0002818	Lflavo2a002176P1, Lflavo2a002176P2	XP_006559678.1, XP_006559675.1, XP_006559676.1
OG0002819	Lflavo2a001967P1	XP_006559745.1, XP_624942.1
OG0002820	Lflavo2a012811P1, Lflavo2a012811P2	XP_006559789.1
OG0002821	Lflavo2a009184P1	XP_006560006.1, XP_393020.2
OG0002822	Lflavo2a004480P1	XP_006560019.1, XP_006560020.1
OG0002823	Lflavo2a010876P1, Lflavo2a010876P2	XP_006560460.1, XP_393524.3
OG0002824	Lflavo2a009894P1	XP_016771400.1, XP_006560468.1, XP_026300517.1, XP_026300518.1, XP_016771401.1
OG0002825	Lflavo2a001688P1	XP_026295313.1, XP_026295312.1, XP_006560539.1, XP_026295310.1, XP_026295311.1
OG0002826	Lflavo2a006930P1	XP_006560541.1, XP_006560542.1, XP_026295648.1, XP_393138.2, XP_026295649.1
OG0002828	Lflavo2a004684P1	XP_006560939.1, XP_016766761.1, XP_016766762.1
OG0002829	Lflavo2a004805P1	XP_006561160.1, XP_006561164.1
OG0002830	Lflavo2a009034P1	XP_006561220.1
OG0002830	Lflavo2a009056P1	XP_026294828.1
OG0002831	Lflavo2a008914P1	XP_006561280.1, XP_393166.2
OG0002832	Lflavo2a011877P2	XP_006561380.1, XP_395283.4
OG0002833	Lflavo2a009681P1, Lflavo2a009681P2	XP_006561542.2, XP_394734.5
OG0002834	Lflavo2a011102P1	XP_006561709.1, XP_396632.3
OG0002835	Lflavo2a008592P1	XP_006561802.1
OG0002836	Lflavo2a011069P1	XP_006562040.1, XP_006562041.1, XP_395088.1
OG0002837	Lflavo2a006542P3	XP_006562241.1, XP_396204.4
OG0002838	Lflavo2a013436P1	XP_392583.3, XP_006562416.1, XP_006562417.1, XP_006562414.1, XP_006562413.1
OG0002839	Lflavo2a011016P1	XP_026296918.1, XP_006562493.2, XP_016768340.2, XP_396813.5, XP_026296917.1
OG0002840	Lflavo2a005599P1	XP_006562675.2, XP_026297966.1, XP_026297967.1
OG0002841	Lflavo2a008046P1, Lflavo2a008046P2	XP_006562836.1, XP_397174.4
OG0002842	Lflavo2a000053P1	XP_006562898.1, XP_026299093.1, XP_393709.3
OG0002843	Lflavo2a012170P1, Lflavo2a012170P2	XP_006562923.1, XP_006562924.1
OG0002844	Lflavo2a008529P1	XP_006562933.1, XP_026299204.1, XP_026299205.1
OG0002845	Lflavo2a012695P1	XP_006563129.1, XP_623083.1
OG0002846	Lflavo2a012299P1	XP_026301643.1, XP_026301642.1, XP_006563212.1, XP_016772500.1, XP_006563210.1, XP_016772501.1
OG0002847	Lflavo2a006667P1	XP_623096.2, XP_016768774.1, XP_016768788.1, XP_016768773.1, XP_006563288.1
